District,zone,belt,region,Year AD,Year BS,Communicable Diseases,No of people,Zone,Belt,Region
Saptari,Sagarmatha,Terai,Eastern,2010/11,2067/68,Confirmed Meningitis 2,0,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2010/11,2067/68,HIV/AIDS2,15,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2010/11,2067/68,Leprosy2,28,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2010/11,2067/68,STD/STI2,882,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2011/12,2068/69,Confirmed Meningitis 3,0,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2011/12,2068/69,HIV/AIDS3,0,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2011/12,2068/69,Leprosy3,27,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2011/12,2068/69,STD/STI3,974,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2012/13,2069/70,Confirmed Meningitis 4,1,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2012/13,2069/70,HIV/AIDS4,1,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2012/13,2069/70,Leprosy4,29,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2012/13,2069/70,STD/STI4,753,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2013/14,2070/71,Confirmed Meningitis 5,0,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2013/14,2070/71,HIV/AIDS5,140,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2013/14,2070/71,Leprosy5,2,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2013/14,2070/71,STD/STI5,140,Sagarmatha,Terai,Eastern
Sarlahi,Janakpur,Terai,Central,2009/10,2066/67,Confirmed Meningitis,6,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2009/10,2066/67,HIV/AIDS,48,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2009/10,2066/67,Leprosy,149,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2009/10,2066/67,STD/STI,1946,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2010/11,2067/68,Confirmed Meningitis 2,24,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2010/11,2067/68,HIV/AIDS2,83,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2010/11,2067/68,Leprosy2,56,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2010/11,2067/68,STD/STI2,503,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2011/12,2068/69,Confirmed Meningitis 3,3,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2011/12,2068/69,HIV/AIDS3,59,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2011/12,2068/69,Leprosy3,79,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2011/12,2068/69,STD/STI3,795,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2012/13,2069/70,Confirmed Meningitis 4,1,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2012/13,2069/70,HIV/AIDS4,30,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2012/13,2069/70,Leprosy4,163,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2012/13,2069/70,STD/STI4,614,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2013/14,2070/71,Confirmed Meningitis 5,0,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2013/14,2070/71,HIV/AIDS5,372,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2013/14,2070/71,Leprosy5,0,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2013/14,2070/71,STD/STI5,372,Janakpur,Terai,Central
Sindhuli,Janakpur,Hill,Central,2009/10,2066/67,Confirmed Meningitis,14,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2009/10,2066/67,HIV/AIDS,8,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2009/10,2066/67,Leprosy,72,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2009/10,2066/67,STD/STI,335,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2010/11,2067/68,Confirmed Meningitis 2,14,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2010/11,2067/68,HIV/AIDS2,18,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2010/11,2067/68,Leprosy2,14,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2010/11,2067/68,STD/STI2,200,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2011/12,2068/69,Confirmed Meningitis 3,15,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2011/12,2068/69,HIV/AIDS3,36,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2011/12,2068/69,Leprosy3,14,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2011/12,2068/69,STD/STI3,160,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2012/13,2069/70,Confirmed Meningitis 4,4,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2012/13,2069/70,HIV/AIDS4,4,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2012/13,2069/70,Leprosy4,2,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2012/13,2069/70,STD/STI4,131,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2013/14,2070/71,Confirmed Meningitis 5,0,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2013/14,2070/71,HIV/AIDS5,72,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2013/14,2070/71,Leprosy5,0,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2013/14,2070/71,STD/STI5,72,Janakpur,Hill,Central
Sindhupalchok,Bagmati,Mountain,Central,2009/10,2066/67,Confirmed Meningitis,1,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2009/10,2066/67,HIV/AIDS,1,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2009/10,2066/67,Leprosy,4,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2009/10,2066/67,STD/STI,543,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2010/11,2067/68,Confirmed Meningitis 2,15,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2010/11,2067/68,HIV/AIDS2,0,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2010/11,2067/68,Leprosy2,1,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2010/11,2067/68,STD/STI2,488,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2011/12,2068/69,Confirmed Meningitis 3,4,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2011/12,2068/69,HIV/AIDS3,0,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2011/12,2068/69,Leprosy3,0,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2011/12,2068/69,STD/STI3,421,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2012/13,2069/70,Confirmed Meningitis 4,0,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2012/13,2069/70,HIV/AIDS4,0,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2012/13,2069/70,Leprosy4,1,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2012/13,2069/70,STD/STI4,370,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2013/14,2070/71,Confirmed Meningitis 5,0,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2013/14,2070/71,HIV/AIDS5,118,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2013/14,2070/71,Leprosy5,0,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2013/14,2070/71,STD/STI5,118,Bagmati,Mountain,Central
Siraha,Sagarmatha,Terai,Eastern,2009/10,2066/67,Confirmed Meningitis,25,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2009/10,2066/67,HIV/AIDS,0,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2009/10,2066/67,Leprosy,68,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2009/10,2066/67,STD/STI,345,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2010/11,2067/68,Confirmed Meningitis 2,23,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2010/11,2067/68,HIV/AIDS2,0,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2010/11,2067/68,Leprosy2,33,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2010/11,2067/68,STD/STI2,308,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2011/12,2068/69,Confirmed Meningitis 3,26,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2011/12,2068/69,HIV/AIDS3,0,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2011/12,2068/69,Leprosy3,53,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2011/12,2068/69,STD/STI3,309,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2012/13,2069/70,Confirmed Meningitis 4,18,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2012/13,2069/70,HIV/AIDS4,0,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2012/13,2069/70,Leprosy4,48,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2012/13,2069/70,STD/STI4,412,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2013/14,2070/71,Confirmed Meningitis 5,0,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2013/14,2070/71,HIV/AIDS5,221,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2013/14,2070/71,Leprosy5,9,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2013/14,2070/71,STD/STI5,221,Sagarmatha,Terai,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2009/10,2066/67,Confirmed Meningitis,2,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2009/10,2066/67,HIV/AIDS,3,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2009/10,2066/67,Leprosy,0,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2009/10,2066/67,STD/STI,444,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2010/11,2067/68,Confirmed Meningitis 2,2,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2010/11,2067/68,HIV/AIDS2,3,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2010/11,2067/68,Leprosy2,19,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2010/11,2067/68,STD/STI2,45,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2011/12,2068/69,Confirmed Meningitis 3,26,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2011/12,2068/69,HIV/AIDS3,0,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2011/12,2068/69,Leprosy3,0,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2011/12,2068/69,STD/STI3,14,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2012/13,2069/70,Confirmed Meningitis 4,77,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2012/13,2069/70,HIV/AIDS4,2,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2012/13,2069/70,Leprosy4,0,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2012/13,2069/70,STD/STI4,16,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2013/14,2070/71,Confirmed Meningitis 5,18,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2013/14,2070/71,HIV/AIDS5,119,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2013/14,2070/71,Leprosy5,4,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2013/14,2070/71,STD/STI5,119,Sagarmatha,Mountain,Eastern
Sunsari,Kosi,Terai,Eastern,2009/10,2066/67,Confirmed Meningitis,2,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2009/10,2066/67,HIV/AIDS,0,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2009/10,2066/67,Leprosy,51,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2009/10,2066/67,STD/STI,285,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2010/11,2067/68,Confirmed Meningitis 2,0,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2010/11,2067/68,HIV/AIDS2,0,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2010/11,2067/68,Leprosy2,36,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2010/11,2067/68,STD/STI2,176,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2011/12,2068/69,Confirmed Meningitis 3,0,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2011/12,2068/69,HIV/AIDS3,1,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2011/12,2068/69,Leprosy3,32,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2011/12,2068/69,STD/STI3,208,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2012/13,2069/70,Confirmed Meningitis 4,38,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2012/13,2069/70,HIV/AIDS4,2,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2012/13,2069/70,Leprosy4,96,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2012/13,2069/70,STD/STI4,800,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2013/14,2070/71,Confirmed Meningitis 5,17,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2013/14,2070/71,HIV/AIDS5,1927,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2013/14,2070/71,Leprosy5,34,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2013/14,2070/71,STD/STI5,1927,Kosi,Terai,Eastern
Surkhet,Bheri,Hill,Mid-Western,2009/10,2066/67,Confirmed Meningitis,8,Bheri,Hill,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2009/10,2066/67,HIV/AIDS,4,Bheri,Hill,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2009/10,2066/67,Leprosy,9,Bheri,Hill,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2009/10,2066/67,STD/STI,2422,Bheri,Hill,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2010/11,2067/68,Confirmed Meningitis 2,4,Bheri,Hill,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2010/11,2067/68,HIV/AIDS2,1,Bheri,Hill,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2010/11,2067/68,Leprosy2,7,Bheri,Hill,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2010/11,2067/68,STD/STI2,1590,Bheri,Hill,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2011/12,2068/69,Confirmed Meningitis 3,2,Bheri,Hill,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2011/12,2068/69,HIV/AIDS3,0,Bheri,Hill,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2011/12,2068/69,Leprosy3,4,Bheri,Hill,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2011/12,2068/69,STD/STI3,1458,Bheri,Hill,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2012/13,2069/70,Confirmed Meningitis 4,0,Bheri,Hill,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2012/13,2069/70,HIV/AIDS4,8,Bheri,Hill,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2012/13,2069/70,Leprosy4,3,Bheri,Hill,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2012/13,2069/70,STD/STI4,1434,Bheri,Hill,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2013/14,2070/71,Confirmed Meningitis 5,7,Bheri,Hill,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2013/14,2070/71,HIV/AIDS5,472,Bheri,Hill,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2013/14,2070/71,Leprosy5,18,Bheri,Hill,Mid-Western
Surkhet,Bheri,Hill,Mid-Western,2013/14,2070/71,STD/STI5,472,Bheri,Hill,Mid-Western
Syangja,Gandaki,Hill,Western,2009/10,2066/67,Confirmed Meningitis,2,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2009/10,2066/67,HIV/AIDS,77,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2009/10,2066/67,Leprosy,10,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2009/10,2066/67,STD/STI,963,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2010/11,2067/68,Confirmed Meningitis 2,5,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2010/11,2067/68,HIV/AIDS2,9,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2010/11,2067/68,Leprosy2,5,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2010/11,2067/68,STD/STI2,478,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2011/12,2068/69,Confirmed Meningitis 3,4,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2011/12,2068/69,HIV/AIDS3,12,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2011/12,2068/69,Leprosy3,9,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2011/12,2068/69,STD/STI3,378,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2012/13,2069/70,Confirmed Meningitis 4,81,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2012/13,2069/70,HIV/AIDS4,5,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2012/13,2069/70,Leprosy4,1,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2012/13,2069/70,STD/STI4,335,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2013/14,2070/71,Confirmed Meningitis 5,121,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2013/14,2070/71,HIV/AIDS5,2569,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2013/14,2070/71,Leprosy5,75,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2013/14,2070/71,STD/STI5,2569,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2009/10,2066/67,Confirmed Meningitis,10,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2009/10,2066/67,HIV/AIDS,6,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2009/10,2066/67,Leprosy,10,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2009/10,2066/67,STD/STI,198,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2010/11,2067/68,Confirmed Meningitis 2,6,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2010/11,2067/68,HIV/AIDS2,6,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2010/11,2067/68,Leprosy2,13,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2010/11,2067/68,STD/STI2,255,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2011/12,2068/69,Confirmed Meningitis 3,4,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2011/12,2068/69,HIV/AIDS3,8,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2011/12,2068/69,Leprosy3,5,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2011/12,2068/69,STD/STI3,350,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2012/13,2069/70,Confirmed Meningitis 4,2,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2012/13,2069/70,HIV/AIDS4,23,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2012/13,2069/70,Leprosy4,16,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2012/13,2069/70,STD/STI4,646,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2013/14,2070/71,Confirmed Meningitis 5,2,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2013/14,2070/71,HIV/AIDS5,470,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2013/14,2070/71,Leprosy5,19,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2013/14,2070/71,STD/STI5,470,Gandaki,Hill,Western
Taplejung,Mechi,Mountain,Eastern,2009/10,2066/67,Confirmed Meningitis,0,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2009/10,2066/67,HIV/AIDS,0,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2009/10,2066/67,Leprosy,0,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2009/10,2066/67,STD/STI,77,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2010/11,2067/68,Confirmed Meningitis 2,40,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2010/11,2067/68,HIV/AIDS2,0,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2010/11,2067/68,Leprosy2,0,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2010/11,2067/68,STD/STI2,63,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2011/12,2068/69,Confirmed Meningitis 3,39,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2011/12,2068/69,HIV/AIDS3,0,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2011/12,2068/69,Leprosy3,1,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2011/12,2068/69,STD/STI3,184,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2012/13,2069/70,Confirmed Meningitis 4,36,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2012/13,2069/70,HIV/AIDS4,7,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2012/13,2069/70,Leprosy4,13,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2012/13,2069/70,STD/STI4,320,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2013/14,2070/71,Confirmed Meningitis 5,42,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2013/14,2070/71,HIV/AIDS5,705,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2013/14,2070/71,Leprosy5,11,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2013/14,2070/71,STD/STI5,705,Mechi,Mountain,Eastern
Terhathum,Kosi,Hill,Eastern,2009/10,2066/67,Confirmed Meningitis,1,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2009/10,2066/67,HIV/AIDS,2,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2009/10,2066/67,Leprosy,4,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2009/10,2066/67,STD/STI,54,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2010/11,2067/68,Confirmed Meningitis 2,2,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2010/11,2067/68,HIV/AIDS2,7,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2010/11,2067/68,Leprosy2,20,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2010/11,2067/68,STD/STI2,141,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2011/12,2068/69,Confirmed Meningitis 3,1,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2011/12,2068/69,HIV/AIDS3,2,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2011/12,2068/69,Leprosy3,1,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2011/12,2068/69,STD/STI3,145,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2012/13,2069/70,Confirmed Meningitis 4,7,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2012/13,2069/70,HIV/AIDS4,0,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2012/13,2069/70,Leprosy4,1,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2012/13,2069/70,STD/STI4,193,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2013/14,2070/71,Confirmed Meningitis 5,4,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2013/14,2070/71,HIV/AIDS5,578,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2013/14,2070/71,Leprosy5,4,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2013/14,2070/71,STD/STI5,578,Kosi,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2009/10,2066/67,Confirmed Meningitis,6,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2009/10,2066/67,HIV/AIDS,0,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2009/10,2066/67,Leprosy,12,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2009/10,2066/67,STD/STI,461,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2010/11,2067/68,Confirmed Meningitis 2,94,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2010/11,2067/68,HIV/AIDS2,16,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2010/11,2067/68,Leprosy2,12,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2010/11,2067/68,STD/STI2,673,Sagarmatha,Hill,Eastern
