District,Zone,Geographical Region,Development Region,Year BS,Year AD,Diseases,Value
Kathmandu,Bagmati,Hill,Central,2067/68,2010/11,Measles,205
Kathmandu,Bagmati,Hill,Central,2067/68,2010/11,Diptheria,25
Kathmandu,Bagmati,Hill,Central,2067/68,2010/11,Whooping cough,217
Kathmandu,Bagmati,Hill,Central,2067/68,2010/11,Neonatal Tetanus,7
Kathmandu,Bagmati,Hill,Central,2067/68,2010/11,Tetanus,43
Kathmandu,Bagmati,Hill,Central,2067/68,2010/11,Tuberculosis,667
Kathmandu,Bagmati,Hill,Central,2067/68,2010/11,Acute Flacid Paralysis,17
Kathmandu,Bagmati,Hill,Central,2067/68,2010/11,Rubella,36
Kathmandu,Bagmati,Hill,Central,2067/68,2010/11,Mumps,808
Kathmandu,Bagmati,Hill,Central,2067/68,2010/11,Chicken pox,617
Kathmandu,Bagmati,Hill,Central,2067/68,2010/11,Hepatatis-B,733
Nuwakot,Bagmati,Hill,Central,2067/68,2010/11,Measles,112
Nuwakot,Bagmati,Hill,Central,2067/68,2010/11,Diptheria,9
Nuwakot,Bagmati,Hill,Central,2067/68,2010/11,Whooping cough,146
Nuwakot,Bagmati,Hill,Central,2067/68,2010/11,Neonatal Tetanus,0
Nuwakot,Bagmati,Hill,Central,2067/68,2010/11,Tetanus,0
Nuwakot,Bagmati,Hill,Central,2067/68,2010/11,Tuberculosis,122
Nuwakot,Bagmati,Hill,Central,2067/68,2010/11,Acute Flacid Paralysis,1
Nuwakot,Bagmati,Hill,Central,2067/68,2010/11,Rubella,9
Nuwakot,Bagmati,Hill,Central,2067/68,2010/11,Mumps,583
Nuwakot,Bagmati,Hill,Central,2067/68,2010/11,Chicken pox,105
Nuwakot,Bagmati,Hill,Central,2067/68,2010/11,Hepatatis-B,41
Rasuwa,Bagmati,Mountain,Central,2067/68,2010/11,Measles,0
Rasuwa,Bagmati,Mountain,Central,2067/68,2010/11,Diptheria,0
Rasuwa,Bagmati,Mountain,Central,2067/68,2010/11,Whooping cough,0
Rasuwa,Bagmati,Mountain,Central,2067/68,2010/11,Neonatal Tetanus,0
Rasuwa,Bagmati,Mountain,Central,2067/68,2010/11,Tetanus,0
Rasuwa,Bagmati,Mountain,Central,2067/68,2010/11,Tuberculosis,11
Rasuwa,Bagmati,Mountain,Central,2067/68,2010/11,Acute Flacid Paralysis,0
Rasuwa,Bagmati,Mountain,Central,2067/68,2010/11,Rubella,0
Rasuwa,Bagmati,Mountain,Central,2067/68,2010/11,Mumps,135
Rasuwa,Bagmati,Mountain,Central,2067/68,2010/11,Chicken pox,58
Rasuwa,Bagmati,Mountain,Central,2067/68,2010/11,Hepatatis-B,0
Dhading,Bagmati,Hill,Central,2067/68,2010/11,Measles,63
Dhading,Bagmati,Hill,Central,2067/68,2010/11,Diptheria,0
Dhading,Bagmati,Hill,Central,2067/68,2010/11,Whooping cough,124
Dhading,Bagmati,Hill,Central,2067/68,2010/11,Neonatal Tetanus,0
Dhading,Bagmati,Hill,Central,2067/68,2010/11,Tetanus,1
Dhading,Bagmati,Hill,Central,2067/68,2010/11,Tuberculosis,135
Dhading,Bagmati,Hill,Central,2067/68,2010/11,Acute Flacid Paralysis,3
Dhading,Bagmati,Hill,Central,2067/68,2010/11,Rubella,52
Dhading,Bagmati,Hill,Central,2067/68,2010/11,Mumps,1894
Dhading,Bagmati,Hill,Central,2067/68,2010/11,Chicken pox,501
Dhading,Bagmati,Hill,Central,2067/68,2010/11,Hepatatis-B,3
Makwanpur,Narayani,Hill,Central,2067/68,2010/11,Measles,19
Makwanpur,Narayani,Hill,Central,2067/68,2010/11,Diptheria,0
Makwanpur,Narayani,Hill,Central,2067/68,2010/11,Whooping cough,8
Makwanpur,Narayani,Hill,Central,2067/68,2010/11,Neonatal Tetanus,0
Makwanpur,Narayani,Hill,Central,2067/68,2010/11,Tetanus,7
Makwanpur,Narayani,Hill,Central,2067/68,2010/11,Tuberculosis,235
Makwanpur,Narayani,Hill,Central,2067/68,2010/11,Acute Flacid Paralysis,4
Makwanpur,Narayani,Hill,Central,2067/68,2010/11,Rubella,9
Makwanpur,Narayani,Hill,Central,2067/68,2010/11,Mumps,491
Makwanpur,Narayani,Hill,Central,2067/68,2010/11,Chicken pox,136
Makwanpur,Narayani,Hill,Central,2067/68,2010/11,Hepatatis-B,0
Rautahat,Narayani,Terai,Central,2067/68,2010/11,Measles,42
Rautahat,Narayani,Terai,Central,2067/68,2010/11,Diptheria,0
Rautahat,Narayani,Terai,Central,2067/68,2010/11,Whooping cough,20
Rautahat,Narayani,Terai,Central,2067/68,2010/11,Neonatal Tetanus,2
Rautahat,Narayani,Terai,Central,2067/68,2010/11,Tetanus,8
Rautahat,Narayani,Terai,Central,2067/68,2010/11,Tuberculosis,211
Rautahat,Narayani,Terai,Central,2067/68,2010/11,Acute Flacid Paralysis,4
Rautahat,Narayani,Terai,Central,2067/68,2010/11,Rubella,0
Rautahat,Narayani,Terai,Central,2067/68,2010/11,Mumps,354
Rautahat,Narayani,Terai,Central,2067/68,2010/11,Chicken pox,138
Rautahat,Narayani,Terai,Central,2067/68,2010/11,Hepatatis-B,0
Bara,Narayani,Terai,Central,2067/68,2010/11,Measles,50
Bara,Narayani,Terai,Central,2067/68,2010/11,Diptheria,0
Bara,Narayani,Terai,Central,2067/68,2010/11,Whooping cough,165
Bara,Narayani,Terai,Central,2067/68,2010/11,Neonatal Tetanus,0
Bara,Narayani,Terai,Central,2067/68,2010/11,Tetanus,2
Bara,Narayani,Terai,Central,2067/68,2010/11,Tuberculosis,523
Bara,Narayani,Terai,Central,2067/68,2010/11,Acute Flacid Paralysis,5
Bara,Narayani,Terai,Central,2067/68,2010/11,Rubella,2
Bara,Narayani,Terai,Central,2067/68,2010/11,Mumps,1080
Bara,Narayani,Terai,Central,2067/68,2010/11,Chicken pox,231
Bara,Narayani,Terai,Central,2067/68,2010/11,Hepatatis-B,6
Parsa,Narayani,Terai,Central,2067/68,2010/11,Measles,0
Parsa,Narayani,Terai,Central,2067/68,2010/11,Diptheria,0
Parsa,Narayani,Terai,Central,2067/68,2010/11,Whooping cough,0
Parsa,Narayani,Terai,Central,2067/68,2010/11,Neonatal Tetanus,0
Parsa,Narayani,Terai,Central,2067/68,2010/11,Tetanus,0
Parsa,Narayani,Terai,Central,2067/68,2010/11,Tuberculosis,0
Parsa,Narayani,Terai,Central,2067/68,2010/11,Acute Flacid Paralysis,0
Parsa,Narayani,Terai,Central,2067/68,2010/11,Rubella,0
Parsa,Narayani,Terai,Central,2067/68,2010/11,Mumps,0
Parsa,Narayani,Terai,Central,2067/68,2010/11,Chicken pox,0
Parsa,Narayani,Terai,Central,2067/68,2010/11,Hepatatis-B,0
Chitawan,Narayani,Terai,Central,2067/68,2010/11,Measles,45
Chitawan,Narayani,Terai,Central,2067/68,2010/11,Diptheria,0
Chitawan,Narayani,Terai,Central,2067/68,2010/11,Whooping cough,60
Chitawan,Narayani,Terai,Central,2067/68,2010/11,Neonatal Tetanus,0
Chitawan,Narayani,Terai,Central,2067/68,2010/11,Tetanus,3
Chitawan,Narayani,Terai,Central,2067/68,2010/11,Tuberculosis,949
Chitawan,Narayani,Terai,Central,2067/68,2010/11,Acute Flacid Paralysis,7
Chitawan,Narayani,Terai,Central,2067/68,2010/11,Rubella,12
Chitawan,Narayani,Terai,Central,2067/68,2010/11,Mumps,952
Chitawan,Narayani,Terai,Central,2067/68,2010/11,Chicken pox,675
Chitawan,Narayani,Terai,Central,2067/68,2010/11,Hepatatis-B,59
Gorkha,Gandaki,Hill,Western,2067/68,2010/11,Measles,46
Gorkha,Gandaki,Hill,Western,2067/68,2010/11,Diptheria,0
Gorkha,Gandaki,Hill,Western,2067/68,2010/11,Whooping cough,1
Gorkha,Gandaki,Hill,Western,2067/68,2010/11,Neonatal Tetanus,0
Gorkha,Gandaki,Hill,Western,2067/68,2010/11,Tetanus,0
Gorkha,Gandaki,Hill,Western,2067/68,2010/11,Tuberculosis,353
Gorkha,Gandaki,Hill,Western,2067/68,2010/11,Acute Flacid Paralysis,3
Gorkha,Gandaki,Hill,Western,2067/68,2010/11,Rubella,83
Gorkha,Gandaki,Hill,Western,2067/68,2010/11,Mumps,1522
Gorkha,Gandaki,Hill,Western,2067/68,2010/11,Chicken pox,507
Gorkha,Gandaki,Hill,Western,2067/68,2010/11,Hepatatis-B,3
Lamjung,Gandaki,Hill,Western,2067/68,2010/11,Measles,4
Lamjung,Gandaki,Hill,Western,2067/68,2010/11,Diptheria,0
Lamjung,Gandaki,Hill,Western,2067/68,2010/11,Whooping cough,1
Lamjung,Gandaki,Hill,Western,2067/68,2010/11,Neonatal Tetanus,0
Lamjung,Gandaki,Hill,Western,2067/68,2010/11,Tetanus,2
Lamjung,Gandaki,Hill,Western,2067/68,2010/11,Tuberculosis,22
Lamjung,Gandaki,Hill,Western,2067/68,2010/11,Acute Flacid Paralysis,0
Lamjung,Gandaki,Hill,Western,2067/68,2010/11,Rubella,2
Lamjung,Gandaki,Hill,Western,2067/68,2010/11,Mumps,304
Lamjung,Gandaki,Hill,Western,2067/68,2010/11,Chicken pox,246
Lamjung,Gandaki,Hill,Western,2067/68,2010/11,Hepatatis-B,16
Tanahu,Gandaki,Hill,Western,2067/68,2010/11,Measles,14
Tanahu,Gandaki,Hill,Western,2067/68,2010/11,Diptheria,0
Tanahu,Gandaki,Hill,Western,2067/68,2010/11,Whooping cough,8
Tanahu,Gandaki,Hill,Western,2067/68,2010/11,Neonatal Tetanus,0
Tanahu,Gandaki,Hill,Western,2067/68,2010/11,Tetanus,1
Tanahu,Gandaki,Hill,Western,2067/68,2010/11,Tuberculosis,348
Tanahu,Gandaki,Hill,Western,2067/68,2010/11,Acute Flacid Paralysis,2
Tanahu,Gandaki,Hill,Western,2067/68,2010/11,Rubella,21
Tanahu,Gandaki,Hill,Western,2067/68,2010/11,Mumps,566
Tanahu,Gandaki,Hill,Western,2067/68,2010/11,Chicken pox,191
Tanahu,Gandaki,Hill,Western,2067/68,2010/11,Hepatatis-B,1
Syangja,Gandaki,Hill,Western,2067/68,2010/11,Measles,43
Syangja,Gandaki,Hill,Western,2067/68,2010/11,Diptheria,0
Syangja,Gandaki,Hill,Western,2067/68,2010/11,Whooping cough,2
Syangja,Gandaki,Hill,Western,2067/68,2010/11,Neonatal Tetanus,0
Syangja,Gandaki,Hill,Western,2067/68,2010/11,Tetanus,3
Syangja,Gandaki,Hill,Western,2067/68,2010/11,Tuberculosis,239
Syangja,Gandaki,Hill,Western,2067/68,2010/11,Acute Flacid Paralysis,4
Syangja,Gandaki,Hill,Western,2067/68,2010/11,Rubella,33
Syangja,Gandaki,Hill,Western,2067/68,2010/11,Mumps,670
Syangja,Gandaki,Hill,Western,2067/68,2010/11,Chicken pox,261
Syangja,Gandaki,Hill,Western,2067/68,2010/11,Hepatatis-B,28
Kaski,Gandaki,Hill,Western,2067/68,2010/11,Measles,70
Kaski,Gandaki,Hill,Western,2067/68,2010/11,Diptheria,7
Kaski,Gandaki,Hill,Western,2067/68,2010/11,Whooping cough,132
Kaski,Gandaki,Hill,Western,2067/68,2010/11,Neonatal Tetanus,3
Kaski,Gandaki,Hill,Western,2067/68,2010/11,Tetanus,1
Kaski,Gandaki,Hill,Western,2067/68,2010/11,Tuberculosis,156
Kaski,Gandaki,Hill,Western,2067/68,2010/11,Acute Flacid Paralysis,4
Kaski,Gandaki,Hill,Western,2067/68,2010/11,Rubella,27
Kaski,Gandaki,Hill,Western,2067/68,2010/11,Mumps,870
Kaski,Gandaki,Hill,Western,2067/68,2010/11,Chicken pox,436
Kaski,Gandaki,Hill,Western,2067/68,2010/11,Hepatatis-B,79
Manang,Gandaki,Mountain,Western,2067/68,2010/11,Measles,0
Manang,Gandaki,Mountain,Western,2067/68,2010/11,Diptheria,0
Manang,Gandaki,Mountain,Western,2067/68,2010/11,Whooping cough,0
Manang,Gandaki,Mountain,Western,2067/68,2010/11,Neonatal Tetanus,0
Manang,Gandaki,Mountain,Western,2067/68,2010/11,Tetanus,0
Manang,Gandaki,Mountain,Western,2067/68,2010/11,Tuberculosis,0
Manang,Gandaki,Mountain,Western,2067/68,2010/11,Acute Flacid Paralysis,0
Manang,Gandaki,Mountain,Western,2067/68,2010/11,Rubella,0
Manang,Gandaki,Mountain,Western,2067/68,2010/11,Mumps,1
Manang,Gandaki,Mountain,Western,2067/68,2010/11,Chicken pox,1
Manang,Gandaki,Mountain,Western,2067/68,2010/11,Hepatatis-B,0
Mustang,Dhawalagiri,Mountain,Western,2067/68,2010/11,Measles,2
Mustang,Dhawalagiri,Mountain,Western,2067/68,2010/11,Diptheria,0
Mustang,Dhawalagiri,Mountain,Western,2067/68,2010/11,Whooping cough,1
Mustang,Dhawalagiri,Mountain,Western,2067/68,2010/11,Neonatal Tetanus,0
Mustang,Dhawalagiri,Mountain,Western,2067/68,2010/11,Tetanus,0
Mustang,Dhawalagiri,Mountain,Western,2067/68,2010/11,Tuberculosis,0
Mustang,Dhawalagiri,Mountain,Western,2067/68,2010/11,Acute Flacid Paralysis,0
Mustang,Dhawalagiri,Mountain,Western,2067/68,2010/11,Rubella,1
Mustang,Dhawalagiri,Mountain,Western,2067/68,2010/11,Mumps,31
Mustang,Dhawalagiri,Mountain,Western,2067/68,2010/11,Chicken pox,20
Mustang,Dhawalagiri,Mountain,Western,2067/68,2010/11,Hepatatis-B,0
Myagdi,Dhawalagiri,Hill,Western,2067/68,2010/11,Measles,71
Myagdi,Dhawalagiri,Hill,Western,2067/68,2010/11,Diptheria,0
Myagdi,Dhawalagiri,Hill,Western,2067/68,2010/11,Whooping cough,3
Myagdi,Dhawalagiri,Hill,Western,2067/68,2010/11,Neonatal Tetanus,0
Myagdi,Dhawalagiri,Hill,Western,2067/68,2010/11,Tetanus,1
Myagdi,Dhawalagiri,Hill,Western,2067/68,2010/11,Tuberculosis,70
Myagdi,Dhawalagiri,Hill,Western,2067/68,2010/11,Acute Flacid Paralysis,0
Myagdi,Dhawalagiri,Hill,Western,2067/68,2010/11,Rubella,14
Myagdi,Dhawalagiri,Hill,Western,2067/68,2010/11,Mumps,518
Myagdi,Dhawalagiri,Hill,Western,2067/68,2010/11,Chicken pox,246
Myagdi,Dhawalagiri,Hill,Western,2067/68,2010/11,Hepatatis-B,2
Parbat,Dhawalagiri,Hill,Western,2067/68,2010/11,Measles,45
Parbat,Dhawalagiri,Hill,Western,2067/68,2010/11,Diptheria,5
Parbat,Dhawalagiri,Hill,Western,2067/68,2010/11,Whooping cough,8
Parbat,Dhawalagiri,Hill,Western,2067/68,2010/11,Neonatal Tetanus,2
Parbat,Dhawalagiri,Hill,Western,2067/68,2010/11,Tetanus,16
Parbat,Dhawalagiri,Hill,Western,2067/68,2010/11,Tuberculosis,34
Parbat,Dhawalagiri,Hill,Western,2067/68,2010/11,Acute Flacid Paralysis,2
Parbat,Dhawalagiri,Hill,Western,2067/68,2010/11,Rubella,10
Parbat,Dhawalagiri,Hill,Western,2067/68,2010/11,Mumps,409
Parbat,Dhawalagiri,Hill,Western,2067/68,2010/11,Chicken pox,189
Parbat,Dhawalagiri,Hill,Western,2067/68,2010/11,Hepatatis-B,0
Baglung,Dhawalagiri,Hill,Western,2067/68,2010/11,Measles,7
Baglung,Dhawalagiri,Hill,Western,2067/68,2010/11,Diptheria,0
Baglung,Dhawalagiri,Hill,Western,2067/68,2010/11,Whooping cough,0
Baglung,Dhawalagiri,Hill,Western,2067/68,2010/11,Neonatal Tetanus,0
Baglung,Dhawalagiri,Hill,Western,2067/68,2010/11,Tetanus,0
Baglung,Dhawalagiri,Hill,Western,2067/68,2010/11,Tuberculosis,81
Baglung,Dhawalagiri,Hill,Western,2067/68,2010/11,Acute Flacid Paralysis,0
Baglung,Dhawalagiri,Hill,Western,2067/68,2010/11,Rubella,58
Baglung,Dhawalagiri,Hill,Western,2067/68,2010/11,Mumps,543
Baglung,Dhawalagiri,Hill,Western,2067/68,2010/11,Chicken pox,235
Baglung,Dhawalagiri,Hill,Western,2067/68,2010/11,Hepatatis-B,1
Gulmi,Lumbini,Hill,Western,2067/68,2010/11,Measles,7
Gulmi,Lumbini,Hill,Western,2067/68,2010/11,Diptheria,0
Gulmi,Lumbini,Hill,Western,2067/68,2010/11,Whooping cough,14
Gulmi,Lumbini,Hill,Western,2067/68,2010/11,Neonatal Tetanus,0
Gulmi,Lumbini,Hill,Western,2067/68,2010/11,Tetanus,0
Gulmi,Lumbini,Hill,Western,2067/68,2010/11,Tuberculosis,116
Gulmi,Lumbini,Hill,Western,2067/68,2010/11,Acute Flacid Paralysis,11
Gulmi,Lumbini,Hill,Western,2067/68,2010/11,Rubella,54
Gulmi,Lumbini,Hill,Western,2067/68,2010/11,Mumps,899
Gulmi,Lumbini,Hill,Western,2067/68,2010/11,Chicken pox,501
Gulmi,Lumbini,Hill,Western,2067/68,2010/11,Hepatatis-B,7
Palpa,Lumbini,Hill,Western,2067/68,2010/11,Measles,8
Palpa,Lumbini,Hill,Western,2067/68,2010/11,Diptheria,1
Palpa,Lumbini,Hill,Western,2067/68,2010/11,Whooping cough,8
Palpa,Lumbini,Hill,Western,2067/68,2010/11,Neonatal Tetanus,0
Palpa,Lumbini,Hill,Western,2067/68,2010/11,Tetanus,2
Palpa,Lumbini,Hill,Western,2067/68,2010/11,Tuberculosis,1358
Palpa,Lumbini,Hill,Western,2067/68,2010/11,Acute Flacid Paralysis,3
Palpa,Lumbini,Hill,Western,2067/68,2010/11,Rubella,41
Palpa,Lumbini,Hill,Western,2067/68,2010/11,Mumps,500
Palpa,Lumbini,Hill,Western,2067/68,2010/11,Chicken pox,186
Palpa,Lumbini,Hill,Western,2067/68,2010/11,Hepatatis-B,105
Nawalparasi,Lumbini,Terai,Western,2067/68,2010/11,Measles,22
Nawalparasi,Lumbini,Terai,Western,2067/68,2010/11,Diptheria,0
Nawalparasi,Lumbini,Terai,Western,2067/68,2010/11,Whooping cough,0
Nawalparasi,Lumbini,Terai,Western,2067/68,2010/11,Neonatal Tetanus,0
Nawalparasi,Lumbini,Terai,Western,2067/68,2010/11,Tetanus,21
Nawalparasi,Lumbini,Terai,Western,2067/68,2010/11,Tuberculosis,904
Nawalparasi,Lumbini,Terai,Western,2067/68,2010/11,Acute Flacid Paralysis,6
Nawalparasi,Lumbini,Terai,Western,2067/68,2010/11,Rubella,4
Nawalparasi,Lumbini,Terai,Western,2067/68,2010/11,Mumps,686
Nawalparasi,Lumbini,Terai,Western,2067/68,2010/11,Chicken pox,482
Nawalparasi,Lumbini,Terai,Western,2067/68,2010/11,Hepatatis-B,6
Rupandehi,Lumbini,Terai,Western,2067/68,2010/11,Measles,0
Rupandehi,Lumbini,Terai,Western,2067/68,2010/11,Diptheria,0
Rupandehi,Lumbini,Terai,Western,2067/68,2010/11,Whooping cough,0
Rupandehi,Lumbini,Terai,Western,2067/68,2010/11,Neonatal Tetanus,0
Rupandehi,Lumbini,Terai,Western,2067/68,2010/11,Tetanus,0
Rupandehi,Lumbini,Terai,Western,2067/68,2010/11,Tuberculosis,0
Rupandehi,Lumbini,Terai,Western,2067/68,2010/11,Acute Flacid Paralysis,0
Rupandehi,Lumbini,Terai,Western,2067/68,2010/11,Rubella,0
Rupandehi,Lumbini,Terai,Western,2067/68,2010/11,Mumps,0
Rupandehi,Lumbini,Terai,Western,2067/68,2010/11,Chicken pox,0
Rupandehi,Lumbini,Terai,Western,2067/68,2010/11,Hepatatis-B,0
Kapilbastu,Lumbini,Terai,Western,2067/68,2010/11,Measles,13
Kapilbastu,Lumbini,Terai,Western,2067/68,2010/11,Diptheria,7
Kapilbastu,Lumbini,Terai,Western,2067/68,2010/11,Whooping cough,107
Kapilbastu,Lumbini,Terai,Western,2067/68,2010/11,Neonatal Tetanus,0
Kapilbastu,Lumbini,Terai,Western,2067/68,2010/11,Tetanus,0
Kapilbastu,Lumbini,Terai,Western,2067/68,2010/11,Tuberculosis,50
Kapilbastu,Lumbini,Terai,Western,2067/68,2010/11,Acute Flacid Paralysis,13
Kapilbastu,Lumbini,Terai,Western,2067/68,2010/11,Rubella,0
Kapilbastu,Lumbini,Terai,Western,2067/68,2010/11,Mumps,684
Kapilbastu,Lumbini,Terai,Western,2067/68,2010/11,Chicken pox,72
Kapilbastu,Lumbini,Terai,Western,2067/68,2010/11,Hepatatis-B,0
Arghakhanchi,Lumbini,Hill,Western,2067/68,2010/11,Measles,2
Arghakhanchi,Lumbini,Hill,Western,2067/68,2010/11,Diptheria,0
Arghakhanchi,Lumbini,Hill,Western,2067/68,2010/11,Whooping cough,7
Arghakhanchi,Lumbini,Hill,Western,2067/68,2010/11,Neonatal Tetanus,0
Arghakhanchi,Lumbini,Hill,Western,2067/68,2010/11,Tetanus,0
Arghakhanchi,Lumbini,Hill,Western,2067/68,2010/11,Tuberculosis,95
Arghakhanchi,Lumbini,Hill,Western,2067/68,2010/11,Acute Flacid Paralysis,2
Arghakhanchi,Lumbini,Hill,Western,2067/68,2010/11,Rubella,14
Arghakhanchi,Lumbini,Hill,Western,2067/68,2010/11,Mumps,613
Arghakhanchi,Lumbini,Hill,Western,2067/68,2010/11,Chicken pox,74
Arghakhanchi,Lumbini,Hill,Western,2067/68,2010/11,Hepatatis-B,42
Pyuthan,Rapti,Hill,Mid-Western,2067/68,2010/11,Measles,17
Pyuthan,Rapti,Hill,Mid-Western,2067/68,2010/11,Diptheria,0
Pyuthan,Rapti,Hill,Mid-Western,2067/68,2010/11,Whooping cough,5
Pyuthan,Rapti,Hill,Mid-Western,2067/68,2010/11,Neonatal Tetanus,0
Pyuthan,Rapti,Hill,Mid-Western,2067/68,2010/11,Tetanus,1
Pyuthan,Rapti,Hill,Mid-Western,2067/68,2010/11,Tuberculosis,215
Pyuthan,Rapti,Hill,Mid-Western,2067/68,2010/11,Acute Flacid Paralysis,1
Pyuthan,Rapti,Hill,Mid-Western,2067/68,2010/11,Rubella,0
Pyuthan,Rapti,Hill,Mid-Western,2067/68,2010/11,Mumps,310
Pyuthan,Rapti,Hill,Mid-Western,2067/68,2010/11,Chicken pox,134
Pyuthan,Rapti,Hill,Mid-Western,2067/68,2010/11,Hepatatis-B,1
Rolpa,Rapti,Hill,Mid-Western,2067/68,2010/11,Measles,14
Rolpa,Rapti,Hill,Mid-Western,2067/68,2010/11,Diptheria,2
Rolpa,Rapti,Hill,Mid-Western,2067/68,2010/11,Whooping cough,1
Rolpa,Rapti,Hill,Mid-Western,2067/68,2010/11,Neonatal Tetanus,0
Rolpa,Rapti,Hill,Mid-Western,2067/68,2010/11,Tetanus,2
Rolpa,Rapti,Hill,Mid-Western,2067/68,2010/11,Tuberculosis,177
Rolpa,Rapti,Hill,Mid-Western,2067/68,2010/11,Acute Flacid Paralysis,1
Rolpa,Rapti,Hill,Mid-Western,2067/68,2010/11,Rubella,25
Rolpa,Rapti,Hill,Mid-Western,2067/68,2010/11,Mumps,512
Rolpa,Rapti,Hill,Mid-Western,2067/68,2010/11,Chicken pox,378
Rolpa,Rapti,Hill,Mid-Western,2067/68,2010/11,Hepatatis-B,0
Rukum,Rapti,Hill,Mid-Western,2067/68,2010/11,Measles,0
Rukum,Rapti,Hill,Mid-Western,2067/68,2010/11,Diptheria,0
Rukum,Rapti,Hill,Mid-Western,2067/68,2010/11,Whooping cough,0
Rukum,Rapti,Hill,Mid-Western,2067/68,2010/11,Neonatal Tetanus,0
Rukum,Rapti,Hill,Mid-Western,2067/68,2010/11,Tetanus,0
Rukum,Rapti,Hill,Mid-Western,2067/68,2010/11,Tuberculosis,211
Rukum,Rapti,Hill,Mid-Western,2067/68,2010/11,Acute Flacid Paralysis,1
Rukum,Rapti,Hill,Mid-Western,2067/68,2010/11,Rubella,0
Rukum,Rapti,Hill,Mid-Western,2067/68,2010/11,Mumps,103
Rukum,Rapti,Hill,Mid-Western,2067/68,2010/11,Chicken pox,164
Rukum,Rapti,Hill,Mid-Western,2067/68,2010/11,Hepatatis-B,16
Salyan,Rapti,Hill,Mid-Western,2067/68,2010/11,Measles,49
Salyan,Rapti,Hill,Mid-Western,2067/68,2010/11,Diptheria,0
Salyan,Rapti,Hill,Mid-Western,2067/68,2010/11,Whooping cough,0
Salyan,Rapti,Hill,Mid-Western,2067/68,2010/11,Neonatal Tetanus,0
Salyan,Rapti,Hill,Mid-Western,2067/68,2010/11,Tetanus,0
Salyan,Rapti,Hill,Mid-Western,2067/68,2010/11,Tuberculosis,47
Salyan,Rapti,Hill,Mid-Western,2067/68,2010/11,Acute Flacid Paralysis,0
Salyan,Rapti,Hill,Mid-Western,2067/68,2010/11,Rubella,44
Salyan,Rapti,Hill,Mid-Western,2067/68,2010/11,Mumps,520
Salyan,Rapti,Hill,Mid-Western,2067/68,2010/11,Chicken pox,157
Salyan,Rapti,Hill,Mid-Western,2067/68,2010/11,Hepatatis-B,0
Dang,Rapti,Terai,Mid-Western,2067/68,2010/11,Measles,32
Dang,Rapti,Terai,Mid-Western,2067/68,2010/11,Diptheria,0
Dang,Rapti,Terai,Mid-Western,2067/68,2010/11,Whooping cough,2
Dang,Rapti,Terai,Mid-Western,2067/68,2010/11,Neonatal Tetanus,0
Dang,Rapti,Terai,Mid-Western,2067/68,2010/11,Tetanus,0
Dang,Rapti,Terai,Mid-Western,2067/68,2010/11,Tuberculosis,943
Dang,Rapti,Terai,Mid-Western,2067/68,2010/11,Acute Flacid Paralysis,0
Dang,Rapti,Terai,Mid-Western,2067/68,2010/11,Rubella,5
Dang,Rapti,Terai,Mid-Western,2067/68,2010/11,Mumps,1533
Dang,Rapti,Terai,Mid-Western,2067/68,2010/11,Chicken pox,496
Dang,Rapti,Terai,Mid-Western,2067/68,2010/11,Hepatatis-B,0
Banke,Bheri,Terai,Mid-Western,2067/68,2010/11,Measles,35
Banke,Bheri,Terai,Mid-Western,2067/68,2010/11,Diptheria,4
Banke,Bheri,Terai,Mid-Western,2067/68,2010/11,Whooping cough,27
Banke,Bheri,Terai,Mid-Western,2067/68,2010/11,Neonatal Tetanus,0
Banke,Bheri,Terai,Mid-Western,2067/68,2010/11,Tetanus,2
Banke,Bheri,Terai,Mid-Western,2067/68,2010/11,Tuberculosis,254
Banke,Bheri,Terai,Mid-Western,2067/68,2010/11,Acute Flacid Paralysis,7
Banke,Bheri,Terai,Mid-Western,2067/68,2010/11,Rubella,6
Banke,Bheri,Terai,Mid-Western,2067/68,2010/11,Mumps,290
Banke,Bheri,Terai,Mid-Western,2067/68,2010/11,Chicken pox,114
Banke,Bheri,Terai,Mid-Western,2067/68,2010/11,Hepatatis-B,0
Bardiya,Bheri,Terai,Mid-Western,2067/68,2010/11,Measles,65
Bardiya,Bheri,Terai,Mid-Western,2067/68,2010/11,Diptheria,0
Bardiya,Bheri,Terai,Mid-Western,2067/68,2010/11,Whooping cough,1
Bardiya,Bheri,Terai,Mid-Western,2067/68,2010/11,Neonatal Tetanus,0
Bardiya,Bheri,Terai,Mid-Western,2067/68,2010/11,Tetanus,0
Bardiya,Bheri,Terai,Mid-Western,2067/68,2010/11,Tuberculosis,503
Bardiya,Bheri,Terai,Mid-Western,2067/68,2010/11,Acute Flacid Paralysis,3
Bardiya,Bheri,Terai,Mid-Western,2067/68,2010/11,Rubella,61
Bardiya,Bheri,Terai,Mid-Western,2067/68,2010/11,Mumps,1083
Bardiya,Bheri,Terai,Mid-Western,2067/68,2010/11,Chicken pox,359
Bardiya,Bheri,Terai,Mid-Western,2067/68,2010/11,Hepatatis-B,0
Surkhet,Bheri,Hill,Mid-Western,2067/68,2010/11,Measles,8
Surkhet,Bheri,Hill,Mid-Western,2067/68,2010/11,Diptheria,0
Surkhet,Bheri,Hill,Mid-Western,2067/68,2010/11,Whooping cough,3
Surkhet,Bheri,Hill,Mid-Western,2067/68,2010/11,Neonatal Tetanus,0
