District,Year,Antigens,Number of children
Rasuwa,2069/70,TT 2+,334
Dhading,2069/70,BCG,7075
Dhading,2069/70,DPT-Hep B1,7707
Dhading,2069/70,DPT-Hep B2,7734
Dhading,2069/70,DPT-Hep B3,7644
Dhading,2069/70,Polio 1,7704
Dhading,2069/70,Polio 2,7724
Dhading,2069/70,Polio 3,7638
Dhading,2069/70,"Measles 9-11
months",7373
Dhading,2069/70,"Measles 12-23
months",49
Dhading,2069/70,"Japnese
Encephalitis",3552
Dhading,2069/70,TT 1,1453
Dhading,2069/70,TT 2,3904
Dhading,2069/70,TT 2+,4394
Makawanpur,2069/70,BCG,8221
Makawanpur,2069/70,DPT-Hep B1,8466
Makawanpur,2069/70,DPT-Hep B2,8325
Makawanpur,2069/70,DPT-Hep B3,8127
Makawanpur,2069/70,Polio 1,8451
Makawanpur,2069/70,Polio 2,8266
Makawanpur,2069/70,Polio 3,8192
Makawanpur,2069/70,"Measles 9-11
months",7345
Makawanpur,2069/70,"Measles 12-23
months",274
Makawanpur,2069/70,"Japnese
Encephalitis",6309
Makawanpur,2069/70,TT 1,4141
Makawanpur,2069/70,TT 2,3460
Makawanpur,2069/70,TT 2+,2229
Rautahat,2069/70,BCG,26960
Rautahat,2069/70,DPT-Hep B1,33017
Rautahat,2069/70,DPT-Hep B2,24886
Rautahat,2069/70,DPT-Hep B3,23213
Rautahat,2069/70,Polio 1,26849
Rautahat,2069/70,Polio 2,24811
Rautahat,2069/70,Polio 3,23257
Rautahat,2069/70,"Measles 9-11
months",20907
Rautahat,2069/70,"Measles 12-23
months",1076
Rautahat,2069/70,"Japnese
Encephalitis",12153
Rautahat,2069/70,TT 1,22565
Rautahat,2069/70,TT 2,11989
Rautahat,2069/70,TT 2+,11562
Bara,2069/70,BCG,16068
Bara,2069/70,DPT-Hep B1,16719
Bara,2069/70,DPT-Hep B2,16723
Bara,2069/70,DPT-Hep B3,16319
Bara,2069/70,Polio 1,16751
Bara,2069/70,Polio 2,16736
Bara,2069/70,Polio 3,16265
Bara,2069/70,"Measles 9-11
months",14309
Bara,2069/70,"Measles 12-23
months",364
Bara,2069/70,"Japnese
Encephalitis",10839
Bara,2069/70,TT 1,7352
Bara,2069/70,TT 2,6276
Bara,2069/70,TT 2+,8217
Parsa,2069/70,BCG,13812
Parsa,2069/70,DPT-Hep B1,0
Parsa,2069/70,DPT-Hep B2,0
Parsa,2069/70,DPT-Hep B3,13564
Parsa,2069/70,Polio 1,0
Parsa,2069/70,Polio 2,0
Parsa,2069/70,Polio 3,13652
Parsa,2069/70,"Measles 9-11
months",11710
Parsa,2069/70,"Measles 12-23
months",0
Parsa,2069/70,"Japnese
Encephalitis",9854
Parsa,2069/70,TT 1,0
Parsa,2069/70,TT 2,8387
Parsa,2069/70,TT 2+,7314
Chitwan,2069/70,BCG,12732
Chitwan,2069/70,DPT-Hep B1,10967
Chitwan,2069/70,DPT-Hep B2,10838
Chitwan,2069/70,DPT-Hep B3,11078
Chitwan,2069/70,Polio 1,10967
Chitwan,2069/70,Polio 2,10838
Chitwan,2069/70,Polio 3,11078
Chitwan,2069/70,"Measles 9-11
months",10861
Chitwan,2069/70,"Measles 12-23
months",74
Chitwan,2069/70,"Japnese
Encephalitis",9197
Chitwan,2069/70,TT 1,6300
Chitwan,2069/70,TT 2,5946
Chitwan,2069/70,TT 2+,2320
Gorkha,2069/70,BCG,4865
Gorkha,2069/70,DPT-Hep B1,5168
Gorkha,2069/70,DPT-Hep B2,5117
Gorkha,2069/70,DPT-Hep B3,4969
Gorkha,2069/70,Polio 1,5168
Gorkha,2069/70,Polio 2,5117
Gorkha,2069/70,Polio 3,4969
Gorkha,2069/70,"Measles 9-11
months",4990
Gorkha,2069/70,"Measles 12-23
months",74
Gorkha,2069/70,"Japnese
Encephalitis",0
Gorkha,2069/70,TT 1,2753
Gorkha,2069/70,TT 2,3268
Gorkha,2069/70,TT 2+,1388
Lamjung,2069/70,BCG,3781
Lamjung,2069/70,DPT-Hep B1,3675
Lamjung,2069/70,DPT-Hep B2,3746
Lamjung,2069/70,DPT-Hep B3,3768
Lamjung,2069/70,Polio 1,3675
Lamjung,2069/70,Polio 2,3746
Lamjung,2069/70,Polio 3,3768
Lamjung,2069/70,"Measles 9-11
months",3656
Lamjung,2069/70,"Measles 12-23
months",14
Lamjung,2069/70,"Japnese
Encephalitis",0
Lamjung,2069/70,TT 1,2340
Lamjung,2069/70,TT 2,2780
Lamjung,2069/70,TT 2+,694
Tanahu,2069/70,BCG,6315
Tanahu,2069/70,DPT-Hep B1,6944
Tanahu,2069/70,DPT-Hep B2,6903
Tanahu,2069/70,DPT-Hep B3,6835
Tanahu,2069/70,Polio 1,6944
Tanahu,2069/70,Polio 2,6903
Tanahu,2069/70,Polio 3,6835
Tanahu,2069/70,"Measles 9-11
months",6441
Tanahu,2069/70,"Measles 12-23
months",71
Tanahu,2069/70,"Japnese
Encephalitis",0
Tanahu,2069/70,TT 1,3139
Tanahu,2069/70,TT 2,3822
Tanahu,2069/70,TT 2+,1607
Syangja,2069/70,BCG,5682
Syangja,2069/70,DPT-Hep B1,6656
Syangja,2069/70,DPT-Hep B2,6689
Syangja,2069/70,DPT-Hep B3,6589
Syangja,2069/70,Polio 1,6650
Syangja,2069/70,Polio 2,6682
Syangja,2069/70,Polio 3,6585
Syangja,2069/70,"Measles 9-11
months",6289
Syangja,2069/70,"Measles 12-23
months",51
Syangja,2069/70,"Japnese
Encephalitis",0
Syangja,2069/70,TT 1,391
Syangja,2069/70,TT 2,3730
Syangja,2069/70,TT 2+,4046
Kaski,2069/70,BCG,13820
Kaski,2069/70,DPT-Hep B1,10052
Kaski,2069/70,DPT-Hep B2,10247
Kaski,2069/70,DPT-Hep B3,10638
Kaski,2069/70,Polio 1,10071
Kaski,2069/70,Polio 2,10247
Kaski,2069/70,Polio 3,10637
Kaski,2069/70,"Measles 9-11
months",8969
Kaski,2069/70,"Measles 12-23
months",210
Kaski,2069/70,"Japnese
Encephalitis",6871
Kaski,2069/70,TT 1,4558
Kaski,2069/70,TT 2,5694
Kaski,2069/70,TT 2+,4667
Manang,2069/70,BCG,45
Manang,2069/70,DPT-Hep B1,61
Manang,2069/70,DPT-Hep B2,63
Manang,2069/70,DPT-Hep B3,60
Manang,2069/70,Polio 1,61
Manang,2069/70,Polio 2,63
Manang,2069/70,Polio 3,60
Manang,2069/70,"Measles 9-11
months",45
Manang,2069/70,"Measles 12-23
months",0
Manang,2069/70,"Japnese
Encephalitis",0
Manang,2069/70,TT 1,26
Manang,2069/70,TT 2,42
Manang,2069/70,TT 2+,14
Mustang,2069/70,BCG,141
Mustang,2069/70,DPT-Hep B1,200
Mustang,2069/70,DPT-Hep B2,217
Mustang,2069/70,DPT-Hep B3,199
Mustang,2069/70,Polio 1,198
Mustang,2069/70,Polio 2,218
Mustang,2069/70,Polio 3,200
Mustang,2069/70,"Measles 9-11
months",168
Mustang,2069/70,"Measles 12-23
months",6
Mustang,2069/70,"Japnese
Encephalitis",0
Mustang,2069/70,TT 1,78
Mustang,2069/70,TT 2,157
Mustang,2069/70,TT 2+,67
Myagdi,2069/70,BCG,2296
Myagdi,2069/70,DPT-Hep B1,2418
Myagdi,2069/70,DPT-Hep B2,2407
Myagdi,2069/70,DPT-Hep B3,2395
Myagdi,2069/70,Polio 1,2418
Myagdi,2069/70,Polio 2,2407
Myagdi,2069/70,Polio 3,2395
Myagdi,2069/70,"Measles 9-11
months",2291
Myagdi,2069/70,"Measles 12-23
months",36
Myagdi,2069/70,"Japnese
Encephalitis",0
Myagdi,2069/70,TT 1,1211
Myagdi,2069/70,TT 2,1236
Myagdi,2069/70,TT 2+,941
Parbat,2069/70,BCG,2701
Parbat,2069/70,DPT-Hep B1,2973
Parbat,2069/70,DPT-Hep B2,2956
Parbat,2069/70,DPT-Hep B3,2949
Parbat,2069/70,Polio 1,2973
Parbat,2069/70,Polio 2,2956
Parbat,2069/70,Polio 3,2949
Parbat,2069/70,"Measles 9-11
months",2793
Parbat,2069/70,"Measles 12-23
months",33
Parbat,2069/70,"Japnese
Encephalitis",0
Parbat,2069/70,TT 1,562
Parbat,2069/70,TT 2,1403
Parbat,2069/70,TT 2+,1662
Baglung,2069/70,BCG,5774
Baglung,2069/70,DPT-Hep B1,5903
Baglung,2069/70,DPT-Hep B2,5826
Baglung,2069/70,DPT-Hep B3,5915
Baglung,2069/70,Polio 1,5903
Baglung,2069/70,Polio 2,5826
Baglung,2069/70,Polio 3,5915
Baglung,2069/70,"Measles 9-11
months",5740
Baglung,2069/70,"Measles 12-23
months",106
Baglung,2069/70,"Japnese
Encephalitis",0
Baglung,2069/70,TT 1,3216
Baglung,2069/70,TT 2,3587
Baglung,2069/70,TT 2+,1482
Gulmi,2069/70,BCG,6524
Gulmi,2069/70,DPT-Hep B1,6594
Gulmi,2069/70,DPT-Hep B2,6514
Gulmi,2069/70,DPT-Hep B3,6603
Gulmi,2069/70,Polio 1,6569
Gulmi,2069/70,Polio 2,6510
Gulmi,2069/70,Polio 3,6607
Gulmi,2069/70,"Measles 9-11
months",6316
Gulmi,2069/70,"Measles 12-23
months",268
Gulmi,2069/70,"Japnese
Encephalitis",0
Gulmi,2069/70,TT 1,715
Gulmi,2069/70,TT 2,3492
Gulmi,2069/70,TT 2+,4147
Palpa,2069/70,BCG,5941
Palpa,2069/70,DPT-Hep B1,5251
Palpa,2069/70,DPT-Hep B2,5214
Palpa,2069/70,DPT-Hep B3,5297
Palpa,2069/70,Polio 1,5251
Palpa,2069/70,Polio 2,5214
Palpa,2069/70,Polio 3,5297
Palpa,2069/70,"Measles 9-11
months",5108
Palpa,2069/70,"Measles 12-23
months",71
Palpa,2069/70,"Japnese
Encephalitis",4839
Palpa,2069/70,TT 1,410
Palpa,2069/70,TT 2,550
Palpa,2069/70,TT 2+,4295
Nawalparasi,2069/70,BCG,12235
Nawalparasi,2069/70,DPT-Hep B1,13028
Nawalparasi,2069/70,DPT-Hep B2,13133
Nawalparasi,2069/70,DPT-Hep B3,13173
Nawalparasi,2069/70,Polio 1,13014
Nawalparasi,2069/70,Polio 2,13115
Nawalparasi,2069/70,Polio 3,13157
Nawalparasi,2069/70,"Measles 9-11
months",12913
Nawalparasi,2069/70,"Measles 12-23
months",87
Nawalparasi,2069/70,"Japnese
Encephalitis",11528
Nawalparasi,2069/70,TT 1,5415
Nawalparasi,2069/70,TT 2,6290
Nawalparasi,2069/70,TT 2+,5453
Rupandehi,2069/70,BCG,24350
Rupandehi,2069/70,DPT-Hep B1,20842
Rupandehi,2069/70,DPT-Hep B2,20771
Rupandehi,2069/70,DPT-Hep B3,21279
Rupandehi,2069/70,Polio 1,20842
Rupandehi,2069/70,Polio 2,20771
Rupandehi,2069/70,Polio 3,21279
Rupandehi,2069/70,"Measles 9-11
months",21020
Rupandehi,2069/70,"Measles 12-23
months",0
Rupandehi,2069/70,"Japnese
Encephalitis",19268
Rupandehi,2069/70,TT 1,11669
Rupandehi,2069/70,TT 2,11794
Rupandehi,2069/70,TT 2+,17139
Kapilvastu,2069/70,BCG,13609
Kapilvastu,2069/70,DPT-Hep B1,13301
Kapilvastu,2069/70,DPT-Hep B2,12988
Kapilvastu,2069/70,DPT-Hep B3,12752
Kapilvastu,2069/70,Polio 1,13296
Kapilvastu,2069/70,Polio 2,13026
Kapilvastu,2069/70,Polio 3,12720
Kapilvastu,2069/70,"Measles 9-11
months",11512
Kapilvastu,2069/70,"Measles 12-23
months",330
Kapilvastu,2069/70,"Japnese
Encephalitis",9787
Kapilvastu,2069/70,TT 1,4034
Kapilvastu,2069/70,TT 2,7172
Kapilvastu,2069/70,TT 2+,12704
Arghakhanchi,2069/70,BCG,4294
Arghakhanchi,2069/70,DPT-Hep B1,4500
Arghakhanchi,2069/70,DPT-Hep B2,4425
Arghakhanchi,2069/70,DPT-Hep B3,4298
Arghakhanchi,2069/70,Polio 1,4487
Arghakhanchi,2069/70,Polio 2,4396
Arghakhanchi,2069/70,Polio 3,4274
Arghakhanchi,2069/70,"Measles 9-11
months",3940
Arghakhanchi,2069/70,"Measles 12-23
months",15
Arghakhanchi,2069/70,"Japnese
Encephalitis",0
Arghakhanchi,2069/70,TT 1,1119
Arghakhanchi,2069/70,TT 2,2558
Arghakhanchi,2069/70,TT 2+,1832
Pyuthan,2069/70,BCG,6252
Pyuthan,2069/70,DPT-Hep B1,6260
Pyuthan,2069/70,DPT-Hep B2,6152
Pyuthan,2069/70,DPT-Hep B3,6123
Pyuthan,2069/70,Polio 1,6260
Pyuthan,2069/70,Polio 2,6152
Pyuthan,2069/70,Polio 3,6123
Pyuthan,2069/70,"Measles 9-11
months",6013
Pyuthan,2069/70,"Measles 12-23
months",23
Pyuthan,2069/70,"Japnese
Encephalitis",0
Pyuthan,2069/70,TT 1,2021
Pyuthan,2069/70,TT 2,2283
Pyuthan,2069/70,TT 2+,2466
Rolpa,2069/70,BCG,5461
Rolpa,2069/70,DPT-Hep B1,5457
Rolpa,2069/70,DPT-Hep B2,5472
Rolpa,2069/70,DPT-Hep B3,5455
Rolpa,2069/70,Polio 1,5437
Rolpa,2069/70,Polio 2,5460
Rolpa,2069/70,Polio 3,5455
Rolpa,2069/70,"Measles 9-11
months",5272
Rolpa,2069/70,"Measles 12-23
months",80
Rolpa,2069/70,"Japnese
Encephalitis",0
Rolpa,2069/70,TT 1,1483
Rolpa,2069/70,TT 2,2125
Rolpa,2069/70,TT 2+,2092
Rukum,2069/70,BCG,5312
Rukum,2069/70,DPT-Hep B1,5370
Rukum,2069/70,DPT-Hep B2,5323
Rukum,2069/70,DPT-Hep B3,5114
Rukum,2069/70,Polio 1,5370
Rukum,2069/70,Polio 2,5323
Rukum,2069/70,Polio 3,5114
Rukum,2069/70,"Measles 9-11
months",4633
Rukum,2069/70,"Measles 12-23
months",156
Rukum,2069/70,"Japnese
Encephalitis",0
Rukum,2069/70,TT 1,2633
Rukum,2069/70,TT 2,2587
Rukum,2069/70,TT 2+,1805
Salyan,2069/70,BCG,5449
Salyan,2069/70,DPT-Hep B1,5478
Salyan,2069/70,DPT-Hep B2,5459
Salyan,2069/70,DPT-Hep B3,5423
Salyan,2069/70,Polio 1,5478
Salyan,2069/70,Polio 2,5459
Salyan,2069/70,Polio 3,5423
Salyan,2069/70,"Measles 9-11
months",5479
Salyan,2069/70,"Measles 12-23
months",53
Salyan,2069/70,"Japnese
Encephalitis",0
Salyan,2069/70,TT 1,2022
Salyan,2069/70,TT 2,2357
Salyan,2069/70,TT 2+,2041
Dang,2069/70,BCG,13049
Dang,2069/70,DPT-Hep B1,12953
Dang,2069/70,DPT-Hep B2,12930
Dang,2069/70,DPT-Hep B3,12903
Dang,2069/70,Polio 1,12953
Dang,2069/70,Polio 2,12930
Dang,2069/70,Polio 3,12903
Dang,2069/70,"Measles 9-11
months",12249
Dang,2069/70,"Measles 12-23
months",58
Dang,2069/70,"Japnese
Encephalitis",9633
Dang,2069/70,TT 1,4225
Dang,2069/70,TT 2,6659
Dang,2069/70,TT 2+,5471
Banke,2069/70,BCG,12180
Banke,2069/70,DPT-Hep B1,11183
Banke,2069/70,DPT-Hep B2,10957
Banke,2069/70,DPT-Hep B3,10934
Banke,2069/70,Polio 1,11183
Banke,2069/70,Polio 2,10957
Banke,2069/70,Polio 3,10934
Banke,2069/70,"Measles 9-11
months",10269
Banke,2069/70,"Measles 12-23
months",268
Banke,2069/70,"Japnese
Encephalitis",9233
Banke,2069/70,TT 1,6251
Banke,2069/70,TT 2,5264
Banke,2069/70,TT 2+,5499
Bardiya,2069/70,BCG,8025
Bardiya,2069/70,DPT-Hep B1,8188
Bardiya,2069/70,DPT-Hep B2,8201
Bardiya,2069/70,DPT-Hep B3,8150
Bardiya,2069/70,Polio 1,8187
Bardiya,2069/70,Polio 2,8201
Bardiya,2069/70,Polio 3,8150
Bardiya,2069/70,"Measles 9-11
months",8100
Bardiya,2069/70,"Measles 12-23
months",24
Bardiya,2069/70,"Japnese
Encephalitis",7562
Bardiya,2069/70,TT 1,5423
Bardiya,2069/70,TT 2,4938
Bardiya,2069/70,TT 2+,4101
Surkhet,2069/70,BCG,8465
Surkhet,2069/70,DPT-Hep B1,8210
Surkhet,2069/70,DPT-Hep B2,8171
Surkhet,2069/70,DPT-Hep B3,8066
Surkhet,2069/70,Polio 1,8210
Surkhet,2069/70,Polio 2,8172
Surkhet,2069/70,Polio 3,8066
Surkhet,2069/70,"Measles 9-11
months",8023
Surkhet,2069/70,"Measles 12-23
months",25
Surkhet,2069/70,"Japnese
Encephalitis",6891
Surkhet,2069/70,TT 1,2851
Surkhet,2069/70,TT 2,3689
Surkhet,2069/70,TT 2+,3588
Dailekh,2069/70,BCG,6747
Dailekh,2069/70,DPT-Hep B1,6802
Dailekh,2069/70,DPT-Hep B2,6759
Dailekh,2069/70,DPT-Hep B3,6493
Dailekh,2069/70,Polio 1,6802
Dailekh,2069/70,Polio 2,6759
Dailekh,2069/70,Polio 3,6493
Dailekh,2069/70,"Measles 9-11
months",5982
Dailekh,2069/70,"Measles 12-23
months",42
Dailekh,2069/70,"Japnese
Encephalitis",0
Dailekh,2069/70,TT 1,2309
Dailekh,2069/70,TT 2,2099
Dailekh,2069/70,TT 2+,3031
Jajarkot,2069/70,BCG,4666
Jajarkot,2069/70,DPT-Hep B1,4732
Jajarkot,2069/70,DPT-Hep B2,4464
Jajarkot,2069/70,DPT-Hep B3,4469
Jajarkot,2069/70,Polio 1,4732
Jajarkot,2069/70,Polio 2,4464
Jajarkot,2069/70,Polio 3,4469
Jajarkot,2069/70,"Measles 9-11
months",4377
Jajarkot,2069/70,"Measles 12-23
months",138
Jajarkot,2069/70,"Japnese
Encephalitis",0
Jajarkot,2069/70,TT 1,2822
Jajarkot,2069/70,TT 2,2293
Jajarkot,2069/70,TT 2+,1049
Dolpa,2069/70,BCG,836
Dolpa,2069/70,DPT-Hep B1,899
Dolpa,2069/70,DPT-Hep B2,807
Dolpa,2069/70,DPT-Hep B3,808
Dolpa,2069/70,Polio 1,897
Dolpa,2069/70,Polio 2,807
Dolpa,2069/70,Polio 3,809
Dolpa,2069/70,"Measles 9-11
months",756
Dolpa,2069/70,"Measles 12-23
months",53
Dolpa,2069/70,"Japnese
Encephalitis",0
Dolpa,2069/70,TT 1,652
Dolpa,2069/70,TT 2,382
Dolpa,2069/70,TT 2+,141
Jumla,2069/70,BCG,2747
Jumla,2069/70,DPT-Hep B1,2754
Jumla,2069/70,DPT-Hep B2,2681
Jumla,2069/70,DPT-Hep B3,2567
Jumla,2069/70,Polio 1,2749
Jumla,2069/70,Polio 2,2679
Jumla,2069/70,Polio 3,2579
Jumla,2069/70,"Measles 9-11
months",2343
Jumla,2069/70,"Measles 12-23
months",111
Jumla,2069/70,"Japnese
Encephalitis",0
Jumla,2069/70,TT 1,1288
Jumla,2069/70,TT 2,964
Jumla,2069/70,TT 2+,1161
Kalikot,2069/70,BCG,3470
Kalikot,2069/70,DPT-Hep B1,3501
Kalikot,2069/70,DPT-Hep B2,3295
Kalikot,2069/70,DPT-Hep B3,3071
Kalikot,2069/70,Polio 1,3442
Kalikot,2069/70,Polio 2,3289
Kalikot,2069/70,Polio 3,3055
Kalikot,2069/70,"Measles 9-11
months",2832
Kalikot,2069/70,"Measles 12-23
months",209
Kalikot,2069/70,"Japnese
Encephalitis",0
Kalikot,2069/70,TT 1,2422
Kalikot,2069/70,TT 2,1511
Kalikot,2069/70,TT 2+,123
Mugu,2069/70,BCG,1389
Mugu,2069/70,DPT-Hep B1,1261
Mugu,2069/70,DPT-Hep B2,1316
Mugu,2069/70,DPT-Hep B3,1300
Mugu,2069/70,Polio 1,1157
Mugu,2069/70,Polio 2,1238
Mugu,2069/70,Polio 3,1182
Mugu,2069/70,"Measles 9-11
months",1275
Mugu,2069/70,"Measles 12-23
months",427
Mugu,2069/70,"Japnese
Encephalitis",0
Mugu,2069/70,TT 1,841
Mugu,2069/70,TT 2,606
Mugu,2069/70,TT 2+,297
Humla,2069/70,BCG,1480
Humla,2069/70,DPT-Hep B1,1471
Humla,2069/70,DPT-Hep B2,1456
Humla,2069/70,DPT-Hep B3,1434
Humla,2069/70,Polio 1,1471
Humla,2069/70,Polio 2,1456
Humla,2069/70,Polio 3,1434
Humla,2069/70,"Measles 9-11
months",1386
Humla,2069/70,"Measles 12-23
months",247
Humla,2069/70,"Japnese
Encephalitis",0
Humla,2069/70,TT 1,1147
Humla,2069/70,TT 2,928
Humla,2069/70,TT 2+,179
Bajura,2069/70,BCG,3477
Bajura,2069/70,DPT-Hep B1,3477
Bajura,2069/70,DPT-Hep B2,3408
Bajura,2069/70,DPT-Hep B3,3381
Bajura,2069/70,Polio 1,3388
Bajura,2069/70,Polio 2,3506
Bajura,2069/70,Polio 3,3315
Bajura,2069/70,"Measles 9-11
months",3375
Bajura,2069/70,"Measles 12-23
months",162
Bajura,2069/70,"Japnese
Encephalitis",0
Bajura,2069/70,TT 1,1150
Bajura,2069/70,TT 2,1185
Bajura,2069/70,TT 2+,1142
Bajhang,2069/70,BCG,5122
Bajhang,2069/70,DPT-Hep B1,4968
Bajhang,2069/70,DPT-Hep B2,4910
Bajhang,2069/70,DPT-Hep B3,4728
Bajhang,2069/70,Polio 1,4956
Bajhang,2069/70,Polio 2,4900
Bajhang,2069/70,Polio 3,4727
Bajhang,2069/70,"Measles 9-11
months",4627
Bajhang,2069/70,"Measles 12-23
months",122
Bajhang,2069/70,"Japnese
Encephalitis",0
Bajhang,2069/70,TT 1,3629
Bajhang,2069/70,TT 2,2612
Bajhang,2069/70,TT 2+,948
Achham,2069/70,BCG,7414
Achham,2069/70,DPT-Hep B1,7532
Achham,2069/70,DPT-Hep B2,7450
Achham,2069/70,DPT-Hep B3,7389
Achham,2069/70,Polio 1,7493
Achham,2069/70,Polio 2,7420
Achham,2069/70,Polio 3,7396
Achham,2069/70,"Measles 9-11
months",7193
Achham,2069/70,"Measles 12-23
months",82
Achham,2069/70,"Japnese
Encephalitis",0
Achham,2069/70,TT 1,1629
Achham,2069/70,TT 2,1975
Achham,2069/70,TT 2+,4458
Doti,2069/70,BCG,5753
Doti,2069/70,DPT-Hep B1,5739
Doti,2069/70,DPT-Hep B2,5474
Doti,2069/70,DPT-Hep B3,5185
Doti,2069/70,Polio 1,5739
Doti,2069/70,Polio 2,5474
Doti,2069/70,Polio 3,5185
Doti,2069/70,"Measles 9-11
months",5077
Doti,2069/70,"Measles 12-23
months",291
Doti,2069/70,"Japnese
Encephalitis",0
Doti,2069/70,TT 1,1858
Doti,2069/70,TT 2,1591
Doti,2069/70,TT 2+,2476
Kailali,2069/70,BCG,15683
Kailali,2069/70,DPT-Hep B1,15064
Kailali,2069/70,DPT-Hep B2,15187
Kailali,2069/70,DPT-Hep B3,15312
Kailali,2069/70,Polio 1,15074
Kailali,2069/70,Polio 2,15190
Kailali,2069/70,Polio 3,15312
Kailali,2069/70,"Measles 9-11
months",14921
Kailali,2069/70,"Measles 12-23
months",263
Kailali,2069/70,"Japnese
Encephalitis",12670
Kailali,2069/70,TT 1,6862
Kailali,2069/70,TT 2,6271
Kailali,2069/70,TT 2+,6150
Kanchanpur,2069/70,BCG,9387
Kanchanpur,2069/70,DPT-Hep B1,9334
Kanchanpur,2069/70,DPT-Hep B2,9263
Kanchanpur,2069/70,DPT-Hep B3,9484
Kanchanpur,2069/70,Polio 1,9336
Kanchanpur,2069/70,Polio 2,9261
Kanchanpur,2069/70,Polio 3,9484
Kanchanpur,2069/70,"Measles 9-11
months",9116
Kanchanpur,2069/70,"Measles 12-23
months",256
Kanchanpur,2069/70,"Japnese
Encephalitis",8083
Kanchanpur,2069/70,TT 1,4225
Kanchanpur,2069/70,TT 2,3338
Kanchanpur,2069/70,TT 2+,3935
Dadeldhura,2069/70,BCG,3163
Dadeldhura,2069/70,DPT-Hep B1,3243
Dadeldhura,2069/70,DPT-Hep B2,3162
Dadeldhura,2069/70,DPT-Hep B3,3109
Dadeldhura,2069/70,Polio 1,3208
Dadeldhura,2069/70,Polio 2,3141
Dadeldhura,2069/70,Polio 3,3078
Dadeldhura,2069/70,"Measles 9-11
months",3074
Dadeldhura,2069/70,"Measles 12-23
months",51
Dadeldhura,2069/70,"Japnese
Encephalitis",0
Dadeldhura,2069/70,TT 1,1214
Dadeldhura,2069/70,TT 2,902
Dadeldhura,2069/70,TT 2+,1242
Baitadi,2069/70,BCG,5940
Baitadi,2069/70,DPT-Hep B1,5954
Baitadi,2069/70,DPT-Hep B2,6056
Baitadi,2069/70,DPT-Hep B3,5962
Baitadi,2069/70,Polio 1,5965
Baitadi,2069/70,Polio 2,6072
Baitadi,2069/70,Polio 3,5973
Baitadi,2069/70,"Measles 9-11
months",6038
Baitadi,2069/70,"Measles 12-23
months",196
Baitadi,2069/70,"Japnese
Encephalitis",0
Baitadi,2069/70,TT 1,1633
Baitadi,2069/70,TT 2,1920
Baitadi,2069/70,TT 2+,3326
Darchula,2069/70,BCG,3263
Darchula,2069/70,DPT-Hep B1,3174
Darchula,2069/70,DPT-Hep B2,3153
Darchula,2069/70,DPT-Hep B3,3099
Darchula,2069/70,Polio 1,3160
Darchula,2069/70,Polio 2,3140
Darchula,2069/70,Polio 3,3080
Darchula,2069/70,"Measles 9-11
months",3199
Darchula,2069/70,"Measles 12-23
months",29
Darchula,2069/70,"Japnese
Encephalitis",0
Darchula,2069/70,TT 1,1693
Darchula,2069/70,TT 2,1379
Darchula,2069/70,TT 2+,1417
