Year BS,Year AD,District,zone,belt,region,Gynecological problems,No of people,Zone,Belt,Region
2068/69,2011/12,Humla,Karnali,Mountain,Mid-Western,Breast lumps / Breast Abscess,88,Karnali,Mountain,Mid-Western
2068/69,2011/12,Humla,Karnali,Mountain,Mid-Western,Disfunctional uterine bleeding,113,Karnali,Mountain,Mid-Western
2068/69,2011/12,Humla,Karnali,Mountain,Mid-Western,Leukerrhoea (Veginal discharge syndrom,299,Karnali,Mountain,Mid-Western
2068/69,2011/12,Humla,Karnali,Mountain,Mid-Western,Mastitis (Ingorged breast),44,Karnali,Mountain,Mid-Western
2068/69,2011/12,Humla,Karnali,Mountain,Mid-Western,Menstrual disorder,236,Karnali,Mountain,Mid-Western
2068/69,2011/12,Humla,Karnali,Mountain,Mid-Western,Pelvic Inflamatory Disease (PID),602,Karnali,Mountain,Mid-Western
2068/69,2011/12,Humla,Karnali,Mountain,Mid-Western,Prolapsed uterus,45,Karnali,Mountain,Mid-Western
2069/70,2012/13,Humla,Karnali,Mountain,Mid-Western,Breast lumps / Breast Abscess,119,Karnali,Mountain,Mid-Western
2069/70,2012/13,Humla,Karnali,Mountain,Mid-Western,Disfunctional uterine bleeding,79,Karnali,Mountain,Mid-Western
2069/70,2012/13,Humla,Karnali,Mountain,Mid-Western,Leukerrhoea (Veginal discharge syndrom,320,Karnali,Mountain,Mid-Western
2069/70,2012/13,Humla,Karnali,Mountain,Mid-Western,Mastitis (Ingorged breast),26,Karnali,Mountain,Mid-Western
2069/70,2012/13,Humla,Karnali,Mountain,Mid-Western,Menstrual disorder,186,Karnali,Mountain,Mid-Western
2069/70,2012/13,Humla,Karnali,Mountain,Mid-Western,Pelvic Inflamatory Disease (PID),616,Karnali,Mountain,Mid-Western
2069/70,2012/13,Humla,Karnali,Mountain,Mid-Western,Prolapsed uterus,89,Karnali,Mountain,Mid-Western
2070/71,2013/14,Humla,Karnali,Mountain,Mid-Western,Breast lumps / Breast Abscess,100,Karnali,Mountain,Mid-Western
2070/71,2013/14,Humla,Karnali,Mountain,Mid-Western,Disfunctional uterine bleeding,112,Karnali,Mountain,Mid-Western
2070/71,2013/14,Humla,Karnali,Mountain,Mid-Western,Leukerrhoea (Veginal discharge syndrom,328,Karnali,Mountain,Mid-Western
2070/71,2013/14,Humla,Karnali,Mountain,Mid-Western,Mastitis (Ingorged breast),66,Karnali,Mountain,Mid-Western
2070/71,2013/14,Humla,Karnali,Mountain,Mid-Western,Menstrual disorder,184,Karnali,Mountain,Mid-Western
2070/71,2013/14,Humla,Karnali,Mountain,Mid-Western,Pelvic Inflamatory Disease (PID),660,Karnali,Mountain,Mid-Western
2070/71,2013/14,Humla,Karnali,Mountain,Mid-Western,Prolapsed uterus,16,Karnali,Mountain,Mid-Western
2066/67,2009/10,Ilam,Mechi,Hill,Eastern,Breast lumps / Breast Abscess,123,Mechi,Hill,Eastern
2066/67,2009/10,Ilam,Mechi,Hill,Eastern,Disfunctional uterine bleeding,257,Mechi,Hill,Eastern
2066/67,2009/10,Ilam,Mechi,Hill,Eastern,Leukerrhoea (Veginal discharge syndrom,337,Mechi,Hill,Eastern
2066/67,2009/10,Ilam,Mechi,Hill,Eastern,Mastitis (Ingorged breast),66,Mechi,Hill,Eastern
2066/67,2009/10,Ilam,Mechi,Hill,Eastern,Menstrual disorder,530,Mechi,Hill,Eastern
2066/67,2009/10,Ilam,Mechi,Hill,Eastern,Pelvic Inflamatory Disease (PID),394,Mechi,Hill,Eastern
2066/67,2009/10,Ilam,Mechi,Hill,Eastern,Prolapsed uterus,60,Mechi,Hill,Eastern
2067/68,2010/11,Ilam,Mechi,Hill,Eastern,Breast lumps / Breast Abscess,103,Mechi,Hill,Eastern
2067/68,2010/11,Ilam,Mechi,Hill,Eastern,Disfunctional uterine bleeding,243,Mechi,Hill,Eastern
2067/68,2010/11,Ilam,Mechi,Hill,Eastern,Leukerrhoea (Veginal discharge syndrom,368,Mechi,Hill,Eastern
2067/68,2010/11,Ilam,Mechi,Hill,Eastern,Mastitis (Ingorged breast),66,Mechi,Hill,Eastern
2067/68,2010/11,Ilam,Mechi,Hill,Eastern,Menstrual disorder,584,Mechi,Hill,Eastern
2067/68,2010/11,Ilam,Mechi,Hill,Eastern,Pelvic Inflamatory Disease (PID),344,Mechi,Hill,Eastern
2067/68,2010/11,Ilam,Mechi,Hill,Eastern,Prolapsed uterus,87,Mechi,Hill,Eastern
2068/69,2011/12,Ilam,Mechi,Hill,Eastern,Breast lumps / Breast Abscess,124,Mechi,Hill,Eastern
2068/69,2011/12,Ilam,Mechi,Hill,Eastern,Disfunctional uterine bleeding,238,Mechi,Hill,Eastern
2068/69,2011/12,Ilam,Mechi,Hill,Eastern,Leukerrhoea (Veginal discharge syndrom,391,Mechi,Hill,Eastern
2068/69,2011/12,Ilam,Mechi,Hill,Eastern,Mastitis (Ingorged breast),68,Mechi,Hill,Eastern
2068/69,2011/12,Ilam,Mechi,Hill,Eastern,Menstrual disorder,501,Mechi,Hill,Eastern
2068/69,2011/12,Ilam,Mechi,Hill,Eastern,Pelvic Inflamatory Disease (PID),402,Mechi,Hill,Eastern
2068/69,2011/12,Ilam,Mechi,Hill,Eastern,Prolapsed uterus,61,Mechi,Hill,Eastern
2069/70,2012/13,Ilam,Mechi,Hill,Eastern,Breast lumps / Breast Abscess,84,Mechi,Hill,Eastern
2069/70,2012/13,Ilam,Mechi,Hill,Eastern,Disfunctional uterine bleeding,268,Mechi,Hill,Eastern
2069/70,2012/13,Ilam,Mechi,Hill,Eastern,Leukerrhoea (Veginal discharge syndrom,369,Mechi,Hill,Eastern
2069/70,2012/13,Ilam,Mechi,Hill,Eastern,Mastitis (Ingorged breast),86,Mechi,Hill,Eastern
2069/70,2012/13,Ilam,Mechi,Hill,Eastern,Menstrual disorder,549,Mechi,Hill,Eastern
2069/70,2012/13,Ilam,Mechi,Hill,Eastern,Pelvic Inflamatory Disease (PID),499,Mechi,Hill,Eastern
2069/70,2012/13,Ilam,Mechi,Hill,Eastern,Prolapsed uterus,83,Mechi,Hill,Eastern
2070/71,2013/14,Ilam,Mechi,Hill,Eastern,Breast lumps / Breast Abscess,65,Mechi,Hill,Eastern
2070/71,2013/14,Ilam,Mechi,Hill,Eastern,Disfunctional uterine bleeding,230,Mechi,Hill,Eastern
2070/71,2013/14,Ilam,Mechi,Hill,Eastern,Leukerrhoea (Veginal discharge syndrom,289,Mechi,Hill,Eastern
2070/71,2013/14,Ilam,Mechi,Hill,Eastern,Mastitis (Ingorged breast),63,Mechi,Hill,Eastern
2070/71,2013/14,Ilam,Mechi,Hill,Eastern,Menstrual disorder,339,Mechi,Hill,Eastern
2070/71,2013/14,Ilam,Mechi,Hill,Eastern,Pelvic Inflamatory Disease (PID),586,Mechi,Hill,Eastern
2070/71,2013/14,Ilam,Mechi,Hill,Eastern,Prolapsed uterus,63,Mechi,Hill,Eastern
2066/67,2009/10,Jajarkot,Bheri,Hill,Mid-Western,Breast lumps / Breast Abscess,84,Bheri,Hill,Mid-Western
2066/67,2009/10,Jajarkot,Bheri,Hill,Mid-Western,Disfunctional uterine bleeding,189,Bheri,Hill,Mid-Western
2066/67,2009/10,Jajarkot,Bheri,Hill,Mid-Western,Leukerrhoea (Veginal discharge syndrom,401,Bheri,Hill,Mid-Western
2066/67,2009/10,Jajarkot,Bheri,Hill,Mid-Western,Mastitis (Ingorged breast),73,Bheri,Hill,Mid-Western
2066/67,2009/10,Jajarkot,Bheri,Hill,Mid-Western,Menstrual disorder,327,Bheri,Hill,Mid-Western
2066/67,2009/10,Jajarkot,Bheri,Hill,Mid-Western,Pelvic Inflamatory Disease (PID),1241,Bheri,Hill,Mid-Western
2066/67,2009/10,Jajarkot,Bheri,Hill,Mid-Western,Prolapsed uterus,198,Bheri,Hill,Mid-Western
2067/68,2010/11,Jajarkot,Bheri,Hill,Mid-Western,Breast lumps / Breast Abscess,133,Bheri,Hill,Mid-Western
2067/68,2010/11,Jajarkot,Bheri,Hill,Mid-Western,Disfunctional uterine bleeding,314,Bheri,Hill,Mid-Western
2067/68,2010/11,Jajarkot,Bheri,Hill,Mid-Western,Leukerrhoea (Veginal discharge syndrom,789,Bheri,Hill,Mid-Western
2067/68,2010/11,Jajarkot,Bheri,Hill,Mid-Western,Mastitis (Ingorged breast),91,Bheri,Hill,Mid-Western
2067/68,2010/11,Jajarkot,Bheri,Hill,Mid-Western,Menstrual disorder,347,Bheri,Hill,Mid-Western
2067/68,2010/11,Jajarkot,Bheri,Hill,Mid-Western,Pelvic Inflamatory Disease (PID),1357,Bheri,Hill,Mid-Western
2067/68,2010/11,Jajarkot,Bheri,Hill,Mid-Western,Prolapsed uterus,419,Bheri,Hill,Mid-Western
2068/69,2011/12,Jajarkot,Bheri,Hill,Mid-Western,Breast lumps / Breast Abscess,123,Bheri,Hill,Mid-Western
2068/69,2011/12,Jajarkot,Bheri,Hill,Mid-Western,Disfunctional uterine bleeding,318,Bheri,Hill,Mid-Western
2068/69,2011/12,Jajarkot,Bheri,Hill,Mid-Western,Leukerrhoea (Veginal discharge syndrom,674,Bheri,Hill,Mid-Western
2068/69,2011/12,Jajarkot,Bheri,Hill,Mid-Western,Mastitis (Ingorged breast),98,Bheri,Hill,Mid-Western
2068/69,2011/12,Jajarkot,Bheri,Hill,Mid-Western,Menstrual disorder,414,Bheri,Hill,Mid-Western
2068/69,2011/12,Jajarkot,Bheri,Hill,Mid-Western,Pelvic Inflamatory Disease (PID),1477,Bheri,Hill,Mid-Western
2068/69,2011/12,Jajarkot,Bheri,Hill,Mid-Western,Prolapsed uterus,359,Bheri,Hill,Mid-Western
2069/70,2012/13,Jajarkot,Bheri,Hill,Mid-Western,Breast lumps / Breast Abscess,103,Bheri,Hill,Mid-Western
2069/70,2012/13,Jajarkot,Bheri,Hill,Mid-Western,Disfunctional uterine bleeding,182,Bheri,Hill,Mid-Western
2069/70,2012/13,Jajarkot,Bheri,Hill,Mid-Western,Leukerrhoea (Veginal discharge syndrom,683,Bheri,Hill,Mid-Western
2069/70,2012/13,Jajarkot,Bheri,Hill,Mid-Western,Mastitis (Ingorged breast),76,Bheri,Hill,Mid-Western
2069/70,2012/13,Jajarkot,Bheri,Hill,Mid-Western,Menstrual disorder,399,Bheri,Hill,Mid-Western
2069/70,2012/13,Jajarkot,Bheri,Hill,Mid-Western,Pelvic Inflamatory Disease (PID),1296,Bheri,Hill,Mid-Western
2069/70,2012/13,Jajarkot,Bheri,Hill,Mid-Western,Prolapsed uterus,499,Bheri,Hill,Mid-Western
2070/71,2013/14,Jajarkot,Bheri,Hill,Mid-Western,Breast lumps / Breast Abscess,125,Bheri,Hill,Mid-Western
2070/71,2013/14,Jajarkot,Bheri,Hill,Mid-Western,Disfunctional uterine bleeding,193,Bheri,Hill,Mid-Western
2070/71,2013/14,Jajarkot,Bheri,Hill,Mid-Western,Leukerrhoea (Veginal discharge syndrom,648,Bheri,Hill,Mid-Western
2070/71,2013/14,Jajarkot,Bheri,Hill,Mid-Western,Mastitis (Ingorged breast),101,Bheri,Hill,Mid-Western
2070/71,2013/14,Jajarkot,Bheri,Hill,Mid-Western,Menstrual disorder,350,Bheri,Hill,Mid-Western
2070/71,2013/14,Jajarkot,Bheri,Hill,Mid-Western,Pelvic Inflamatory Disease (PID),1123,Bheri,Hill,Mid-Western
2070/71,2013/14,Jajarkot,Bheri,Hill,Mid-Western,Prolapsed uterus,581,Bheri,Hill,Mid-Western
2066/67,2009/10,Jhapa,Mechi,Terai,Eastern,Breast lumps / Breast Abscess,1276,Mechi,Terai,Eastern
2066/67,2009/10,Jhapa,Mechi,Terai,Eastern,Disfunctional uterine bleeding,621,Mechi,Terai,Eastern
2066/67,2009/10,Jhapa,Mechi,Terai,Eastern,Leukerrhoea (Veginal discharge syndrom,1803,Mechi,Terai,Eastern
2066/67,2009/10,Jhapa,Mechi,Terai,Eastern,Mastitis (Ingorged breast),762,Mechi,Terai,Eastern
2066/67,2009/10,Jhapa,Mechi,Terai,Eastern,Menstrual disorder,1842,Mechi,Terai,Eastern
2066/67,2009/10,Jhapa,Mechi,Terai,Eastern,Pelvic Inflamatory Disease (PID),2066,Mechi,Terai,Eastern
2066/67,2009/10,Jhapa,Mechi,Terai,Eastern,Prolapsed uterus,419,Mechi,Terai,Eastern
2067/68,2010/11,Jhapa,Mechi,Terai,Eastern,Breast lumps / Breast Abscess,2644,Mechi,Terai,Eastern
2067/68,2010/11,Jhapa,Mechi,Terai,Eastern,Disfunctional uterine bleeding,1105,Mechi,Terai,Eastern
2067/68,2010/11,Jhapa,Mechi,Terai,Eastern,Leukerrhoea (Veginal discharge syndrom,1967,Mechi,Terai,Eastern
2067/68,2010/11,Jhapa,Mechi,Terai,Eastern,Mastitis (Ingorged breast),2253,Mechi,Terai,Eastern
2067/68,2010/11,Jhapa,Mechi,Terai,Eastern,Menstrual disorder,1923,Mechi,Terai,Eastern
2067/68,2010/11,Jhapa,Mechi,Terai,Eastern,Pelvic Inflamatory Disease (PID),2291,Mechi,Terai,Eastern
2067/68,2010/11,Jhapa,Mechi,Terai,Eastern,Prolapsed uterus,627,Mechi,Terai,Eastern
2068/69,2011/12,Jhapa,Mechi,Terai,Eastern,Breast lumps / Breast Abscess,521,Mechi,Terai,Eastern
2068/69,2011/12,Jhapa,Mechi,Terai,Eastern,Disfunctional uterine bleeding,696,Mechi,Terai,Eastern
2068/69,2011/12,Jhapa,Mechi,Terai,Eastern,Leukerrhoea (Veginal discharge syndrom,2026,Mechi,Terai,Eastern
2068/69,2011/12,Jhapa,Mechi,Terai,Eastern,Mastitis (Ingorged breast),229,Mechi,Terai,Eastern
2068/69,2011/12,Jhapa,Mechi,Terai,Eastern,Menstrual disorder,1750,Mechi,Terai,Eastern
2068/69,2011/12,Jhapa,Mechi,Terai,Eastern,Pelvic Inflamatory Disease (PID),2116,Mechi,Terai,Eastern
2068/69,2011/12,Jhapa,Mechi,Terai,Eastern,Prolapsed uterus,286,Mechi,Terai,Eastern
2069/70,2012/13,Jhapa,Mechi,Terai,Eastern,Breast lumps / Breast Abscess,862,Mechi,Terai,Eastern
2069/70,2012/13,Jhapa,Mechi,Terai,Eastern,Disfunctional uterine bleeding,1074,Mechi,Terai,Eastern
2069/70,2012/13,Jhapa,Mechi,Terai,Eastern,Leukerrhoea (Veginal discharge syndrom,2270,Mechi,Terai,Eastern
2069/70,2012/13,Jhapa,Mechi,Terai,Eastern,Mastitis (Ingorged breast),371,Mechi,Terai,Eastern
2069/70,2012/13,Jhapa,Mechi,Terai,Eastern,Menstrual disorder,2162,Mechi,Terai,Eastern
2069/70,2012/13,Jhapa,Mechi,Terai,Eastern,Pelvic Inflamatory Disease (PID),2345,Mechi,Terai,Eastern
2069/70,2012/13,Jhapa,Mechi,Terai,Eastern,Prolapsed uterus,285,Mechi,Terai,Eastern
2070/71,2013/14,Jhapa,Mechi,Terai,Eastern,Breast lumps / Breast Abscess,404,Mechi,Terai,Eastern
2070/71,2013/14,Jhapa,Mechi,Terai,Eastern,Disfunctional uterine bleeding,932,Mechi,Terai,Eastern
2070/71,2013/14,Jhapa,Mechi,Terai,Eastern,Leukerrhoea (Veginal discharge syndrom,2370,Mechi,Terai,Eastern
2070/71,2013/14,Jhapa,Mechi,Terai,Eastern,Mastitis (Ingorged breast),179,Mechi,Terai,Eastern
2070/71,2013/14,Jhapa,Mechi,Terai,Eastern,Menstrual disorder,1612,Mechi,Terai,Eastern
2070/71,2013/14,Jhapa,Mechi,Terai,Eastern,Pelvic Inflamatory Disease (PID),2394,Mechi,Terai,Eastern
2070/71,2013/14,Jhapa,Mechi,Terai,Eastern,Prolapsed uterus,314,Mechi,Terai,Eastern
2066/67,2009/10,Jumla,Karnali,Mountain,Mid-Western,Breast lumps / Breast Abscess,28,Karnali,Mountain,Mid-Western
2066/67,2009/10,Jumla,Karnali,Mountain,Mid-Western,Disfunctional uterine bleeding,18,Karnali,Mountain,Mid-Western
2066/67,2009/10,Jumla,Karnali,Mountain,Mid-Western,Leukerrhoea (Veginal discharge syndrom,146,Karnali,Mountain,Mid-Western
2066/67,2009/10,Jumla,Karnali,Mountain,Mid-Western,Mastitis (Ingorged breast),20,Karnali,Mountain,Mid-Western
2066/67,2009/10,Jumla,Karnali,Mountain,Mid-Western,Menstrual disorder,11,Karnali,Mountain,Mid-Western
2066/67,2009/10,Jumla,Karnali,Mountain,Mid-Western,Pelvic Inflamatory Disease (PID),546,Karnali,Mountain,Mid-Western
2066/67,2009/10,Jumla,Karnali,Mountain,Mid-Western,Prolapsed uterus,15,Karnali,Mountain,Mid-Western
2067/68,2010/11,Jumla,Karnali,Mountain,Mid-Western,Breast lumps / Breast Abscess,39,Karnali,Mountain,Mid-Western
2067/68,2010/11,Jumla,Karnali,Mountain,Mid-Western,Disfunctional uterine bleeding,28,Karnali,Mountain,Mid-Western
2067/68,2010/11,Jumla,Karnali,Mountain,Mid-Western,Leukerrhoea (Veginal discharge syndrom,228,Karnali,Mountain,Mid-Western
2067/68,2010/11,Jumla,Karnali,Mountain,Mid-Western,Mastitis (Ingorged breast),29,Karnali,Mountain,Mid-Western
2067/68,2010/11,Jumla,Karnali,Mountain,Mid-Western,Menstrual disorder,25,Karnali,Mountain,Mid-Western
2067/68,2010/11,Jumla,Karnali,Mountain,Mid-Western,Pelvic Inflamatory Disease (PID),483,Karnali,Mountain,Mid-Western
2067/68,2010/11,Jumla,Karnali,Mountain,Mid-Western,Prolapsed uterus,19,Karnali,Mountain,Mid-Western
2068/69,2011/12,Jumla,Karnali,Mountain,Mid-Western,Breast lumps / Breast Abscess,21,Karnali,Mountain,Mid-Western
2068/69,2011/12,Jumla,Karnali,Mountain,Mid-Western,Disfunctional uterine bleeding,20,Karnali,Mountain,Mid-Western
2068/69,2011/12,Jumla,Karnali,Mountain,Mid-Western,Leukerrhoea (Veginal discharge syndrom,201,Karnali,Mountain,Mid-Western
2068/69,2011/12,Jumla,Karnali,Mountain,Mid-Western,Mastitis (Ingorged breast),7,Karnali,Mountain,Mid-Western
2068/69,2011/12,Jumla,Karnali,Mountain,Mid-Western,Menstrual disorder,29,Karnali,Mountain,Mid-Western
2068/69,2011/12,Jumla,Karnali,Mountain,Mid-Western,Pelvic Inflamatory Disease (PID),653,Karnali,Mountain,Mid-Western
2068/69,2011/12,Jumla,Karnali,Mountain,Mid-Western,Prolapsed uterus,2,Karnali,Mountain,Mid-Western
2069/70,2012/13,Jumla,Karnali,Mountain,Mid-Western,Breast lumps / Breast Abscess,57,Karnali,Mountain,Mid-Western
2069/70,2012/13,Jumla,Karnali,Mountain,Mid-Western,Disfunctional uterine bleeding,35,Karnali,Mountain,Mid-Western
2069/70,2012/13,Jumla,Karnali,Mountain,Mid-Western,Leukerrhoea (Veginal discharge syndrom,217,Karnali,Mountain,Mid-Western
2069/70,2012/13,Jumla,Karnali,Mountain,Mid-Western,Mastitis (Ingorged breast),19,Karnali,Mountain,Mid-Western
2069/70,2012/13,Jumla,Karnali,Mountain,Mid-Western,Menstrual disorder,48,Karnali,Mountain,Mid-Western
2069/70,2012/13,Jumla,Karnali,Mountain,Mid-Western,Pelvic Inflamatory Disease (PID),591,Karnali,Mountain,Mid-Western
2069/70,2012/13,Jumla,Karnali,Mountain,Mid-Western,Prolapsed uterus,17,Karnali,Mountain,Mid-Western
2070/71,2013/14,Jumla,Karnali,Mountain,Mid-Western,Breast lumps / Breast Abscess,33,Karnali,Mountain,Mid-Western
2070/71,2013/14,Jumla,Karnali,Mountain,Mid-Western,Disfunctional uterine bleeding,27,Karnali,Mountain,Mid-Western
2070/71,2013/14,Jumla,Karnali,Mountain,Mid-Western,Leukerrhoea (Veginal discharge syndrom,276,Karnali,Mountain,Mid-Western
2070/71,2013/14,Jumla,Karnali,Mountain,Mid-Western,Mastitis (Ingorged breast),10,Karnali,Mountain,Mid-Western
2070/71,2013/14,Jumla,Karnali,Mountain,Mid-Western,Menstrual disorder,38,Karnali,Mountain,Mid-Western
2070/71,2013/14,Jumla,Karnali,Mountain,Mid-Western,Pelvic Inflamatory Disease (PID),600,Karnali,Mountain,Mid-Western
2070/71,2013/14,Jumla,Karnali,Mountain,Mid-Western,Prolapsed uterus,19,Karnali,Mountain,Mid-Western
2066/67,2009/10,Kailali,Seti,Terai,Far-Western,Breast lumps / Breast Abscess,377,Seti,Terai,Far-Western
2066/67,2009/10,Kailali,Seti,Terai,Far-Western,Disfunctional uterine bleeding,1340,Seti,Terai,Far-Western
2066/67,2009/10,Kailali,Seti,Terai,Far-Western,Leukerrhoea (Veginal discharge syndrom,2254,Seti,Terai,Far-Western
2066/67,2009/10,Kailali,Seti,Terai,Far-Western,Mastitis (Ingorged breast),115,Seti,Terai,Far-Western
2066/67,2009/10,Kailali,Seti,Terai,Far-Western,Menstrual disorder,1609,Seti,Terai,Far-Western
2066/67,2009/10,Kailali,Seti,Terai,Far-Western,Pelvic Inflamatory Disease (PID),2783,Seti,Terai,Far-Western
2066/67,2009/10,Kailali,Seti,Terai,Far-Western,Prolapsed uterus,261,Seti,Terai,Far-Western
2067/68,2010/11,Kailali,Seti,Terai,Far-Western,Breast lumps / Breast Abscess,390,Seti,Terai,Far-Western
2067/68,2010/11,Kailali,Seti,Terai,Far-Western,Disfunctional uterine bleeding,1484,Seti,Terai,Far-Western
2067/68,2010/11,Kailali,Seti,Terai,Far-Western,Leukerrhoea (Veginal discharge syndrom,2404,Seti,Terai,Far-Western
2067/68,2010/11,Kailali,Seti,Terai,Far-Western,Mastitis (Ingorged breast),135,Seti,Terai,Far-Western
2067/68,2010/11,Kailali,Seti,Terai,Far-Western,Menstrual disorder,1590,Seti,Terai,Far-Western
2067/68,2010/11,Kailali,Seti,Terai,Far-Western,Pelvic Inflamatory Disease (PID),2467,Seti,Terai,Far-Western
2067/68,2010/11,Kailali,Seti,Terai,Far-Western,Prolapsed uterus,241,Seti,Terai,Far-Western
2068/69,2011/12,Kailali,Seti,Terai,Far-Western,Breast lumps / Breast Abscess,358,Seti,Terai,Far-Western
2068/69,2011/12,Kailali,Seti,Terai,Far-Western,Disfunctional uterine bleeding,1483,Seti,Terai,Far-Western
2068/69,2011/12,Kailali,Seti,Terai,Far-Western,Leukerrhoea (Veginal discharge syndrom,2419,Seti,Terai,Far-Western
2068/69,2011/12,Kailali,Seti,Terai,Far-Western,Mastitis (Ingorged breast),118,Seti,Terai,Far-Western
2068/69,2011/12,Kailali,Seti,Terai,Far-Western,Menstrual disorder,1462,Seti,Terai,Far-Western
2068/69,2011/12,Kailali,Seti,Terai,Far-Western,Pelvic Inflamatory Disease (PID),3241,Seti,Terai,Far-Western
2068/69,2011/12,Kailali,Seti,Terai,Far-Western,Prolapsed uterus,300,Seti,Terai,Far-Western
2069/70,2012/13,Kailali,Seti,Terai,Far-Western,Breast lumps / Breast Abscess,233,Seti,Terai,Far-Western
2069/70,2012/13,Kailali,Seti,Terai,Far-Western,Disfunctional uterine bleeding,1476,Seti,Terai,Far-Western
2069/70,2012/13,Kailali,Seti,Terai,Far-Western,Leukerrhoea (Veginal discharge syndrom,2825,Seti,Terai,Far-Western
2069/70,2012/13,Kailali,Seti,Terai,Far-Western,Mastitis (Ingorged breast),83,Seti,Terai,Far-Western
2069/70,2012/13,Kailali,Seti,Terai,Far-Western,Menstrual disorder,1428,Seti,Terai,Far-Western
2069/70,2012/13,Kailali,Seti,Terai,Far-Western,Pelvic Inflamatory Disease (PID),4089,Seti,Terai,Far-Western
2069/70,2012/13,Kailali,Seti,Terai,Far-Western,Prolapsed uterus,265,Seti,Terai,Far-Western
2070/71,2013/14,Kailali,Seti,Terai,Far-Western,Breast lumps / Breast Abscess,212,Seti,Terai,Far-Western
2070/71,2013/14,Kailali,Seti,Terai,Far-Western,Disfunctional uterine bleeding,1335,Seti,Terai,Far-Western
2070/71,2013/14,Kailali,Seti,Terai,Far-Western,Leukerrhoea (Veginal discharge syndrom,3432,Seti,Terai,Far-Western
2070/71,2013/14,Kailali,Seti,Terai,Far-Western,Mastitis (Ingorged breast),72,Seti,Terai,Far-Western
2070/71,2013/14,Kailali,Seti,Terai,Far-Western,Menstrual disorder,1291,Seti,Terai,Far-Western
2070/71,2013/14,Kailali,Seti,Terai,Far-Western,Pelvic Inflamatory Disease (PID),3947,Seti,Terai,Far-Western
2070/71,2013/14,Kailali,Seti,Terai,Far-Western,Prolapsed uterus,135,Seti,Terai,Far-Western
2066/67,2009/10,Kalikot,Karnali,Mountain,Mid-Western,Breast lumps / Breast Abscess,65,Karnali,Mountain,Mid-Western
2066/67,2009/10,Kalikot,Karnali,Mountain,Mid-Western,Disfunctional uterine bleeding,104,Karnali,Mountain,Mid-Western
2066/67,2009/10,Kalikot,Karnali,Mountain,Mid-Western,Leukerrhoea (Veginal discharge syndrom,791,Karnali,Mountain,Mid-Western
2066/67,2009/10,Kalikot,Karnali,Mountain,Mid-Western,Mastitis (Ingorged breast),16,Karnali,Mountain,Mid-Western
2066/67,2009/10,Kalikot,Karnali,Mountain,Mid-Western,Menstrual disorder,643,Karnali,Mountain,Mid-Western
2066/67,2009/10,Kalikot,Karnali,Mountain,Mid-Western,Pelvic Inflamatory Disease (PID),904,Karnali,Mountain,Mid-Western
2066/67,2009/10,Kalikot,Karnali,Mountain,Mid-Western,Prolapsed uterus,508,Karnali,Mountain,Mid-Western
2067/68,2010/11,Kalikot,Karnali,Mountain,Mid-Western,Breast lumps / Breast Abscess,98,Karnali,Mountain,Mid-Western
2067/68,2010/11,Kalikot,Karnali,Mountain,Mid-Western,Disfunctional uterine bleeding,134,Karnali,Mountain,Mid-Western
2067/68,2010/11,Kalikot,Karnali,Mountain,Mid-Western,Leukerrhoea (Veginal discharge syndrom,142,Karnali,Mountain,Mid-Western
2067/68,2010/11,Kalikot,Karnali,Mountain,Mid-Western,Mastitis (Ingorged breast),37,Karnali,Mountain,Mid-Western
2067/68,2010/11,Kalikot,Karnali,Mountain,Mid-Western,Menstrual disorder,209,Karnali,Mountain,Mid-Western
2067/68,2010/11,Kalikot,Karnali,Mountain,Mid-Western,Pelvic Inflamatory Disease (PID),571,Karnali,Mountain,Mid-Western
2067/68,2010/11,Kalikot,Karnali,Mountain,Mid-Western,Prolapsed uterus,105,Karnali,Mountain,Mid-Western
2068/69,2011/12,Kalikot,Karnali,Mountain,Mid-Western,Breast lumps / Breast Abscess,109,Karnali,Mountain,Mid-Western
