District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Sub-Indicator,Sub-Indicator,Value
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,Others,,26
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,HIV,Total,4560
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,HIV,+Ve,9
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,HCV,Total,1997
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,HCV,+Ve,3
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,Western Bloot,Total,0
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,Western Bloot,+Ve,0
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,HBsAg,Total,4116
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,HBsAg,+Ve,47
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,HEV,Total,12
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,HEV,+Ve,0
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,CD4 count,,0
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,Viral Load,,0
Banke,Bheri,Terai,Mid-Western,2069/70,2012/13,Others,,4
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,HIV,Total,2029
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,HIV,+Ve,8
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,HCV,Total,0
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,HCV,+Ve,0
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,Western Bloot,Total,0
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,Western Bloot,+Ve,0
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,HBsAg,Total,950
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,HBsAg,+Ve,23
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,HEV,Total,0
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,HEV,+Ve,0
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,CD4 count,,0
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,Viral Load,,0
Bardiya,Bheri,Terai,Mid-Western,2069/70,2012/13,Others,,4
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,HIV,Total,982
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,HIV,+Ve,12
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,HCV,Total,0
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,HCV,+Ve,0
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,Western Bloot,Total,0
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,Western Bloot,+Ve,0
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,HBsAg,Total,302
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,HBsAg,+Ve,0
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,HEV,Total,0
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,HEV,+Ve,0
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,CD4 count,,0
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,Viral Load,,0
Surkhet,Bheri,Hill,Mid-Western,2069/70,2012/13,Others,,0
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,HIV,Total,1037
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,HIV,+Ve,7
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,HCV,Total,42
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,HCV,+Ve,0
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,Western Bloot,Total,0
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,Western Bloot,+Ve,0
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,HBsAg,Total,963
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,HBsAg,+Ve,26
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,HEV,Total,0
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,HEV,+Ve,0
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,CD4 count,,0
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,Viral Load,,0
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,Others,,5
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,HIV,Total,359
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,HIV,+Ve,0
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,HCV,Total,0
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,HCV,+Ve,0
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,Western Bloot,Total,3
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,Western Bloot,+Ve,0
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,HBsAg,Total,27
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,HBsAg,+Ve,2
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,HEV,Total,0
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,HEV,+Ve,0
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,CD4 count,,0
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,Viral Load,,0
Jajarkot,Bheri,Hill,Mid-Western,2069/70,2012/13,Others,,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,HIV,Total,20
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,HIV,+Ve,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,HCV,Total,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,HCV,+Ve,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,Western Bloot,Total,3
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,Western Bloot,+Ve,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,HBsAg,Total,15
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,HBsAg,+Ve,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,HEV,Total,3
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,HEV,+Ve,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,CD4 count,,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,Viral Load,,0
Dolpa,Karnali,Mountain,Mid-Western,2069/70,2012/13,Others,,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,HIV,Total,13
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,HIV,+Ve,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,HCV,Total,1
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,HCV,+Ve,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Western Bloot,Total,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Western Bloot,+Ve,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,HBsAg,Total,8
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,HBsAg,+Ve,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,HEV,Total,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,HEV,+Ve,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,CD4 count,,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Viral Load,,0
Jumla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Others,,0
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,HIV,Total,331
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,HIV,+Ve,0
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,HCV,Total,38
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,HCV,+Ve,1
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,Western Bloot,Total,0
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,Western Bloot,+Ve,0
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,HBsAg,Total,273
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,HBsAg,+Ve,4
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,HEV,Total,0
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,HEV,+Ve,0
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,CD4 count,,0
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,Viral Load,,0
Kalikot,Karnali,Mountain,Mid-Western,2069/70,2012/13,Others,,16
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,HIV,Total,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,HIV,+Ve,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,HCV,Total,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,HCV,+Ve,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,Western Bloot,Total,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,Western Bloot,+Ve,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,HBsAg,Total,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,HBsAg,+Ve,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,HEV,Total,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,HEV,+Ve,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,CD4 count,,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,Viral Load,,0
Mugu,Karnali,Mountain,Mid-Western,2069/70,2012/13,Others,,0
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,HIV,Total,5
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,HIV,+Ve,0
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,HCV,Total,0
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,HCV,+Ve,0
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Western Bloot,Total,0
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Western Bloot,+Ve,0
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,HBsAg,Total,13
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,HBsAg,+Ve,4
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,HEV,Total,0
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,HEV,+Ve,0
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,CD4 count,,0
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Viral Load,,0
Humla,Karnali,Mountain,Mid-Western,2069/70,2012/13,Others,,0
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,HIV,Total,180
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,HIV,+Ve,5
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,HCV,Total,0
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,HCV,+Ve,0
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,Western Bloot,Total,0
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,Western Bloot,+Ve,0
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,HBsAg,Total,90
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,HBsAg,+Ve,2
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,HEV,Total,0
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,HEV,+Ve,0
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,CD4 count,,0
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,Viral Load,,0
Bajura,Seti,Mountain,Far-Western,2069/70,2012/13,Others,,0
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,HIV,Total,659
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,HIV,+Ve,7
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,HCV,Total,372
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,HCV,+Ve,0
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,Western Bloot,Total,0
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,Western Bloot,+Ve,0
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,HBsAg,Total,1547
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,HBsAg,+Ve,23
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,HEV,Total,0
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,HEV,+Ve,0
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,CD4 count,,0
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,Viral Load,,0
Bajhang,Seti,Mountain,Far-Western,2069/70,2012/13,Others,,257
Achham,Seti,Hill,Far-Western,2069/70,2012/13,HIV,Total,2413
Achham,Seti,Hill,Far-Western,2069/70,2012/13,HIV,+Ve,70
Achham,Seti,Hill,Far-Western,2069/70,2012/13,HCV,Total,471
Achham,Seti,Hill,Far-Western,2069/70,2012/13,HCV,+Ve,1
Achham,Seti,Hill,Far-Western,2069/70,2012/13,Western Bloot,Total,0
Achham,Seti,Hill,Far-Western,2069/70,2012/13,Western Bloot,+Ve,0
Achham,Seti,Hill,Far-Western,2069/70,2012/13,HBsAg,Total,2235
Achham,Seti,Hill,Far-Western,2069/70,2012/13,HBsAg,+Ve,36
Achham,Seti,Hill,Far-Western,2069/70,2012/13,HEV,Total,0
Achham,Seti,Hill,Far-Western,2069/70,2012/13,HEV,+Ve,0
Achham,Seti,Hill,Far-Western,2069/70,2012/13,CD4 count,,544
Achham,Seti,Hill,Far-Western,2069/70,2012/13,Viral Load,,0
Achham,Seti,Hill,Far-Western,2069/70,2012/13,Others,,0
Doti,Seti,Hill,Far-Western,2069/70,2012/13,HIV,Total,1022
Doti,Seti,Hill,Far-Western,2069/70,2012/13,HIV,+Ve,64
Doti,Seti,Hill,Far-Western,2069/70,2012/13,HCV,Total,13
Doti,Seti,Hill,Far-Western,2069/70,2012/13,HCV,+Ve,0
Doti,Seti,Hill,Far-Western,2069/70,2012/13,Western Bloot,Total,8
Doti,Seti,Hill,Far-Western,2069/70,2012/13,Western Bloot,+Ve,0
Doti,Seti,Hill,Far-Western,2069/70,2012/13,HBsAg,Total,184
Doti,Seti,Hill,Far-Western,2069/70,2012/13,HBsAg,+Ve,1
Doti,Seti,Hill,Far-Western,2069/70,2012/13,HEV,Total,0
Doti,Seti,Hill,Far-Western,2069/70,2012/13,HEV,+Ve,0
Doti,Seti,Hill,Far-Western,2069/70,2012/13,CD4 count,,465
Doti,Seti,Hill,Far-Western,2069/70,2012/13,Viral Load,,0
Doti,Seti,Hill,Far-Western,2069/70,2012/13,Others,,0
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,HIV,Total,6267
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,HIV,+Ve,3
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,HCV,Total,1805
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,HCV,+Ve,0
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,Western Bloot,Total,0
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,Western Bloot,+Ve,0
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,HBsAg,Total,3037
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,HBsAg,+Ve,11
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,HEV,Total,0
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,HEV,+Ve,0
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,CD4 count,,1740
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,Viral Load,,0
Kailali,Seti,Terai,Far-Western,2069/70,2012/13,Others,,0
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,HIV,Total,2559
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,HIV,+Ve,15
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,HCV,Total,20
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,HCV,+Ve,0
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,Western Bloot,Total,0
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,Western Bloot,+Ve,0
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,HBsAg,Total,2569
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,HBsAg,+Ve,135
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,HEV,Total,0
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,HEV,+Ve,0
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,CD4 count,,0
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,Viral Load,,0
Kanchanpur,Mahakali,Terai,Far-Western,2069/70,2012/13,Others,,245
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,HIV,Total,0
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,HIV,+Ve,0
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,HCV,Total,0
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,HCV,+Ve,0
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,Western Bloot,Total,0
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,Western Bloot,+Ve,0
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,HBsAg,Total,0
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,HBsAg,+Ve,0
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,HEV,Total,0
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,HEV,+Ve,0
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,CD4 count,,0
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,Viral Load,,0
Dadeldhura,Mahakali,Hill,Far-Western,2069/70,2012/13,Others,,0
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,HIV,Total,1745
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,HIV,+Ve,14
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,HCV,Total,211
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,HCV,+Ve,0
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,Western Bloot,Total,0
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,Western Bloot,+Ve,0
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,HBsAg,Total,499
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,HBsAg,+Ve,2
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,HEV,Total,0
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,HEV,+Ve,0
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,CD4 count,,30
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,Viral Load,,0
Baitadi,Mahakali,Hill,Far-Western,2069/70,2012/13,Others,,0
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,HIV,Total,97
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,HIV,+Ve,2
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,HCV,Total,0
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,HCV,+Ve,0
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,Western Bloot,Total,0
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,Western Bloot,+Ve,0
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,HBsAg,Total,8
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,HBsAg,+Ve,0
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,HEV,Total,0
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,HEV,+Ve,0
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,CD4 count,,0
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,Viral Load,,0
Darchula,Mahakali,Mountain,Far-Western,2069/70,2012/13,Others,,0
Taplejung,Mechi,Mountain,Eastern,2070/71,2013/14,HIV,Total,511
Taplejung,Mechi,Mountain,Eastern,2070/71,2013/14,HIV,+Ve,1
Taplejung,Mechi,Mountain,Eastern,2070/71,2013/14,HCV,Total,511
Taplejung,Mechi,Mountain,Eastern,2070/71,2013/14,HCV,+Ve,0
Taplejung,Mechi,Mountain,Eastern,2070/71,2013/14,Western Bloot,Total,0
Taplejung,Mechi,Mountain,Eastern,2070/71,2013/14,Western Bloot,+Ve,0
Taplejung,Mechi,Mountain,Eastern,2070/71,2013/14,HBsAg,Total,541
Taplejung,Mechi,Mountain,Eastern,2070/71,2013/14,HBsAg,+Ve,1
Taplejung,Mechi,Mountain,Eastern,2070/71,2013/14,HEV,Total,0
Taplejung,Mechi,Mountain,Eastern,2070/71,2013/14,HEV,+Ve,0
Taplejung,Mechi,Mountain,Eastern,2070/71,2013/14,CD4 count,,0
Taplejung,Mechi,Mountain,Eastern,2070/71,2013/14,Viral Load,,0
Taplejung,Mechi,Mountain,Eastern,2070/71,2013/14,Others,,0
Panchthar,Mechi,Hill,Eastern,2070/71,2013/14,HIV,Total,261
Panchthar,Mechi,Hill,Eastern,2070/71,2013/14,HIV,+Ve,0
Panchthar,Mechi,Hill,Eastern,2070/71,2013/14,HCV,Total,8
Panchthar,Mechi,Hill,Eastern,2070/71,2013/14,HCV,+Ve,0
Panchthar,Mechi,Hill,Eastern,2070/71,2013/14,Western Bloot,Total,0
Panchthar,Mechi,Hill,Eastern,2070/71,2013/14,Western Bloot,+Ve,0
Panchthar,Mechi,Hill,Eastern,2070/71,2013/14,HBsAg,Total,36
Panchthar,Mechi,Hill,Eastern,2070/71,2013/14,HBsAg,+Ve,0
Panchthar,Mechi,Hill,Eastern,2070/71,2013/14,HEV,Total,4
Panchthar,Mechi,Hill,Eastern,2070/71,2013/14,HEV,+Ve,0
Panchthar,Mechi,Hill,Eastern,2070/71,2013/14,CD4 count,,0
Panchthar,Mechi,Hill,Eastern,2070/71,2013/14,Viral Load,,0
Panchthar,Mechi,Hill,Eastern,2070/71,2013/14,Others,,0
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,HIV,Total,1068
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,HIV,+Ve,3
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,HCV,Total,57
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,HCV,+Ve,0
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,Western Bloot,Total,0
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,Western Bloot,+Ve,77
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,HBsAg,Total,891
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,HBsAg,+Ve,70
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,HEV,Total,0
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,HEV,+Ve,0
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,CD4 count,,0
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,Viral Load,,0
Ilam,Mechi,Hill,Eastern,2070/71,2013/14,Others,,0
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,HIV,Total,16512
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,HIV,+Ve,38
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,HCV,Total,3577
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,HCV,+Ve,11
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,Western Bloot,Total,55
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,Western Bloot,+Ve,0
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,HBsAg,Total,22887
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,HBsAg,+Ve,460
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,HEV,Total,18
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,HEV,+Ve,0
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,CD4 count,,112
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,Viral Load,,0
Jhapa,Mechi,Terai,Eastern,2070/71,2013/14,Others,,201
Morang,Kosi,Terai,Eastern,2070/71,2013/14,HIV,Total,14946
Morang,Kosi,Terai,Eastern,2070/71,2013/14,HIV,+Ve,46
Morang,Kosi,Terai,Eastern,2070/71,2013/14,HCV,Total,5975
Morang,Kosi,Terai,Eastern,2070/71,2013/14,HCV,+Ve,554
Morang,Kosi,Terai,Eastern,2070/71,2013/14,Western Bloot,Total,640
Morang,Kosi,Terai,Eastern,2070/71,2013/14,Western Bloot,+Ve,16
Morang,Kosi,Terai,Eastern,2070/71,2013/14,HBsAg,Total,19241
Morang,Kosi,Terai,Eastern,2070/71,2013/14,HBsAg,+Ve,130
Morang,Kosi,Terai,Eastern,2070/71,2013/14,HEV,Total,412
Morang,Kosi,Terai,Eastern,2070/71,2013/14,HEV,+Ve,56
Morang,Kosi,Terai,Eastern,2070/71,2013/14,CD4 count,,0
Morang,Kosi,Terai,Eastern,2070/71,2013/14,Viral Load,,0
Morang,Kosi,Terai,Eastern,2070/71,2013/14,Others,,33
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,HIV,Total,157
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,HIV,+Ve,0
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,HCV,Total,0
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,HCV,+Ve,0
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,Western Bloot,Total,0
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,Western Bloot,+Ve,0
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,HBsAg,Total,57
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,HBsAg,+Ve,0
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,HEV,Total,0
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,HEV,+Ve,0
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,CD4 count,,0
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,Viral Load,,0
Sunsari,Kosi,Terai,Eastern,2070/71,2013/14,Others,,0
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,HIV,Total,1174
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,HIV,+Ve,1
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,HCV,Total,258
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,HCV,+Ve,0
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,Western Bloot,Total,0
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,Western Bloot,+Ve,0
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,HBsAg,Total,1178
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,HBsAg,+Ve,2
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,HEV,Total,0
Dhankuta,Kosi,Hill,Eastern,2070/71,2013/14,HEV,+Ve,0
