District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator,Sub- Indicator,Value
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,24.6
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.05
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/13,Not Mentioned Others,,6.06
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,% of OPD Visits for,Eye Problem,2.58
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.05
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,% of OPD Visits for,Gyne Problems,1.06
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,1.26
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,% of OPD Visits for,Malignancy,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,2.19
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,24.69
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.08
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/13,Not Mentioned Others,,13.76
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,% of OPD Visits for,Eye Problem,2.67
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.04
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,% of OPD Visits for,Gyne Problems,1
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.09
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,% of OPD Visits for,Malignancy,0
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,1.39
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,20.83
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.06
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/13,Not Mentioned Others,,8.32
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,% of OPD Visits for,Eye Problem,2.14
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.23
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,% of OPD Visits for,Gyne Problems,2.21
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.16
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,% of OPD Visits for,Malignancy,0
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,1.75
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,21.92
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.21
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/13,Not Mentioned Others,,12.14
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,% of OPD Visits for,Eye Problem,1.95
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.06
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,% of OPD Visits for,Gyne Problems,0.65
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.05
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,% of OPD Visits for,Malignancy,0
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,1.65
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,21.94
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.04
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/13,Not Mentioned Others,,4.29
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,% of OPD Visits for,Eye Problem,2.07
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.13
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,% of OPD Visits for,Gyne Problems,0.77
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.14
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,% of OPD Visits for,Malignancy,0
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,1.67
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,22.78
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.07
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/13,Not Mentioned Others,,4.78
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,% of OPD Visits for,Eye Problem,2.15
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.02
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,% of OPD Visits for,Gyne Problems,0.58
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.08
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,% of OPD Visits for,Malignancy,0.01
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,1.66
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,18.32
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.09
Dhanusha,Janakpur,Terai,Central,2069/70,2012/13,Not Mentioned Others,,4.78
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,% of OPD Visits for,Eye Problem,1.7
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.14
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,% of OPD Visits for,Gyne Problems,0.93
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.11
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,% of OPD Visits for,Malignancy,0
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,1.8
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,24.09
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.14
Mahottari,Janakpur,Terai,Central,2069/70,2012/13,Not Mentioned Others,,4.4
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,% of OPD Visits for,Eye Problem,4.34
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.02
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,% of OPD Visits for,Gyne Problems,0.66
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.07
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,% of OPD Visits for,Malignancy,0
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,1.47
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,24.38
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.16
Sarlahi,Janakpur,Terai,Central,2069/70,2012/13,Not Mentioned Others,,2.27
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,% of OPD Visits for,Eye Problem,2.26
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.07
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,% of OPD Visits for,Gyne Problems,1
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.17
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,% of OPD Visits for,Malignancy,0
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,1.9
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,26.58
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.1
Sindhuli,Janakpur,Hill,Central,2069/70,2012/13,Not Mentioned Others,,7.25
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,% of OPD Visits for,Eye Problem,4.34
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.1
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,% of OPD Visits for,Gyne Problems,2.16
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.34
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,% of OPD Visits for,Malignancy,0
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,1.79
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,25.56
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.12
Ramechhap,Janakpur,Hill,Central,2069/70,2012/13,Not Mentioned Others,,11.55
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,% of OPD Visits for,Eye Problem,4.34
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.05
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,% of OPD Visits for,Gyne Problems,1.59
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.25
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,% of OPD Visits for,Malignancy,0
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,1.73
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,20.81
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.15
Dolkha,Janakpur,Mountain,Central,2069/70,2012/13,Not Mentioned Others,,12.82
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,% of OPD Visits for,Eye Problem,2.87
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.31
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,% of OPD Visits for,Gyne Problems,1.48
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.35
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,% of OPD Visits for,Malignancy,0
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,2.34
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,27.76
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.15
Sindhupalchowk,Bagmati,Mountain,Central,2069/70,2012/13,Not Mentioned Others,,9.31
Kavre,Bagmati,Hill,Central,2069/70,2012/13,% of OPD Visits for,Eye Problem,4.67
Kavre,Bagmati,Hill,Central,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.09
Kavre,Bagmati,Hill,Central,2069/70,2012/13,% of OPD Visits for,Gyne Problems,1.68
Kavre,Bagmati,Hill,Central,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.72
Kavre,Bagmati,Hill,Central,2069/70,2012/13,% of OPD Visits for,Malignancy,0
Kavre,Bagmati,Hill,Central,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,2.44
Kavre,Bagmati,Hill,Central,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,22.91
Kavre,Bagmati,Hill,Central,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.28
Kavre,Bagmati,Hill,Central,2069/70,2012/13,Not Mentioned Others,,13.06
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,% of OPD Visits for,Eye Problem,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,% of OPD Visits for,Gyne Problems,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,% of OPD Visits for,Malignancy,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0
Lalitpur,Bagmati,Hill,Central,2069/70,2012/13,Not Mentioned Others,,100
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,% of OPD Visits for,Eye Problem,2.23
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.05
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,% of OPD Visits for,Gyne Problems,1.71
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.45
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,% of OPD Visits for,Malignancy,0.03
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,3.18
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,21.83
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.37
Bhaktapur ,Bagmati,Hill,Central,2069/70,2012/13,Not Mentioned Others,,16.68
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,% of OPD Visits for,Eye Problem,1.5
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.4
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,% of OPD Visits for,Gyne Problems,2.19
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,1.55
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,% of OPD Visits for,Malignancy,0.12
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,5.78
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,33.42
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.88
Kathmandu,Bagmati,Hill,Central,2069/70,2012/13,Not Mentioned Others,,14.01
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,% of OPD Visits for,Eye Problem,3.3
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.12
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,% of OPD Visits for,Gyne Problems,1.8
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.32
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,% of OPD Visits for,Malignancy,0.09
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,3.09
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,21.63
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.26
Nuwakot,Bagmati,Hill,Central,2069/70,2012/13,Not Mentioned Others,,8.74
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,% of OPD Visits for,Eye Problem,4.79
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.03
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,% of OPD Visits for,Gyne Problems,1.06
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.08
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,% of OPD Visits for,Malignancy,0
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,1.36
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,26.8
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.13
Rasuwa,Bagmati,Mountain,Central,2069/70,2012/13,Not Mentioned Others,,9.69
Dhading,Bagmati,Hill,Central,2069/70,2012/13,% of OPD Visits for,Eye Problem,2.55
Dhading,Bagmati,Hill,Central,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.35
Dhading,Bagmati,Hill,Central,2069/70,2012/13,% of OPD Visits for,Gyne Problems,2.5
Dhading,Bagmati,Hill,Central,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.48
Dhading,Bagmati,Hill,Central,2069/70,2012/13,% of OPD Visits for,Malignancy,0
Dhading,Bagmati,Hill,Central,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,2.23
Dhading,Bagmati,Hill,Central,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,23.94
Dhading,Bagmati,Hill,Central,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.31
Dhading,Bagmati,Hill,Central,2069/70,2012/13,Not Mentioned Others,,7.1
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,% of OPD Visits for,Eye Problem,3.75
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.1
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,% of OPD Visits for,Gyne Problems,1.38
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.64
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,% of OPD Visits for,Malignancy,0
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,1.66
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,23.4
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.13
Makawanpur,Narayani,Hill,Central,2069/70,2012/13,Not Mentioned Others,,11.29
Rautahat,Narayani,Terai,Central,2069/70,2012/13,% of OPD Visits for,Eye Problem,1.96
Rautahat,Narayani,Terai,Central,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.12
Rautahat,Narayani,Terai,Central,2069/70,2012/13,% of OPD Visits for,Gyne Problems,0.97
Rautahat,Narayani,Terai,Central,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.09
Rautahat,Narayani,Terai,Central,2069/70,2012/13,% of OPD Visits for,Malignancy,0.01
Rautahat,Narayani,Terai,Central,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,1.22
Rautahat,Narayani,Terai,Central,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,26.92
Rautahat,Narayani,Terai,Central,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.06
Rautahat,Narayani,Terai,Central,2069/70,2012/13,Not Mentioned Others,,4.29
Bara,Narayani,Terai,Central,2069/70,2012/13,% of OPD Visits for,Eye Problem,2.53
Bara,Narayani,Terai,Central,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.07
Bara,Narayani,Terai,Central,2069/70,2012/13,% of OPD Visits for,Gyne Problems,0.68
Bara,Narayani,Terai,Central,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.06
Bara,Narayani,Terai,Central,2069/70,2012/13,% of OPD Visits for,Malignancy,0
Bara,Narayani,Terai,Central,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,1.25
Bara,Narayani,Terai,Central,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,24.82
Bara,Narayani,Terai,Central,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.08
Bara,Narayani,Terai,Central,2069/70,2012/13,Not Mentioned Others,,4.48
Parsa,Narayani,Terai,Central,2069/70,2012/13,% of OPD Visits for,Eye Problem,0
Parsa,Narayani,Terai,Central,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0
Parsa,Narayani,Terai,Central,2069/70,2012/13,% of OPD Visits for,Gyne Problems,0
Parsa,Narayani,Terai,Central,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0
Parsa,Narayani,Terai,Central,2069/70,2012/13,% of OPD Visits for,Malignancy,0
Parsa,Narayani,Terai,Central,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,0
Parsa,Narayani,Terai,Central,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,0
Parsa,Narayani,Terai,Central,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0
Parsa,Narayani,Terai,Central,2069/70,2012/13,Not Mentioned Others,,100
Chitwan,Narayani,Terai,Central,2069/70,2012/13,% of OPD Visits for,Eye Problem,1.55
Chitwan,Narayani,Terai,Central,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.4
Chitwan,Narayani,Terai,Central,2069/70,2012/13,% of OPD Visits for,Gyne Problems,4.49
Chitwan,Narayani,Terai,Central,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,1.93
Chitwan,Narayani,Terai,Central,2069/70,2012/13,% of OPD Visits for,Malignancy,0.07
Chitwan,Narayani,Terai,Central,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,3.8
Chitwan,Narayani,Terai,Central,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,20.05
Chitwan,Narayani,Terai,Central,2069/70,2012/13,% of OPD Visits for,Surgical Problems,1.21
Chitwan,Narayani,Terai,Central,2069/70,2012/13,Not Mentioned Others,,13.41
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,% of OPD Visits for,Eye Problem,2.54
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.02
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,% of OPD Visits for,Gyne Problems,2.53
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,% of OPD Visits for,Mental Health related problems,0.88
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,% of OPD Visits for,Malignancy,0.01
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,% of OPD Visits for,Cardiovascular related problem,3.16
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,% of OPD Visits for,Other Diseases and Injuries,24.52
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,% of OPD Visits for,Surgical Problems,0.25
Gorkha,Gandaki,Hill,Western,2069/70,2012/13,Not Mentioned Others,,8.93
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,% of OPD Visits for,Eye Problem,2.77
Lamjung,Gandaki,Hill,Western,2069/70,2012/13,% of OPD Visits for,Obstetrics Complications,0.03
