Year BS,Year AD,District,zone,belt,region,Skin diseases,No of people,Zone,Belt,Region
2066/67,2009/10,Gorkha,Gandaki,Hill,Western,"Impegtigo/
Boils/
Furunculosis",7472,Gandaki,Hill,Western
2066/67,2009/10,Gorkha,Gandaki,Hill,Western,Leukoderma,494,Gandaki,Hill,Western
2066/67,2009/10,Gorkha,Gandaki,Hill,Western,Lymphadenitis,588,Gandaki,Hill,Western
2066/67,2009/10,Gorkha,Gandaki,Hill,Western,Psoriasis,88,Gandaki,Hill,Western
2066/67,2009/10,Gorkha,Gandaki,Hill,Western,Scabies,4872,Gandaki,Hill,Western
2067/68,2010/11,Gorkha,Gandaki,Hill,Western,Abscess,5208,Gandaki,Hill,Western
2067/68,2010/11,Gorkha,Gandaki,Hill,Western,"Eczema/
Dermatatis",5630,Gandaki,Hill,Western
2067/68,2010/11,Gorkha,Gandaki,Hill,Western,"Fungal
Infection",5251,Gandaki,Hill,Western
2067/68,2010/11,Gorkha,Gandaki,Hill,Western,"Impegtigo/
Boils/
Furunculosis",7928,Gandaki,Hill,Western
2067/68,2010/11,Gorkha,Gandaki,Hill,Western,Leukoderma,199,Gandaki,Hill,Western
2067/68,2010/11,Gorkha,Gandaki,Hill,Western,Lymphadenitis,448,Gandaki,Hill,Western
2067/68,2010/11,Gorkha,Gandaki,Hill,Western,Psoriasis,62,Gandaki,Hill,Western
2067/68,2010/11,Gorkha,Gandaki,Hill,Western,Scabies,3829,Gandaki,Hill,Western
2068/69,2011/12,Gorkha,Gandaki,Hill,Western,Abscess,5209,Gandaki,Hill,Western
2068/69,2011/12,Gorkha,Gandaki,Hill,Western,"Eczema/
Dermatatis",5628,Gandaki,Hill,Western
2068/69,2011/12,Gorkha,Gandaki,Hill,Western,"Fungal
Infection",4787,Gandaki,Hill,Western
2068/69,2011/12,Gorkha,Gandaki,Hill,Western,"Impegtigo/
Boils/
Furunculosis",7850,Gandaki,Hill,Western
2068/69,2011/12,Gorkha,Gandaki,Hill,Western,Leukoderma,391,Gandaki,Hill,Western
2068/69,2011/12,Gorkha,Gandaki,Hill,Western,Lymphadenitis,587,Gandaki,Hill,Western
2068/69,2011/12,Gorkha,Gandaki,Hill,Western,Psoriasis,67,Gandaki,Hill,Western
2068/69,2011/12,Gorkha,Gandaki,Hill,Western,Scabies,3373,Gandaki,Hill,Western
2069/70,2012/13,Gorkha,Gandaki,Hill,Western,Abscess,5286,Gandaki,Hill,Western
2069/70,2012/13,Gorkha,Gandaki,Hill,Western,"Eczema/
Dermatatis",5946,Gandaki,Hill,Western
2069/70,2012/13,Gorkha,Gandaki,Hill,Western,"Fungal
Infection",5310,Gandaki,Hill,Western
2069/70,2012/13,Gorkha,Gandaki,Hill,Western,"Impegtigo/
Boils/
Furunculosis",8532,Gandaki,Hill,Western
2069/70,2012/13,Gorkha,Gandaki,Hill,Western,Leukoderma,67,Gandaki,Hill,Western
2069/70,2012/13,Gorkha,Gandaki,Hill,Western,Lymphadenitis,582,Gandaki,Hill,Western
2069/70,2012/13,Gorkha,Gandaki,Hill,Western,Psoriasis,128,Gandaki,Hill,Western
2069/70,2012/13,Gorkha,Gandaki,Hill,Western,Scabies,3233,Gandaki,Hill,Western
2070/71,2013/14,Gorkha,Gandaki,Hill,Western,Abscess,4616,Gandaki,Hill,Western
2070/71,2013/14,Gorkha,Gandaki,Hill,Western,"Eczema/
Dermatatis",5769,Gandaki,Hill,Western
2070/71,2013/14,Gorkha,Gandaki,Hill,Western,"Fungal
Infection",5619,Gandaki,Hill,Western
2070/71,2013/14,Gorkha,Gandaki,Hill,Western,"Impegtigo/
Boils/
Furunculosis",8024,Gandaki,Hill,Western
2070/71,2013/14,Gorkha,Gandaki,Hill,Western,Leukoderma,61,Gandaki,Hill,Western
2070/71,2013/14,Gorkha,Gandaki,Hill,Western,Lymphadenitis,446,Gandaki,Hill,Western
2070/71,2013/14,Gorkha,Gandaki,Hill,Western,Psoriasis,78,Gandaki,Hill,Western
2070/71,2013/14,Gorkha,Gandaki,Hill,Western,Scabies,2869,Gandaki,Hill,Western
2066/67,2009/10,Gulmi,Lumbini,Hill,Western,Abscess,7398,Lumbini,Hill,Western
2066/67,2009/10,Gulmi,Lumbini,Hill,Western,"Eczema/
Dermatatis",7121,Lumbini,Hill,Western
2066/67,2009/10,Gulmi,Lumbini,Hill,Western,"Fungal
Infection",6759,Lumbini,Hill,Western
2066/67,2009/10,Gulmi,Lumbini,Hill,Western,"Impegtigo/
Boils/
Furunculosis",12589,Lumbini,Hill,Western
2066/67,2009/10,Gulmi,Lumbini,Hill,Western,Leukoderma,381,Lumbini,Hill,Western
2066/67,2009/10,Gulmi,Lumbini,Hill,Western,Lymphadenitis,1170,Lumbini,Hill,Western
2066/67,2009/10,Gulmi,Lumbini,Hill,Western,Psoriasis,131,Lumbini,Hill,Western
2066/67,2009/10,Gulmi,Lumbini,Hill,Western,Scabies,6288,Lumbini,Hill,Western
2067/68,2010/11,Gulmi,Lumbini,Hill,Western,Abscess,7959,Lumbini,Hill,Western
2067/68,2010/11,Gulmi,Lumbini,Hill,Western,"Eczema/
Dermatatis",7509,Lumbini,Hill,Western
2067/68,2010/11,Gulmi,Lumbini,Hill,Western,"Fungal
Infection",7431,Lumbini,Hill,Western
2067/68,2010/11,Gulmi,Lumbini,Hill,Western,"Impegtigo/
Boils/
Furunculosis",12974,Lumbini,Hill,Western
2067/68,2010/11,Gulmi,Lumbini,Hill,Western,Leukoderma,285,Lumbini,Hill,Western
2067/68,2010/11,Gulmi,Lumbini,Hill,Western,Lymphadenitis,1261,Lumbini,Hill,Western
2067/68,2010/11,Gulmi,Lumbini,Hill,Western,Psoriasis,125,Lumbini,Hill,Western
2067/68,2010/11,Gulmi,Lumbini,Hill,Western,Scabies,6176,Lumbini,Hill,Western
2068/69,2011/12,Gulmi,Lumbini,Hill,Western,Abscess,6585,Lumbini,Hill,Western
2068/69,2011/12,Gulmi,Lumbini,Hill,Western,"Eczema/
Dermatatis",5783,Lumbini,Hill,Western
2068/69,2011/12,Gulmi,Lumbini,Hill,Western,"Fungal
Infection",6199,Lumbini,Hill,Western
2068/69,2011/12,Gulmi,Lumbini,Hill,Western,"Impegtigo/
Boils/
Furunculosis",11855,Lumbini,Hill,Western
2068/69,2011/12,Gulmi,Lumbini,Hill,Western,Leukoderma,322,Lumbini,Hill,Western
2068/69,2011/12,Gulmi,Lumbini,Hill,Western,Lymphadenitis,1124,Lumbini,Hill,Western
2068/69,2011/12,Gulmi,Lumbini,Hill,Western,Psoriasis,130,Lumbini,Hill,Western
2068/69,2011/12,Gulmi,Lumbini,Hill,Western,Scabies,5633,Lumbini,Hill,Western
2069/70,2012/13,Gulmi,Lumbini,Hill,Western,Abscess,4569,Lumbini,Hill,Western
2069/70,2012/13,Gulmi,Lumbini,Hill,Western,"Eczema/
Dermatatis",4224,Lumbini,Hill,Western
2069/70,2012/13,Gulmi,Lumbini,Hill,Western,"Fungal
Infection",4994,Lumbini,Hill,Western
2069/70,2012/13,Gulmi,Lumbini,Hill,Western,"Impegtigo/
Boils/
Furunculosis",9029,Lumbini,Hill,Western
2069/70,2012/13,Gulmi,Lumbini,Hill,Western,Leukoderma,310,Lumbini,Hill,Western
2069/70,2012/13,Gulmi,Lumbini,Hill,Western,Lymphadenitis,668,Lumbini,Hill,Western
2069/70,2012/13,Gulmi,Lumbini,Hill,Western,Psoriasis,46,Lumbini,Hill,Western
2069/70,2012/13,Gulmi,Lumbini,Hill,Western,Scabies,4080,Lumbini,Hill,Western
2070/71,2013/14,Gulmi,Lumbini,Hill,Western,Abscess,2436,Lumbini,Hill,Western
2070/71,2013/14,Gulmi,Lumbini,Hill,Western,"Eczema/
Dermatatis",2810,Lumbini,Hill,Western
2070/71,2013/14,Gulmi,Lumbini,Hill,Western,"Fungal
Infection",3988,Lumbini,Hill,Western
2070/71,2013/14,Gulmi,Lumbini,Hill,Western,"Impegtigo/
Boils/
Furunculosis",4428,Lumbini,Hill,Western
2070/71,2013/14,Gulmi,Lumbini,Hill,Western,Leukoderma,68,Lumbini,Hill,Western
2070/71,2013/14,Gulmi,Lumbini,Hill,Western,Lymphadenitis,551,Lumbini,Hill,Western
2070/71,2013/14,Gulmi,Lumbini,Hill,Western,Psoriasis,11,Lumbini,Hill,Western
2070/71,2013/14,Gulmi,Lumbini,Hill,Western,Scabies,5019,Lumbini,Hill,Western
2066/67,2009/10,Humla,Karnali,Mountain,Mid-Western,Abscess,2635,Karnali,Mountain,Mid-Western
2066/67,2009/10,Humla,Karnali,Mountain,Mid-Western,"Eczema/
Dermatatis",1255,Karnali,Mountain,Mid-Western
2066/67,2009/10,Humla,Karnali,Mountain,Mid-Western,"Fungal
Infection",1829,Karnali,Mountain,Mid-Western
2066/67,2009/10,Humla,Karnali,Mountain,Mid-Western,"Impegtigo/
Boils/
Furunculosis",1795,Karnali,Mountain,Mid-Western
2066/67,2009/10,Humla,Karnali,Mountain,Mid-Western,Leukoderma,16,Karnali,Mountain,Mid-Western
2066/67,2009/10,Humla,Karnali,Mountain,Mid-Western,Lymphadenitis,160,Karnali,Mountain,Mid-Western
2066/67,2009/10,Humla,Karnali,Mountain,Mid-Western,Psoriasis,7,Karnali,Mountain,Mid-Western
2066/67,2009/10,Humla,Karnali,Mountain,Mid-Western,Scabies,2562,Karnali,Mountain,Mid-Western
2067/68,2010/11,Humla,Karnali,Mountain,Mid-Western,Abscess,1679,Karnali,Mountain,Mid-Western
2067/68,2010/11,Humla,Karnali,Mountain,Mid-Western,"Eczema/
Dermatatis",851,Karnali,Mountain,Mid-Western
2067/68,2010/11,Humla,Karnali,Mountain,Mid-Western,"Fungal
Infection",1656,Karnali,Mountain,Mid-Western
2067/68,2010/11,Humla,Karnali,Mountain,Mid-Western,"Impegtigo/
Boils/
Furunculosis",1310,Karnali,Mountain,Mid-Western
2067/68,2010/11,Humla,Karnali,Mountain,Mid-Western,Leukoderma,33,Karnali,Mountain,Mid-Western
2067/68,2010/11,Humla,Karnali,Mountain,Mid-Western,Lymphadenitis,229,Karnali,Mountain,Mid-Western
2067/68,2010/11,Humla,Karnali,Mountain,Mid-Western,Psoriasis,23,Karnali,Mountain,Mid-Western
2067/68,2010/11,Humla,Karnali,Mountain,Mid-Western,Scabies,2119,Karnali,Mountain,Mid-Western
2068/69,2011/12,Humla,Karnali,Mountain,Mid-Western,Abscess,1966,Karnali,Mountain,Mid-Western
2068/69,2011/12,Humla,Karnali,Mountain,Mid-Western,"Eczema/
Dermatatis",805,Karnali,Mountain,Mid-Western
2068/69,2011/12,Humla,Karnali,Mountain,Mid-Western,"Fungal
Infection",1366,Karnali,Mountain,Mid-Western
2068/69,2011/12,Humla,Karnali,Mountain,Mid-Western,"Impegtigo/
Boils/
Furunculosis",1580,Karnali,Mountain,Mid-Western
2068/69,2011/12,Humla,Karnali,Mountain,Mid-Western,Leukoderma,58,Karnali,Mountain,Mid-Western
2068/69,2011/12,Humla,Karnali,Mountain,Mid-Western,Lymphadenitis,166,Karnali,Mountain,Mid-Western
2068/69,2011/12,Humla,Karnali,Mountain,Mid-Western,Psoriasis,5,Karnali,Mountain,Mid-Western
2068/69,2011/12,Humla,Karnali,Mountain,Mid-Western,Scabies,2155,Karnali,Mountain,Mid-Western
2069/70,2012/13,Humla,Karnali,Mountain,Mid-Western,Abscess,1734,Karnali,Mountain,Mid-Western
2069/70,2012/13,Humla,Karnali,Mountain,Mid-Western,"Eczema/
Dermatatis",1088,Karnali,Mountain,Mid-Western
2069/70,2012/13,Humla,Karnali,Mountain,Mid-Western,"Fungal
Infection",1762,Karnali,Mountain,Mid-Western
2069/70,2012/13,Humla,Karnali,Mountain,Mid-Western,"Impegtigo/
Boils/
Furunculosis",1712,Karnali,Mountain,Mid-Western
2069/70,2012/13,Humla,Karnali,Mountain,Mid-Western,Leukoderma,132,Karnali,Mountain,Mid-Western
2069/70,2012/13,Humla,Karnali,Mountain,Mid-Western,Lymphadenitis,164,Karnali,Mountain,Mid-Western
2069/70,2012/13,Humla,Karnali,Mountain,Mid-Western,Psoriasis,26,Karnali,Mountain,Mid-Western
2069/70,2012/13,Humla,Karnali,Mountain,Mid-Western,Scabies,1688,Karnali,Mountain,Mid-Western
2070/71,2013/14,Humla,Karnali,Mountain,Mid-Western,Abscess,1865,Karnali,Mountain,Mid-Western
2070/71,2013/14,Humla,Karnali,Mountain,Mid-Western,"Eczema/
Dermatatis",1023,Karnali,Mountain,Mid-Western
2070/71,2013/14,Humla,Karnali,Mountain,Mid-Western,"Fungal
Infection",1848,Karnali,Mountain,Mid-Western
2070/71,2013/14,Humla,Karnali,Mountain,Mid-Western,"Impegtigo/
Boils/
Furunculosis",2231,Karnali,Mountain,Mid-Western
2070/71,2013/14,Humla,Karnali,Mountain,Mid-Western,Leukoderma,92,Karnali,Mountain,Mid-Western
2070/71,2013/14,Humla,Karnali,Mountain,Mid-Western,Lymphadenitis,108,Karnali,Mountain,Mid-Western
2070/71,2013/14,Humla,Karnali,Mountain,Mid-Western,Psoriasis,21,Karnali,Mountain,Mid-Western
2070/71,2013/14,Humla,Karnali,Mountain,Mid-Western,Scabies,3031,Karnali,Mountain,Mid-Western
2066/67,2009/10,Ilam,Mechi,Hill,Eastern,Abscess,2803,Mechi,Hill,Eastern
2066/67,2009/10,Ilam,Mechi,Hill,Eastern,"Eczema/
Dermatatis",2712,Mechi,Hill,Eastern
2066/67,2009/10,Ilam,Mechi,Hill,Eastern,"Fungal
Infection",3551,Mechi,Hill,Eastern
2066/67,2009/10,Ilam,Mechi,Hill,Eastern,"Impegtigo/
Boils/
Furunculosis",4644,Mechi,Hill,Eastern
2066/67,2009/10,Ilam,Mechi,Hill,Eastern,Leukoderma,179,Mechi,Hill,Eastern
2066/67,2009/10,Ilam,Mechi,Hill,Eastern,Lymphadenitis,339,Mechi,Hill,Eastern
2066/67,2009/10,Ilam,Mechi,Hill,Eastern,Psoriasis,83,Mechi,Hill,Eastern
2066/67,2009/10,Ilam,Mechi,Hill,Eastern,Scabies,2946,Mechi,Hill,Eastern
2067/68,2010/11,Ilam,Mechi,Hill,Eastern,Abscess,2736,Mechi,Hill,Eastern
2067/68,2010/11,Ilam,Mechi,Hill,Eastern,"Eczema/
Dermatatis",2308,Mechi,Hill,Eastern
2067/68,2010/11,Ilam,Mechi,Hill,Eastern,"Fungal
Infection",3469,Mechi,Hill,Eastern
2067/68,2010/11,Ilam,Mechi,Hill,Eastern,"Impegtigo/
Boils/
Furunculosis",4302,Mechi,Hill,Eastern
2067/68,2010/11,Ilam,Mechi,Hill,Eastern,Leukoderma,86,Mechi,Hill,Eastern
2067/68,2010/11,Ilam,Mechi,Hill,Eastern,Lymphadenitis,385,Mechi,Hill,Eastern
2067/68,2010/11,Ilam,Mechi,Hill,Eastern,Psoriasis,40,Mechi,Hill,Eastern
2067/68,2010/11,Ilam,Mechi,Hill,Eastern,Scabies,2490,Mechi,Hill,Eastern
2068/69,2011/12,Ilam,Mechi,Hill,Eastern,Abscess,2493,Mechi,Hill,Eastern
2068/69,2011/12,Ilam,Mechi,Hill,Eastern,"Eczema/
Dermatatis",2703,Mechi,Hill,Eastern
2068/69,2011/12,Ilam,Mechi,Hill,Eastern,"Fungal
Infection",3487,Mechi,Hill,Eastern
2068/69,2011/12,Ilam,Mechi,Hill,Eastern,"Impegtigo/
Boils/
Furunculosis",4998,Mechi,Hill,Eastern
2068/69,2011/12,Ilam,Mechi,Hill,Eastern,Leukoderma,84,Mechi,Hill,Eastern
2068/69,2011/12,Ilam,Mechi,Hill,Eastern,Lymphadenitis,324,Mechi,Hill,Eastern
2068/69,2011/12,Ilam,Mechi,Hill,Eastern,Psoriasis,111,Mechi,Hill,Eastern
2068/69,2011/12,Ilam,Mechi,Hill,Eastern,Scabies,2035,Mechi,Hill,Eastern
2069/70,2012/13,Ilam,Mechi,Hill,Eastern,Abscess,2151,Mechi,Hill,Eastern
2069/70,2012/13,Ilam,Mechi,Hill,Eastern,"Eczema/
Dermatatis",3110,Mechi,Hill,Eastern
2069/70,2012/13,Ilam,Mechi,Hill,Eastern,"Fungal
Infection",3740,Mechi,Hill,Eastern
2069/70,2012/13,Ilam,Mechi,Hill,Eastern,"Impegtigo/
Boils/
Furunculosis",4312,Mechi,Hill,Eastern
2069/70,2012/13,Ilam,Mechi,Hill,Eastern,Leukoderma,118,Mechi,Hill,Eastern
2069/70,2012/13,Ilam,Mechi,Hill,Eastern,Lymphadenitis,341,Mechi,Hill,Eastern
2069/70,2012/13,Ilam,Mechi,Hill,Eastern,Psoriasis,78,Mechi,Hill,Eastern
2069/70,2012/13,Ilam,Mechi,Hill,Eastern,Scabies,1861,Mechi,Hill,Eastern
2070/71,2013/14,Ilam,Mechi,Hill,Eastern,Abscess,2169,Mechi,Hill,Eastern
2070/71,2013/14,Ilam,Mechi,Hill,Eastern,"Eczema/
Dermatatis",3066,Mechi,Hill,Eastern
2070/71,2013/14,Ilam,Mechi,Hill,Eastern,"Fungal
Infection",3180,Mechi,Hill,Eastern
2070/71,2013/14,Ilam,Mechi,Hill,Eastern,"Impegtigo/
Boils/
Furunculosis",3529,Mechi,Hill,Eastern
2070/71,2013/14,Ilam,Mechi,Hill,Eastern,Leukoderma,142,Mechi,Hill,Eastern
2070/71,2013/14,Ilam,Mechi,Hill,Eastern,Lymphadenitis,365,Mechi,Hill,Eastern
2070/71,2013/14,Ilam,Mechi,Hill,Eastern,Psoriasis,81,Mechi,Hill,Eastern
2070/71,2013/14,Ilam,Mechi,Hill,Eastern,Scabies,2392,Mechi,Hill,Eastern
2066/67,2009/10,Jajarkot,Bheri,Hill,Mid-Western,Abscess,2141,Bheri,Hill,Mid-Western
2066/67,2009/10,Jajarkot,Bheri,Hill,Mid-Western,"Eczema/
Dermatatis",2444,Bheri,Hill,Mid-Western
2066/67,2009/10,Jajarkot,Bheri,Hill,Mid-Western,"Fungal
Infection",2915,Bheri,Hill,Mid-Western
2066/67,2009/10,Jajarkot,Bheri,Hill,Mid-Western,"Impegtigo/
Boils/
Furunculosis",2175,Bheri,Hill,Mid-Western
2066/67,2009/10,Jajarkot,Bheri,Hill,Mid-Western,Leukoderma,99,Bheri,Hill,Mid-Western
2066/67,2009/10,Jajarkot,Bheri,Hill,Mid-Western,Lymphadenitis,107,Bheri,Hill,Mid-Western
2066/67,2009/10,Jajarkot,Bheri,Hill,Mid-Western,Psoriasis,163,Bheri,Hill,Mid-Western
2066/67,2009/10,Jajarkot,Bheri,Hill,Mid-Western,Scabies,1884,Bheri,Hill,Mid-Western
2067/68,2010/11,Jajarkot,Bheri,Hill,Mid-Western,Abscess,2767,Bheri,Hill,Mid-Western
2067/68,2010/11,Jajarkot,Bheri,Hill,Mid-Western,"Eczema/
Dermatatis",2699,Bheri,Hill,Mid-Western
2067/68,2010/11,Jajarkot,Bheri,Hill,Mid-Western,"Fungal
Infection",3149,Bheri,Hill,Mid-Western
2067/68,2010/11,Jajarkot,Bheri,Hill,Mid-Western,"Impegtigo/
Boils/
Furunculosis",2532,Bheri,Hill,Mid-Western
2067/68,2010/11,Jajarkot,Bheri,Hill,Mid-Western,Leukoderma,79,Bheri,Hill,Mid-Western
2067/68,2010/11,Jajarkot,Bheri,Hill,Mid-Western,Lymphadenitis,171,Bheri,Hill,Mid-Western
2067/68,2010/11,Jajarkot,Bheri,Hill,Mid-Western,Psoriasis,35,Bheri,Hill,Mid-Western
2067/68,2010/11,Jajarkot,Bheri,Hill,Mid-Western,Scabies,2105,Bheri,Hill,Mid-Western
2068/69,2011/12,Jajarkot,Bheri,Hill,Mid-Western,Abscess,2767,Bheri,Hill,Mid-Western
2068/69,2011/12,Jajarkot,Bheri,Hill,Mid-Western,"Eczema/
Dermatatis",3386,Bheri,Hill,Mid-Western
2068/69,2011/12,Jajarkot,Bheri,Hill,Mid-Western,"Fungal
Infection",3809,Bheri,Hill,Mid-Western
2068/69,2011/12,Jajarkot,Bheri,Hill,Mid-Western,"Impegtigo/
Boils/
Furunculosis",2779,Bheri,Hill,Mid-Western
2068/69,2011/12,Jajarkot,Bheri,Hill,Mid-Western,Leukoderma,122,Bheri,Hill,Mid-Western
2068/69,2011/12,Jajarkot,Bheri,Hill,Mid-Western,Lymphadenitis,293,Bheri,Hill,Mid-Western
2068/69,2011/12,Jajarkot,Bheri,Hill,Mid-Western,Psoriasis,52,Bheri,Hill,Mid-Western
2068/69,2011/12,Jajarkot,Bheri,Hill,Mid-Western,Scabies,2797,Bheri,Hill,Mid-Western
2069/70,2012/13,Jajarkot,Bheri,Hill,Mid-Western,Abscess,2932,Bheri,Hill,Mid-Western
2069/70,2012/13,Jajarkot,Bheri,Hill,Mid-Western,"Eczema/
Dermatatis",3543,Bheri,Hill,Mid-Western
2069/70,2012/13,Jajarkot,Bheri,Hill,Mid-Western,"Fungal
Infection",3212,Bheri,Hill,Mid-Western
2069/70,2012/13,Jajarkot,Bheri,Hill,Mid-Western,"Impegtigo/
Boils/
Furunculosis",2580,Bheri,Hill,Mid-Western
2069/70,2012/13,Jajarkot,Bheri,Hill,Mid-Western,Leukoderma,170,Bheri,Hill,Mid-Western
2069/70,2012/13,Jajarkot,Bheri,Hill,Mid-Western,Lymphadenitis,214,Bheri,Hill,Mid-Western
2069/70,2012/13,Jajarkot,Bheri,Hill,Mid-Western,Psoriasis,50,Bheri,Hill,Mid-Western
2069/70,2012/13,Jajarkot,Bheri,Hill,Mid-Western,Scabies,4359,Bheri,Hill,Mid-Western
2070/71,2013/14,Jajarkot,Bheri,Hill,Mid-Western,Abscess,3167,Bheri,Hill,Mid-Western
2070/71,2013/14,Jajarkot,Bheri,Hill,Mid-Western,"Eczema/
Dermatatis",3261,Bheri,Hill,Mid-Western
2070/71,2013/14,Jajarkot,Bheri,Hill,Mid-Western,"Fungal
Infection",3548,Bheri,Hill,Mid-Western
2070/71,2013/14,Jajarkot,Bheri,Hill,Mid-Western,"Impegtigo/
Boils/
Furunculosis",2316,Bheri,Hill,Mid-Western
2070/71,2013/14,Jajarkot,Bheri,Hill,Mid-Western,Leukoderma,299,Bheri,Hill,Mid-Western
2070/71,2013/14,Jajarkot,Bheri,Hill,Mid-Western,Lymphadenitis,177,Bheri,Hill,Mid-Western
2070/71,2013/14,Jajarkot,Bheri,Hill,Mid-Western,Psoriasis,74,Bheri,Hill,Mid-Western
2070/71,2013/14,Jajarkot,Bheri,Hill,Mid-Western,Scabies,10384,Bheri,Hill,Mid-Western
2066/67,2009/10,Jhapa,Mechi,Terai,Eastern,Abscess,8982,Mechi,Terai,Eastern
2066/67,2009/10,Jhapa,Mechi,Terai,Eastern,"Eczema/
Dermatatis",10014,Mechi,Terai,Eastern
2066/67,2009/10,Jhapa,Mechi,Terai,Eastern,"Fungal
Infection",12966,Mechi,Terai,Eastern
2066/67,2009/10,Jhapa,Mechi,Terai,Eastern,"Impegtigo/
Boils/
Furunculosis",16217,Mechi,Terai,Eastern
2066/67,2009/10,Jhapa,Mechi,Terai,Eastern,Leukoderma,206,Mechi,Terai,Eastern
2066/67,2009/10,Jhapa,Mechi,Terai,Eastern,Lymphadenitis,1567,Mechi,Terai,Eastern
2066/67,2009/10,Jhapa,Mechi,Terai,Eastern,Psoriasis,870,Mechi,Terai,Eastern
2066/67,2009/10,Jhapa,Mechi,Terai,Eastern,Scabies,8202,Mechi,Terai,Eastern
2067/68,2010/11,Jhapa,Mechi,Terai,Eastern,Abscess,10461,Mechi,Terai,Eastern
2067/68,2010/11,Jhapa,Mechi,Terai,Eastern,"Eczema/
Dermatatis",9759,Mechi,Terai,Eastern
2067/68,2010/11,Jhapa,Mechi,Terai,Eastern,"Fungal
Infection",15680,Mechi,Terai,Eastern
2067/68,2010/11,Jhapa,Mechi,Terai,Eastern,"Impegtigo/
Boils/
Furunculosis",17473,Mechi,Terai,Eastern
2067/68,2010/11,Jhapa,Mechi,Terai,Eastern,Leukoderma,195,Mechi,Terai,Eastern
2067/68,2010/11,Jhapa,Mechi,Terai,Eastern,Lymphadenitis,1370,Mechi,Terai,Eastern
2067/68,2010/11,Jhapa,Mechi,Terai,Eastern,Psoriasis,261,Mechi,Terai,Eastern
2067/68,2010/11,Jhapa,Mechi,Terai,Eastern,Scabies,9102,Mechi,Terai,Eastern
2068/69,2011/12,Jhapa,Mechi,Terai,Eastern,Abscess,9390,Mechi,Terai,Eastern
2068/69,2011/12,Jhapa,Mechi,Terai,Eastern,"Eczema/
Dermatatis",11214,Mechi,Terai,Eastern
2068/69,2011/12,Jhapa,Mechi,Terai,Eastern,"Fungal
Infection",16597,Mechi,Terai,Eastern
2068/69,2011/12,Jhapa,Mechi,Terai,Eastern,"Impegtigo/
Boils/
Furunculosis",18114,Mechi,Terai,Eastern
2068/69,2011/12,Jhapa,Mechi,Terai,Eastern,Leukoderma,259,Mechi,Terai,Eastern
2068/69,2011/12,Jhapa,Mechi,Terai,Eastern,Lymphadenitis,1968,Mechi,Terai,Eastern
2068/69,2011/12,Jhapa,Mechi,Terai,Eastern,Psoriasis,331,Mechi,Terai,Eastern
2068/69,2011/12,Jhapa,Mechi,Terai,Eastern,Scabies,8606,Mechi,Terai,Eastern
2069/70,2012/13,Jhapa,Mechi,Terai,Eastern,Abscess,10766,Mechi,Terai,Eastern
2069/70,2012/13,Jhapa,Mechi,Terai,Eastern,"Eczema/
Dermatatis",13269,Mechi,Terai,Eastern
2069/70,2012/13,Jhapa,Mechi,Terai,Eastern,"Fungal
Infection",18577,Mechi,Terai,Eastern
2069/70,2012/13,Jhapa,Mechi,Terai,Eastern,"Impegtigo/
Boils/
Furunculosis",19812,Mechi,Terai,Eastern
2069/70,2012/13,Jhapa,Mechi,Terai,Eastern,Leukoderma,195,Mechi,Terai,Eastern
2069/70,2012/13,Jhapa,Mechi,Terai,Eastern,Lymphadenitis,2123,Mechi,Terai,Eastern
2069/70,2012/13,Jhapa,Mechi,Terai,Eastern,Psoriasis,290,Mechi,Terai,Eastern
2069/70,2012/13,Jhapa,Mechi,Terai,Eastern,Scabies,11284,Mechi,Terai,Eastern
2070/71,2013/14,Jhapa,Mechi,Terai,Eastern,Abscess,9912,Mechi,Terai,Eastern
2070/71,2013/14,Jhapa,Mechi,Terai,Eastern,"Eczema/
Dermatatis",11155,Mechi,Terai,Eastern
2070/71,2013/14,Jhapa,Mechi,Terai,Eastern,"Fungal
Infection",18124,Mechi,Terai,Eastern
2070/71,2013/14,Jhapa,Mechi,Terai,Eastern,"Impegtigo/
Boils/
Furunculosis",19590,Mechi,Terai,Eastern
2070/71,2013/14,Jhapa,Mechi,Terai,Eastern,Leukoderma,155,Mechi,Terai,Eastern
2070/71,2013/14,Jhapa,Mechi,Terai,Eastern,Lymphadenitis,1802,Mechi,Terai,Eastern
2070/71,2013/14,Jhapa,Mechi,Terai,Eastern,Psoriasis,242,Mechi,Terai,Eastern
2070/71,2013/14,Jhapa,Mechi,Terai,Eastern,Scabies,10739,Mechi,Terai,Eastern
2066/67,2009/10,Jumla,Karnali,Mountain,Mid-Western,Abscess,1104,Karnali,Mountain,Mid-Western
2066/67,2009/10,Jumla,Karnali,Mountain,Mid-Western,"Eczema/
Dermatatis",1470,Karnali,Mountain,Mid-Western
2066/67,2009/10,Jumla,Karnali,Mountain,Mid-Western,"Fungal
Infection",801,Karnali,Mountain,Mid-Western
2066/67,2009/10,Jumla,Karnali,Mountain,Mid-Western,"Impegtigo/
Boils/
Furunculosis",1197,Karnali,Mountain,Mid-Western
2066/67,2009/10,Jumla,Karnali,Mountain,Mid-Western,Leukoderma,44,Karnali,Mountain,Mid-Western
2066/67,2009/10,Jumla,Karnali,Mountain,Mid-Western,Lymphadenitis,16,Karnali,Mountain,Mid-Western
