District,zone,belt,region,Year BS,Year AD,Conducted by,Institution,Number of women,Zone,Belt,Region
Jumla,Karnali,Mountain,Mid-Western,2067/68,2010/11,Conducted by SBA,Health Institution,514,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2067/68,2010/11,Conducted by SBA,Home,175,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2067/68,2010/11,Conducted by health workers,Health Institution ,63,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2067/68,2010/11,Conducted by health workers,Home,239,Karnali,Mountain,Mid-Western
Jumla,Karnali,Mountain,Mid-Western,2067/68,2010/11,,At BEOC/CEOC centers,577,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2067/68,2010/11,Conducted by SBA,Health Institution,504,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2067/68,2010/11,Conducted by SBA,Home,169,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2067/68,2010/11,Conducted by health workers,Health Institution ,106,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2067/68,2010/11,Conducted by health workers,Home,226,Karnali,Mountain,Mid-Western
Kalikot,Karnali,Mountain,Mid-Western,2067/68,2010/11,,At BEOC/CEOC centers,383,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2067/68,2010/11,Conducted by SBA,Health Institution,529,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2067/68,2010/11,Conducted by SBA,Home,89,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2067/68,2010/11,Conducted by health workers,Health Institution ,56,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2067/68,2010/11,Conducted by health workers,Home,257,Karnali,Mountain,Mid-Western
Mugu,Karnali,Mountain,Mid-Western,2067/68,2010/11,,At BEOC/CEOC centers,199,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2067/68,2010/11,Conducted by SBA,Health Institution,548,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2067/68,2010/11,Conducted by SBA,Home,254,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2067/68,2010/11,Conducted by health workers,Health Institution ,54,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2067/68,2010/11,Conducted by health workers,Home,229,Karnali,Mountain,Mid-Western
Humla,Karnali,Mountain,Mid-Western,2067/68,2010/11,,At BEOC/CEOC centers,513,Karnali,Mountain,Mid-Western
Bajura,Seti,Mountain,Far-Western,2067/68,2010/11,Conducted by SBA,Health Institution,1037,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2067/68,2010/11,Conducted by SBA,Home,73,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2067/68,2010/11,Conducted by health workers,Health Institution ,299,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2067/68,2010/11,Conducted by health workers,Home,159,Seti,Mountain,Far-Western
Bajura,Seti,Mountain,Far-Western,2067/68,2010/11,,At BEOC/CEOC centers,740,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2067/68,2010/11,Conducted by SBA,Health Institution,1011,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2067/68,2010/11,Conducted by SBA,Home,83,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2067/68,2010/11,Conducted by health workers,Health Institution ,265,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2067/68,2010/11,Conducted by health workers,Home,356,Seti,Mountain,Far-Western
Bajhang,Seti,Mountain,Far-Western,2067/68,2010/11,,At BEOC/CEOC centers,958,Seti,Mountain,Far-Western
Achham,Seti,Hill,Far-Western,2067/68,2010/11,Conducted by SBA,Health Institution,1684,Seti,Hill,Far-Western
Achham,Seti,Hill,Far-Western,2067/68,2010/11,Conducted by SBA,Home,154,Seti,Hill,Far-Western
Achham,Seti,Hill,Far-Western,2067/68,2010/11,Conducted by health workers,Health Institution ,138,Seti,Hill,Far-Western
Achham,Seti,Hill,Far-Western,2067/68,2010/11,Conducted by health workers,Home,754,Seti,Hill,Far-Western
Achham,Seti,Hill,Far-Western,2067/68,2010/11,,At BEOC/CEOC centers,1507,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2067/68,2010/11,Conducted by SBA,Health Institution,2013,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2067/68,2010/11,Conducted by SBA,Home,72,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2067/68,2010/11,Conducted by health workers,Health Institution ,281,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2067/68,2010/11,Conducted by health workers,Home,286,Seti,Hill,Far-Western
Doti,Seti,Hill,Far-Western,2067/68,2010/11,,At BEOC/CEOC centers,1107,Seti,Hill,Far-Western
Kailali,Seti,Terai,Far-Western,2067/68,2010/11,Conducted by SBA,Health Institution,8993,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2067/68,2010/11,Conducted by SBA,Home,245,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2067/68,2010/11,Conducted by health workers,Health Institution ,598,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2067/68,2010/11,Conducted by health workers,Home,289,Seti,Terai,Far-Western
Kailali,Seti,Terai,Far-Western,2067/68,2010/11,,At BEOC/CEOC centers,2201,Seti,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2067/68,2010/11,Conducted by SBA,Health Institution,4870,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2067/68,2010/11,Conducted by SBA,Home,4,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2067/68,2010/11,Conducted by health workers,Health Institution ,65,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2067/68,2010/11,Conducted by health workers,Home,82,Mahakali,Terai,Far-Western
Kanchanpur,Mahakali,Terai,Far-Western,2067/68,2010/11,,At BEOC/CEOC centers,1798,Mahakali,Terai,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,2067/68,2010/11,Conducted by SBA,Health Institution,2176,Mahakali,Hill,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,2067/68,2010/11,Conducted by SBA,Home,35,Mahakali,Hill,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,2067/68,2010/11,Conducted by health workers,Health Institution ,264,Mahakali,Hill,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,2067/68,2010/11,Conducted by health workers,Home,35,Mahakali,Hill,Far-Western
Dadeldhura,Mahakali,Hill,Far-Western,2067/68,2010/11,,At BEOC/CEOC centers,561,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2067/68,2010/11,Conducted by SBA,Health Institution,494,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2067/68,2010/11,Conducted by SBA,Home,73,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2067/68,2010/11,Conducted by health workers,Health Institution ,157,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2067/68,2010/11,Conducted by health workers,Home,503,Mahakali,Hill,Far-Western
Baitadi,Mahakali,Hill,Far-Western,2067/68,2010/11,,At BEOC/CEOC centers,211,Mahakali,Hill,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2067/68,2010/11,Conducted by SBA,Health Institution,584,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2067/68,2010/11,Conducted by SBA,Home,54,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2067/68,2010/11,Conducted by health workers,Health Institution ,111,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2067/68,2010/11,Conducted by health workers,Home,157,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2067/68,2010/11,,At BEOC/CEOC centers,306,Mahakali,Mountain,Far-Western
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Conducted by SBA,Health Institution,513,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Conducted by SBA,Home,92,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Conducted by health workers,Health Institution ,147,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,Conducted by health workers,Home,475,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,,Birthing Center (HP/SHP),303,Mechi,Mountain,Eastern
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,,At BEOC/CEOC centers,300,Mechi,Mountain,Eastern
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Conducted by SBA,Health Institution,1527,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Conducted by SBA,Home,50,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Conducted by health workers,Health Institution ,59,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Conducted by health workers,Home,176,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,,Birthing Center (HP/SHP),684,Mechi,Hill,Eastern
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,,At BEOC/CEOC centers,890,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Conducted by SBA,Health Institution,1294,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Conducted by SBA,Home,98,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Conducted by health workers,Health Institution ,60,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Conducted by health workers,Home,388,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,,Birthing Center (HP/SHP),288,Mechi,Hill,Eastern
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,,At BEOC/CEOC centers,985,Mechi,Hill,Eastern
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Conducted by SBA,Health Institution,11003,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Conducted by SBA,Home,192,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Conducted by health workers,Health Institution ,80,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Conducted by health workers,Home,429,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,,Birthing Center (HP/SHP),224,Mechi,Terai,Eastern
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,,At BEOC/CEOC centers,10769,Mechi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Conducted by SBA,Health Institution,15320,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Conducted by SBA,Home,42,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Conducted by health workers,Health Institution ,13,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Conducted by health workers,Home,129,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2068/69,2011/12,,Birthing Center (HP/SHP),368,Kosi,Terai,Eastern
Morang,Kosi,Terai,Eastern,2068/69,2011/12,,At BEOC/CEOC centers,14647,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Conducted by SBA,Health Institution,15950,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Conducted by SBA,Home,93,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Conducted by health workers,Health Institution ,26,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Conducted by health workers,Home,161,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,,Birthing Center (HP/SHP),2158,Kosi,Terai,Eastern
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,,At BEOC/CEOC centers,11060,Kosi,Terai,Eastern
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Conducted by SBA,Health Institution,640,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Conducted by SBA,Home,75,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Conducted by health workers,Health Institution ,44,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Conducted by health workers,Home,352,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,,Birthing Center (HP/SHP),286,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,,At BEOC/CEOC centers,71,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Conducted by SBA,Health Institution,443,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Conducted by SBA,Home,59,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Conducted by health workers,Health Institution ,52,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Conducted by health workers,Home,179,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,,Birthing Center (HP/SHP),200,Kosi,Hill,Eastern
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,,At BEOC/CEOC centers,17,Kosi,Hill,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Conducted by SBA,Health Institution,1333,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Conducted by SBA,Home,39,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Conducted by health workers,Health Institution ,33,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Conducted by health workers,Home,50,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,,Birthing Center (HP/SHP),737,Kosi,Mountain,Eastern
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,,At BEOC/CEOC centers,477,Kosi,Mountain,Eastern
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Conducted by SBA,Health Institution,561,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Conducted by SBA,Home,20,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Conducted by health workers,Health Institution ,167,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Conducted by health workers,Home,255,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,,Birthing Center (HP/SHP),309,Kosi,Hill,Eastern
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,,At BEOC/CEOC centers,87,Kosi,Hill,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Conducted by SBA,Health Institution,611,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Conducted by SBA,Home,156,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Conducted by health workers,Health Institution ,19,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Conducted by health workers,Home,342,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,,Birthing Center (HP/SHP),153,Sagarmatha,Mountain,Eastern
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,,At BEOC/CEOC centers,329,Sagarmatha,Mountain,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Conducted by SBA,Health Institution,1089,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Conducted by SBA,Home,134,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Conducted by health workers,Health Institution ,172,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Conducted by health workers,Home,336,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,,Birthing Center (HP/SHP),428,Sagarmatha,Hill,Eastern
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,,At BEOC/CEOC centers,612,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Conducted by SBA,Health Institution,846,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Conducted by SBA,Home,277,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Conducted by health workers,Health Institution ,405,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Conducted by health workers,Home,841,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,,Birthing Center (HP/SHP),472,Sagarmatha,Hill,Eastern
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,,At BEOC/CEOC centers,37,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Conducted by SBA,Health Institution,1724,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Conducted by SBA,Home,110,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Conducted by health workers,Health Institution ,209,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Conducted by health workers,Home,497,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,,Birthing Center (HP/SHP),854,Sagarmatha,Hill,Eastern
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,,At BEOC/CEOC centers,1537,Sagarmatha,Hill,Eastern
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Conducted by SBA,Health Institution,7322,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Conducted by SBA,Home,384,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Conducted by health workers,Health Institution ,120,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Conducted by health workers,Home,1553,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,,Birthing Center (HP/SHP),2256,Sagarmatha,Terai,Eastern
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,,At BEOC/CEOC centers,5095,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Conducted by SBA,Health Institution,6942,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Conducted by SBA,Home,1049,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Conducted by health workers,Health Institution ,138,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Conducted by health workers,Home,1788,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,,Birthing Center (HP/SHP),1289,Sagarmatha,Terai,Eastern
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,,At BEOC/CEOC centers,5169,Sagarmatha,Terai,Eastern
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Conducted by SBA,Health Institution,8837,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Conducted by SBA,Home,715,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Conducted by health workers,Health Institution ,193,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Conducted by health workers,Home,5341,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,,Birthing Center (HP/SHP),104,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,,At BEOC/CEOC centers,0,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Conducted by SBA,Health Institution,2829,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Conducted by SBA,Home,649,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Conducted by health workers,Health Institution ,708,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Conducted by health workers,Home,6257,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,,Birthing Center (HP/SHP),337,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,,At BEOC/CEOC centers,67,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Conducted by SBA,Health Institution,4240,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Conducted by SBA,Home,1218,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Conducted by health workers,Health Institution ,82,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Conducted by health workers,Home,2997,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,,Birthing Center (HP/SHP),2210,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,,At BEOC/CEOC centers,7,Janakpur,Terai,Central
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Conducted by SBA,Health Institution,1153,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Conducted by SBA,Home,354,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Conducted by health workers,Health Institution ,180,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Conducted by health workers,Home,580,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,,Birthing Center (HP/SHP),724,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,,At BEOC/CEOC centers,316,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Conducted by SBA,Health Institution,1192,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Conducted by SBA,Home,146,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Conducted by health workers,Health Institution ,80,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Conducted by health workers,Home,348,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,,Birthing Center (HP/SHP),1106,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,,At BEOC/CEOC centers,128,Janakpur,Hill,Central
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Conducted by SBA,Health Institution,964,Janakpur,Mountain,Central
