Year BS,Year AD,District,zone,belt,region,"Ear,Nose and Throat related problems",No of people,Zone,Belt,Region
2069/70,2012/13,Jhapa,Mechi,Terai,Eastern,Pharyngities/ Sore throat,11486,Mechi,Terai,Eastern
2069/70,2012/13,Jhapa,Mechi,Terai,Eastern,Sinusitis,7986,Mechi,Terai,Eastern
2069/70,2012/13,Jhapa,Mechi,Terai,Eastern,Tonsilitis,17951,Mechi,Terai,Eastern
2070/71,2013/14,Jhapa,Mechi,Terai,Eastern,Acute/ Chronic Suppurative Otitis Media (ASOM),3225,Mechi,Terai,Eastern
2070/71,2013/14,Jhapa,Mechi,Terai,Eastern,Foreign body in respiratory tract,140,Mechi,Terai,Eastern
2070/71,2013/14,Jhapa,Mechi,Terai,Eastern,Pharyngities/ Sore throat,2171,Mechi,Terai,Eastern
2070/71,2013/14,Jhapa,Mechi,Terai,Eastern,Sinusitis,2175,Mechi,Terai,Eastern
2070/71,2013/14,Jhapa,Mechi,Terai,Eastern,Tonsilitis,6001,Mechi,Terai,Eastern
2066/67,2009/10,Jumla,Karnali,Mountain,Mid-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),1784,Karnali,Mountain,Mid-Western
2066/67,2009/10,Jumla,Karnali,Mountain,Mid-Western,Foreign body in respiratory tract,20,Karnali,Mountain,Mid-Western
2066/67,2009/10,Jumla,Karnali,Mountain,Mid-Western,Pharyngities/ Sore throat,319,Karnali,Mountain,Mid-Western
2066/67,2009/10,Jumla,Karnali,Mountain,Mid-Western,Sinusitis,444,Karnali,Mountain,Mid-Western
2066/67,2009/10,Jumla,Karnali,Mountain,Mid-Western,Tonsilitis,660,Karnali,Mountain,Mid-Western
2067/68,2010/11,Jumla,Karnali,Mountain,Mid-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),1754,Karnali,Mountain,Mid-Western
2067/68,2010/11,Jumla,Karnali,Mountain,Mid-Western,Foreign body in respiratory tract,37,Karnali,Mountain,Mid-Western
2067/68,2010/11,Jumla,Karnali,Mountain,Mid-Western,Pharyngities/ Sore throat,171,Karnali,Mountain,Mid-Western
2067/68,2010/11,Jumla,Karnali,Mountain,Mid-Western,Sinusitis,480,Karnali,Mountain,Mid-Western
2067/68,2010/11,Jumla,Karnali,Mountain,Mid-Western,Tonsilitis,571,Karnali,Mountain,Mid-Western
2068/69,2011/12,Jumla,Karnali,Mountain,Mid-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),1717,Karnali,Mountain,Mid-Western
2068/69,2011/12,Jumla,Karnali,Mountain,Mid-Western,Foreign body in respiratory tract,30,Karnali,Mountain,Mid-Western
2068/69,2011/12,Jumla,Karnali,Mountain,Mid-Western,Pharyngities/ Sore throat,181,Karnali,Mountain,Mid-Western
2068/69,2011/12,Jumla,Karnali,Mountain,Mid-Western,Sinusitis,407,Karnali,Mountain,Mid-Western
2068/69,2011/12,Jumla,Karnali,Mountain,Mid-Western,Tonsilitis,622,Karnali,Mountain,Mid-Western
2069/70,2012/13,Jumla,Karnali,Mountain,Mid-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),1604,Karnali,Mountain,Mid-Western
2069/70,2012/13,Jumla,Karnali,Mountain,Mid-Western,Foreign body in respiratory tract,105,Karnali,Mountain,Mid-Western
2069/70,2012/13,Jumla,Karnali,Mountain,Mid-Western,Pharyngities/ Sore throat,235,Karnali,Mountain,Mid-Western
2069/70,2012/13,Jumla,Karnali,Mountain,Mid-Western,Sinusitis,428,Karnali,Mountain,Mid-Western
2069/70,2012/13,Jumla,Karnali,Mountain,Mid-Western,Tonsilitis,827,Karnali,Mountain,Mid-Western
2070/71,2013/14,Jumla,Karnali,Mountain,Mid-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),857,Karnali,Mountain,Mid-Western
2070/71,2013/14,Jumla,Karnali,Mountain,Mid-Western,Foreign body in respiratory tract,20,Karnali,Mountain,Mid-Western
2070/71,2013/14,Jumla,Karnali,Mountain,Mid-Western,Pharyngities/ Sore throat,484,Karnali,Mountain,Mid-Western
2070/71,2013/14,Jumla,Karnali,Mountain,Mid-Western,Sinusitis,314,Karnali,Mountain,Mid-Western
2070/71,2013/14,Jumla,Karnali,Mountain,Mid-Western,Tonsilitis,1406,Karnali,Mountain,Mid-Western
2066/67,2009/10,Kailali,Seti,Terai,Far-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),10344,Seti,Terai,Far-Western
2066/67,2009/10,Kailali,Seti,Terai,Far-Western,Foreign body in respiratory tract,73,Seti,Terai,Far-Western
2066/67,2009/10,Kailali,Seti,Terai,Far-Western,Pharyngities/ Sore throat,1791,Seti,Terai,Far-Western
2066/67,2009/10,Kailali,Seti,Terai,Far-Western,Sinusitis,1159,Seti,Terai,Far-Western
2066/67,2009/10,Kailali,Seti,Terai,Far-Western,Tonsilitis,3136,Seti,Terai,Far-Western
2067/68,2010/11,Kailali,Seti,Terai,Far-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),11112,Seti,Terai,Far-Western
2067/68,2010/11,Kailali,Seti,Terai,Far-Western,Foreign body in respiratory tract,146,Seti,Terai,Far-Western
2067/68,2010/11,Kailali,Seti,Terai,Far-Western,Pharyngities/ Sore throat,1947,Seti,Terai,Far-Western
2067/68,2010/11,Kailali,Seti,Terai,Far-Western,Sinusitis,1171,Seti,Terai,Far-Western
2067/68,2010/11,Kailali,Seti,Terai,Far-Western,Tonsilitis,3048,Seti,Terai,Far-Western
2068/69,2011/12,Kailali,Seti,Terai,Far-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),11894,Seti,Terai,Far-Western
2068/69,2011/12,Kailali,Seti,Terai,Far-Western,Foreign body in respiratory tract,74,Seti,Terai,Far-Western
2068/69,2011/12,Kailali,Seti,Terai,Far-Western,Pharyngities/ Sore throat,2277,Seti,Terai,Far-Western
2068/69,2011/12,Kailali,Seti,Terai,Far-Western,Sinusitis,1500,Seti,Terai,Far-Western
2068/69,2011/12,Kailali,Seti,Terai,Far-Western,Tonsilitis,3733,Seti,Terai,Far-Western
2069/70,2012/13,Kailali,Seti,Terai,Far-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),12292,Seti,Terai,Far-Western
2069/70,2012/13,Kailali,Seti,Terai,Far-Western,Foreign body in respiratory tract,122,Seti,Terai,Far-Western
2069/70,2012/13,Kailali,Seti,Terai,Far-Western,Pharyngities/ Sore throat,1898,Seti,Terai,Far-Western
2069/70,2012/13,Kailali,Seti,Terai,Far-Western,Sinusitis,1902,Seti,Terai,Far-Western
2069/70,2012/13,Kailali,Seti,Terai,Far-Western,Tonsilitis,3907,Seti,Terai,Far-Western
2070/71,2013/14,Kailali,Seti,Terai,Far-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),5599,Seti,Terai,Far-Western
2070/71,2013/14,Kailali,Seti,Terai,Far-Western,Foreign body in respiratory tract,145,Seti,Terai,Far-Western
2070/71,2013/14,Kailali,Seti,Terai,Far-Western,Pharyngities/ Sore throat,3146,Seti,Terai,Far-Western
2070/71,2013/14,Kailali,Seti,Terai,Far-Western,Sinusitis,2826,Seti,Terai,Far-Western
2070/71,2013/14,Kailali,Seti,Terai,Far-Western,Tonsilitis,8234,Seti,Terai,Far-Western
2066/67,2009/10,Kalikot,Karnali,Mountain,Mid-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),1328,Karnali,Mountain,Mid-Western
2066/67,2009/10,Kalikot,Karnali,Mountain,Mid-Western,Foreign body in respiratory tract,400,Karnali,Mountain,Mid-Western
2066/67,2009/10,Kalikot,Karnali,Mountain,Mid-Western,Pharyngities/ Sore throat,517,Karnali,Mountain,Mid-Western
2066/67,2009/10,Kalikot,Karnali,Mountain,Mid-Western,Sinusitis,615,Karnali,Mountain,Mid-Western
2066/67,2009/10,Kalikot,Karnali,Mountain,Mid-Western,Tonsilitis,831,Karnali,Mountain,Mid-Western
2067/68,2010/11,Kalikot,Karnali,Mountain,Mid-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),1389,Karnali,Mountain,Mid-Western
2067/68,2010/11,Kalikot,Karnali,Mountain,Mid-Western,Foreign body in respiratory tract,103,Karnali,Mountain,Mid-Western
2067/68,2010/11,Kalikot,Karnali,Mountain,Mid-Western,Pharyngities/ Sore throat,455,Karnali,Mountain,Mid-Western
2067/68,2010/11,Kalikot,Karnali,Mountain,Mid-Western,Sinusitis,580,Karnali,Mountain,Mid-Western
2067/68,2010/11,Kalikot,Karnali,Mountain,Mid-Western,Tonsilitis,759,Karnali,Mountain,Mid-Western
2068/69,2011/12,Kalikot,Karnali,Mountain,Mid-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),1337,Karnali,Mountain,Mid-Western
2068/69,2011/12,Kalikot,Karnali,Mountain,Mid-Western,Foreign body in respiratory tract,102,Karnali,Mountain,Mid-Western
2068/69,2011/12,Kalikot,Karnali,Mountain,Mid-Western,Pharyngities/ Sore throat,568,Karnali,Mountain,Mid-Western
2068/69,2011/12,Kalikot,Karnali,Mountain,Mid-Western,Sinusitis,712,Karnali,Mountain,Mid-Western
2068/69,2011/12,Kalikot,Karnali,Mountain,Mid-Western,Tonsilitis,914,Karnali,Mountain,Mid-Western
2069/70,2012/13,Kalikot,Karnali,Mountain,Mid-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),1687,Karnali,Mountain,Mid-Western
2069/70,2012/13,Kalikot,Karnali,Mountain,Mid-Western,Foreign body in respiratory tract,48,Karnali,Mountain,Mid-Western
2069/70,2012/13,Kalikot,Karnali,Mountain,Mid-Western,Pharyngities/ Sore throat,635,Karnali,Mountain,Mid-Western
2069/70,2012/13,Kalikot,Karnali,Mountain,Mid-Western,Sinusitis,582,Karnali,Mountain,Mid-Western
2069/70,2012/13,Kalikot,Karnali,Mountain,Mid-Western,Tonsilitis,937,Karnali,Mountain,Mid-Western
2070/71,2013/14,Kalikot,Karnali,Mountain,Mid-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),4089,Karnali,Mountain,Mid-Western
2070/71,2013/14,Kalikot,Karnali,Mountain,Mid-Western,Foreign body in respiratory tract,38,Karnali,Mountain,Mid-Western
2070/71,2013/14,Kalikot,Karnali,Mountain,Mid-Western,Pharyngities/ Sore throat,2397,Karnali,Mountain,Mid-Western
2070/71,2013/14,Kalikot,Karnali,Mountain,Mid-Western,Sinusitis,1418,Karnali,Mountain,Mid-Western
2070/71,2013/14,Kalikot,Karnali,Mountain,Mid-Western,Tonsilitis,4784,Karnali,Mountain,Mid-Western
2066/67,2009/10,Kanchanpur,Mahakali,Terai,Far-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),5907,Mahakali,Terai,Far-Western
2066/67,2009/10,Kanchanpur,Mahakali,Terai,Far-Western,Foreign body in respiratory tract,84,Mahakali,Terai,Far-Western
2066/67,2009/10,Kanchanpur,Mahakali,Terai,Far-Western,Pharyngities/ Sore throat,1345,Mahakali,Terai,Far-Western
2066/67,2009/10,Kanchanpur,Mahakali,Terai,Far-Western,Sinusitis,839,Mahakali,Terai,Far-Western
2066/67,2009/10,Kanchanpur,Mahakali,Terai,Far-Western,Tonsilitis,2166,Mahakali,Terai,Far-Western
2067/68,2010/11,Kanchanpur,Mahakali,Terai,Far-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),9440,Mahakali,Terai,Far-Western
2067/68,2010/11,Kanchanpur,Mahakali,Terai,Far-Western,Foreign body in respiratory tract,194,Mahakali,Terai,Far-Western
2067/68,2010/11,Kanchanpur,Mahakali,Terai,Far-Western,Pharyngities/ Sore throat,1575,Mahakali,Terai,Far-Western
2067/68,2010/11,Kanchanpur,Mahakali,Terai,Far-Western,Sinusitis,1028,Mahakali,Terai,Far-Western
2067/68,2010/11,Kanchanpur,Mahakali,Terai,Far-Western,Tonsilitis,2888,Mahakali,Terai,Far-Western
2068/69,2011/12,Kanchanpur,Mahakali,Terai,Far-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),7604,Mahakali,Terai,Far-Western
2068/69,2011/12,Kanchanpur,Mahakali,Terai,Far-Western,Foreign body in respiratory tract,70,Mahakali,Terai,Far-Western
2068/69,2011/12,Kanchanpur,Mahakali,Terai,Far-Western,Pharyngities/ Sore throat,1366,Mahakali,Terai,Far-Western
2068/69,2011/12,Kanchanpur,Mahakali,Terai,Far-Western,Sinusitis,1108,Mahakali,Terai,Far-Western
2068/69,2011/12,Kanchanpur,Mahakali,Terai,Far-Western,Tonsilitis,2986,Mahakali,Terai,Far-Western
2069/70,2012/13,Kanchanpur,Mahakali,Terai,Far-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),8050,Mahakali,Terai,Far-Western
2069/70,2012/13,Kanchanpur,Mahakali,Terai,Far-Western,Foreign body in respiratory tract,108,Mahakali,Terai,Far-Western
2069/70,2012/13,Kanchanpur,Mahakali,Terai,Far-Western,Pharyngities/ Sore throat,2045,Mahakali,Terai,Far-Western
2069/70,2012/13,Kanchanpur,Mahakali,Terai,Far-Western,Sinusitis,1347,Mahakali,Terai,Far-Western
2069/70,2012/13,Kanchanpur,Mahakali,Terai,Far-Western,Tonsilitis,3553,Mahakali,Terai,Far-Western
2070/71,2013/14,Kanchanpur,Mahakali,Terai,Far-Western,Acute/ Chronic Suppurative Otitis Media (ASOM),13880,Mahakali,Terai,Far-Western
2070/71,2013/14,Kanchanpur,Mahakali,Terai,Far-Western,Foreign body in respiratory tract,85,Mahakali,Terai,Far-Western
2070/71,2013/14,Kanchanpur,Mahakali,Terai,Far-Western,Pharyngities/ Sore throat,1060,Mahakali,Terai,Far-Western
2070/71,2013/14,Kanchanpur,Mahakali,Terai,Far-Western,Sinusitis,1220,Mahakali,Terai,Far-Western
2070/71,2013/14,Kanchanpur,Mahakali,Terai,Far-Western,Tonsilitis,2534,Mahakali,Terai,Far-Western
2066/67,2009/10,Kapilbastu,Lumbini,Terai,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),8747,Lumbini,Terai,Western
2066/67,2009/10,Kapilbastu,Lumbini,Terai,Western,Foreign body in respiratory tract,500,Lumbini,Terai,Western
2066/67,2009/10,Kapilbastu,Lumbini,Terai,Western,Pharyngities/ Sore throat,2788,Lumbini,Terai,Western
2066/67,2009/10,Kapilbastu,Lumbini,Terai,Western,Sinusitis,3713,Lumbini,Terai,Western
2066/67,2009/10,Kapilbastu,Lumbini,Terai,Western,Tonsilitis,4603,Lumbini,Terai,Western
2067/68,2010/11,Kapilbastu,Lumbini,Terai,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),8380,Lumbini,Terai,Western
2067/68,2010/11,Kapilbastu,Lumbini,Terai,Western,Foreign body in respiratory tract,564,Lumbini,Terai,Western
2067/68,2010/11,Kapilbastu,Lumbini,Terai,Western,Pharyngities/ Sore throat,2619,Lumbini,Terai,Western
2067/68,2010/11,Kapilbastu,Lumbini,Terai,Western,Sinusitis,3679,Lumbini,Terai,Western
2067/68,2010/11,Kapilbastu,Lumbini,Terai,Western,Tonsilitis,5046,Lumbini,Terai,Western
2068/69,2011/12,Kapilbastu,Lumbini,Terai,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),9274,Lumbini,Terai,Western
2068/69,2011/12,Kapilbastu,Lumbini,Terai,Western,Foreign body in respiratory tract,540,Lumbini,Terai,Western
2068/69,2011/12,Kapilbastu,Lumbini,Terai,Western,Pharyngities/ Sore throat,2897,Lumbini,Terai,Western
2068/69,2011/12,Kapilbastu,Lumbini,Terai,Western,Sinusitis,3760,Lumbini,Terai,Western
2068/69,2011/12,Kapilbastu,Lumbini,Terai,Western,Tonsilitis,5543,Lumbini,Terai,Western
2069/70,2012/13,Kapilbastu,Lumbini,Terai,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),10219,Lumbini,Terai,Western
2069/70,2012/13,Kapilbastu,Lumbini,Terai,Western,Foreign body in respiratory tract,123,Lumbini,Terai,Western
2069/70,2012/13,Kapilbastu,Lumbini,Terai,Western,Pharyngities/ Sore throat,2981,Lumbini,Terai,Western
2069/70,2012/13,Kapilbastu,Lumbini,Terai,Western,Sinusitis,3532,Lumbini,Terai,Western
2069/70,2012/13,Kapilbastu,Lumbini,Terai,Western,Tonsilitis,5273,Lumbini,Terai,Western
2070/71,2013/14,Kapilbastu,Lumbini,Terai,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),13128,Lumbini,Terai,Western
2070/71,2013/14,Kapilbastu,Lumbini,Terai,Western,Foreign body in respiratory tract,61,Lumbini,Terai,Western
2070/71,2013/14,Kapilbastu,Lumbini,Terai,Western,Pharyngities/ Sore throat,1612,Lumbini,Terai,Western
2070/71,2013/14,Kapilbastu,Lumbini,Terai,Western,Sinusitis,1470,Lumbini,Terai,Western
2070/71,2013/14,Kapilbastu,Lumbini,Terai,Western,Tonsilitis,4330,Lumbini,Terai,Western
2066/67,2009/10,Kaski,Gandaki,Hill,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),8639,Gandaki,Hill,Western
2066/67,2009/10,Kaski,Gandaki,Hill,Western,Foreign body in respiratory tract,1524,Gandaki,Hill,Western
2066/67,2009/10,Kaski,Gandaki,Hill,Western,Pharyngities/ Sore throat,7229,Gandaki,Hill,Western
2066/67,2009/10,Kaski,Gandaki,Hill,Western,Sinusitis,8169,Gandaki,Hill,Western
2066/67,2009/10,Kaski,Gandaki,Hill,Western,Tonsilitis,11501,Gandaki,Hill,Western
2067/68,2010/11,Kaski,Gandaki,Hill,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),10229,Gandaki,Hill,Western
2067/68,2010/11,Kaski,Gandaki,Hill,Western,Foreign body in respiratory tract,609,Gandaki,Hill,Western
2067/68,2010/11,Kaski,Gandaki,Hill,Western,Pharyngities/ Sore throat,7861,Gandaki,Hill,Western
2067/68,2010/11,Kaski,Gandaki,Hill,Western,Sinusitis,8173,Gandaki,Hill,Western
2067/68,2010/11,Kaski,Gandaki,Hill,Western,Tonsilitis,14671,Gandaki,Hill,Western
2068/69,2011/12,Kaski,Gandaki,Hill,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),11302,Gandaki,Hill,Western
2068/69,2011/12,Kaski,Gandaki,Hill,Western,Foreign body in respiratory tract,578,Gandaki,Hill,Western
2068/69,2011/12,Kaski,Gandaki,Hill,Western,Pharyngities/ Sore throat,8340,Gandaki,Hill,Western
2068/69,2011/12,Kaski,Gandaki,Hill,Western,Sinusitis,9077,Gandaki,Hill,Western
2068/69,2011/12,Kaski,Gandaki,Hill,Western,Tonsilitis,14258,Gandaki,Hill,Western
2069/70,2012/13,Kaski,Gandaki,Hill,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),12736,Gandaki,Hill,Western
2069/70,2012/13,Kaski,Gandaki,Hill,Western,Foreign body in respiratory tract,649,Gandaki,Hill,Western
2069/70,2012/13,Kaski,Gandaki,Hill,Western,Pharyngities/ Sore throat,9205,Gandaki,Hill,Western
2069/70,2012/13,Kaski,Gandaki,Hill,Western,Sinusitis,8501,Gandaki,Hill,Western
2069/70,2012/13,Kaski,Gandaki,Hill,Western,Tonsilitis,12911,Gandaki,Hill,Western
2070/71,2013/14,Kaski,Gandaki,Hill,Western,Acute/ Chronic Suppurative Otitis Media (ASOM),0,Gandaki,Hill,Western
2070/71,2013/14,Kaski,Gandaki,Hill,Western,Foreign body in respiratory tract,0,Gandaki,Hill,Western
2070/71,2013/14,Kaski,Gandaki,Hill,Western,Pharyngities/ Sore throat,0,Gandaki,Hill,Western
2070/71,2013/14,Kaski,Gandaki,Hill,Western,Sinusitis,0,Gandaki,Hill,Western
2070/71,2013/14,Kaski,Gandaki,Hill,Western,Tonsilitis,0,Gandaki,Hill,Western
2066/67,2009/10,Kathmandu,Bagmati,Hill,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),7188,Bagmati,Hill,Central
2066/67,2009/10,Kathmandu,Bagmati,Hill,Central,Foreign body in respiratory tract,479,Bagmati,Hill,Central
2066/67,2009/10,Kathmandu,Bagmati,Hill,Central,Pharyngities/ Sore throat,5645,Bagmati,Hill,Central
2066/67,2009/10,Kathmandu,Bagmati,Hill,Central,Sinusitis,4040,Bagmati,Hill,Central
2066/67,2009/10,Kathmandu,Bagmati,Hill,Central,Tonsilitis,13126,Bagmati,Hill,Central
2067/68,2010/11,Kathmandu,Bagmati,Hill,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),8370,Bagmati,Hill,Central
2067/68,2010/11,Kathmandu,Bagmati,Hill,Central,Foreign body in respiratory tract,962,Bagmati,Hill,Central
2067/68,2010/11,Kathmandu,Bagmati,Hill,Central,Pharyngities/ Sore throat,6625,Bagmati,Hill,Central
2067/68,2010/11,Kathmandu,Bagmati,Hill,Central,Sinusitis,5705,Bagmati,Hill,Central
2067/68,2010/11,Kathmandu,Bagmati,Hill,Central,Tonsilitis,14267,Bagmati,Hill,Central
2068/69,2011/12,Kathmandu,Bagmati,Hill,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),8641,Bagmati,Hill,Central
2068/69,2011/12,Kathmandu,Bagmati,Hill,Central,Foreign body in respiratory tract,350,Bagmati,Hill,Central
2068/69,2011/12,Kathmandu,Bagmati,Hill,Central,Pharyngities/ Sore throat,7802,Bagmati,Hill,Central
2068/69,2011/12,Kathmandu,Bagmati,Hill,Central,Sinusitis,8231,Bagmati,Hill,Central
2068/69,2011/12,Kathmandu,Bagmati,Hill,Central,Tonsilitis,17955,Bagmati,Hill,Central
2069/70,2012/13,Kathmandu,Bagmati,Hill,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),10677,Bagmati,Hill,Central
2069/70,2012/13,Kathmandu,Bagmati,Hill,Central,Foreign body in respiratory tract,1427,Bagmati,Hill,Central
2069/70,2012/13,Kathmandu,Bagmati,Hill,Central,Pharyngities/ Sore throat,12402,Bagmati,Hill,Central
2069/70,2012/13,Kathmandu,Bagmati,Hill,Central,Sinusitis,12337,Bagmati,Hill,Central
2069/70,2012/13,Kathmandu,Bagmati,Hill,Central,Tonsilitis,22781,Bagmati,Hill,Central
2070/71,2013/14,Kathmandu,Bagmati,Hill,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),21846,Bagmati,Hill,Central
2070/71,2013/14,Kathmandu,Bagmati,Hill,Central,Foreign body in respiratory tract,1451,Bagmati,Hill,Central
2070/71,2013/14,Kathmandu,Bagmati,Hill,Central,Pharyngities/ Sore throat,13304,Bagmati,Hill,Central
2070/71,2013/14,Kathmandu,Bagmati,Hill,Central,Sinusitis,12103,Bagmati,Hill,Central
2070/71,2013/14,Kathmandu,Bagmati,Hill,Central,Tonsilitis,20423,Bagmati,Hill,Central
2066/67,2009/10,Kavre,Bagmati,Hill,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),7717,Bagmati,Hill,Central
2066/67,2009/10,Kavre,Bagmati,Hill,Central,Foreign body in respiratory tract,152,Bagmati,Hill,Central
2066/67,2009/10,Kavre,Bagmati,Hill,Central,Pharyngities/ Sore throat,3994,Bagmati,Hill,Central
2066/67,2009/10,Kavre,Bagmati,Hill,Central,Sinusitis,2110,Bagmati,Hill,Central
2066/67,2009/10,Kavre,Bagmati,Hill,Central,Tonsilitis,11029,Bagmati,Hill,Central
2067/68,2010/11,Kavre,Bagmati,Hill,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),7314,Bagmati,Hill,Central
2067/68,2010/11,Kavre,Bagmati,Hill,Central,Foreign body in respiratory tract,64,Bagmati,Hill,Central
2067/68,2010/11,Kavre,Bagmati,Hill,Central,Pharyngities/ Sore throat,3743,Bagmati,Hill,Central
2067/68,2010/11,Kavre,Bagmati,Hill,Central,Sinusitis,2105,Bagmati,Hill,Central
2067/68,2010/11,Kavre,Bagmati,Hill,Central,Tonsilitis,11197,Bagmati,Hill,Central
2068/69,2011/12,Kavre,Bagmati,Hill,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),6894,Bagmati,Hill,Central
2068/69,2011/12,Kavre,Bagmati,Hill,Central,Foreign body in respiratory tract,29,Bagmati,Hill,Central
2068/69,2011/12,Kavre,Bagmati,Hill,Central,Pharyngities/ Sore throat,4387,Bagmati,Hill,Central
2068/69,2011/12,Kavre,Bagmati,Hill,Central,Sinusitis,2130,Bagmati,Hill,Central
2068/69,2011/12,Kavre,Bagmati,Hill,Central,Tonsilitis,11895,Bagmati,Hill,Central
2069/70,2012/13,Kavre,Bagmati,Hill,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),7824,Bagmati,Hill,Central
2069/70,2012/13,Kavre,Bagmati,Hill,Central,Foreign body in respiratory tract,108,Bagmati,Hill,Central
2069/70,2012/13,Kavre,Bagmati,Hill,Central,Pharyngities/ Sore throat,5090,Bagmati,Hill,Central
2069/70,2012/13,Kavre,Bagmati,Hill,Central,Sinusitis,2977,Bagmati,Hill,Central
2069/70,2012/13,Kavre,Bagmati,Hill,Central,Tonsilitis,14642,Bagmati,Hill,Central
2070/71,2013/14,Kavre,Bagmati,Hill,Central,Acute/ Chronic Suppurative Otitis Media (ASOM),4953,Bagmati,Hill,Central
2070/71,2013/14,Kavre,Bagmati,Hill,Central,Foreign body in respiratory tract,31,Bagmati,Hill,Central
2070/71,2013/14,Kavre,Bagmati,Hill,Central,Pharyngities/ Sore throat,3539,Bagmati,Hill,Central
2070/71,2013/14,Kavre,Bagmati,Hill,Central,Sinusitis,2644,Bagmati,Hill,Central
2070/71,2013/14,Kavre,Bagmati,Hill,Central,Tonsilitis,8754,Bagmati,Hill,Central
2066/67,2009/10,Khotang,Sagarmatha,Hill,Eastern,Acute/ Chronic Suppurative Otitis Media (ASOM),4261,Sagarmatha,Hill,Eastern
2066/67,2009/10,Khotang,Sagarmatha,Hill,Eastern,Foreign body in respiratory tract,159,Sagarmatha,Hill,Eastern
2066/67,2009/10,Khotang,Sagarmatha,Hill,Eastern,Pharyngities/ Sore throat,3893,Sagarmatha,Hill,Eastern
2066/67,2009/10,Khotang,Sagarmatha,Hill,Eastern,Sinusitis,1389,Sagarmatha,Hill,Eastern
2066/67,2009/10,Khotang,Sagarmatha,Hill,Eastern,Tonsilitis,9464,Sagarmatha,Hill,Eastern
2067/68,2010/11,Khotang,Sagarmatha,Hill,Eastern,Acute/ Chronic Suppurative Otitis Media (ASOM),3496,Sagarmatha,Hill,Eastern
2067/68,2010/11,Khotang,Sagarmatha,Hill,Eastern,Foreign body in respiratory tract,341,Sagarmatha,Hill,Eastern
2067/68,2010/11,Khotang,Sagarmatha,Hill,Eastern,Pharyngities/ Sore throat,3471,Sagarmatha,Hill,Eastern
2067/68,2010/11,Khotang,Sagarmatha,Hill,Eastern,Sinusitis,1682,Sagarmatha,Hill,Eastern
2067/68,2010/11,Khotang,Sagarmatha,Hill,Eastern,Tonsilitis,8472,Sagarmatha,Hill,Eastern
