Year BS,Year AD,District,zone,belt,region,Oral Problem,No of People,Zone,Belt,Region
2068/69,2011/12,Rautahat,Narayani,Terai,Central,"Oral ulcer,mucosa and other related disease",1036,Narayani,Terai,Central
2068/69,2011/12,Rautahat,Narayani,Terai,Central,Other disorder of teeth,1084,Narayani,Terai,Central
2068/69,2011/12,Rautahat,Narayani,Terai,Central,Periodontal diseases (gum diseases),1270,Narayani,Terai,Central
2069/70,2012/13,Rautahat,Narayani,Terai,Central,Dental Carries/ Toothache,14988,Narayani,Terai,Central
2069/70,2012/13,Rautahat,Narayani,Terai,Central,"Oral ulcer,mucosa and other related disease",2199,Narayani,Terai,Central
2069/70,2012/13,Rautahat,Narayani,Terai,Central,Other disorder of teeth,1573,Narayani,Terai,Central
2069/70,2012/13,Rautahat,Narayani,Terai,Central,Periodontal diseases (gum diseases),1753,Narayani,Terai,Central
2070/71,2013/14,Rautahat,Narayani,Terai,Central,Dental Carries/ Toothache,9575,Narayani,Terai,Central
2070/71,2013/14,Rautahat,Narayani,Terai,Central,"Oral ulcer,mucosa and other related disease",1487,Narayani,Terai,Central
2070/71,2013/14,Rautahat,Narayani,Terai,Central,Other disorder of teeth,1038,Narayani,Terai,Central
2070/71,2013/14,Rautahat,Narayani,Terai,Central,Periodontal diseases (gum diseases),1313,Narayani,Terai,Central
2066/67,2009/10,Rolpa,Rapti,Hill,Mid-Western,Dental Carries/ Toothache,3298,Rapti,Hill,Mid-Western
2066/67,2009/10,Rolpa,Rapti,Hill,Mid-Western,"Oral ulcer,mucosa and other related disease",1634,Rapti,Hill,Mid-Western
2066/67,2009/10,Rolpa,Rapti,Hill,Mid-Western,Other disorder of teeth,142,Rapti,Hill,Mid-Western
2066/67,2009/10,Rolpa,Rapti,Hill,Mid-Western,Periodontal diseases (gum diseases),364,Rapti,Hill,Mid-Western
2067/68,2010/11,Rolpa,Rapti,Hill,Mid-Western,Dental Carries/ Toothache,3764,Rapti,Hill,Mid-Western
2067/68,2010/11,Rolpa,Rapti,Hill,Mid-Western,"Oral ulcer,mucosa and other related disease",849,Rapti,Hill,Mid-Western
2067/68,2010/11,Rolpa,Rapti,Hill,Mid-Western,Other disorder of teeth,119,Rapti,Hill,Mid-Western
2067/68,2010/11,Rolpa,Rapti,Hill,Mid-Western,Periodontal diseases (gum diseases),365,Rapti,Hill,Mid-Western
2068/69,2011/12,Rolpa,Rapti,Hill,Mid-Western,Dental Carries/ Toothache,3115,Rapti,Hill,Mid-Western
2068/69,2011/12,Rolpa,Rapti,Hill,Mid-Western,"Oral ulcer,mucosa and other related disease",1256,Rapti,Hill,Mid-Western
2068/69,2011/12,Rolpa,Rapti,Hill,Mid-Western,Other disorder of teeth,109,Rapti,Hill,Mid-Western
2068/69,2011/12,Rolpa,Rapti,Hill,Mid-Western,Periodontal diseases (gum diseases),298,Rapti,Hill,Mid-Western
2069/70,2012/13,Rolpa,Rapti,Hill,Mid-Western,Dental Carries/ Toothache,2852,Rapti,Hill,Mid-Western
2069/70,2012/13,Rolpa,Rapti,Hill,Mid-Western,"Oral ulcer,mucosa and other related disease",636,Rapti,Hill,Mid-Western
2069/70,2012/13,Rolpa,Rapti,Hill,Mid-Western,Other disorder of teeth,96,Rapti,Hill,Mid-Western
2069/70,2012/13,Rolpa,Rapti,Hill,Mid-Western,Periodontal diseases (gum diseases),222,Rapti,Hill,Mid-Western
2070/71,2013/14,Rolpa,Rapti,Hill,Mid-Western,Dental Carries/ Toothache,2611,Rapti,Hill,Mid-Western
2070/71,2013/14,Rolpa,Rapti,Hill,Mid-Western,"Oral ulcer,mucosa and other related disease",722,Rapti,Hill,Mid-Western
2070/71,2013/14,Rolpa,Rapti,Hill,Mid-Western,Other disorder of teeth,60,Rapti,Hill,Mid-Western
2070/71,2013/14,Rolpa,Rapti,Hill,Mid-Western,Periodontal diseases (gum diseases),243,Rapti,Hill,Mid-Western
2066/67,2009/10,Rukum,Rapti,Hill,Mid-Western,Dental Carries/ Toothache,4781,Rapti,Hill,Mid-Western
2066/67,2009/10,Rukum,Rapti,Hill,Mid-Western,"Oral ulcer,mucosa and other related disease",970,Rapti,Hill,Mid-Western
2066/67,2009/10,Rukum,Rapti,Hill,Mid-Western,Other disorder of teeth,598,Rapti,Hill,Mid-Western
2066/67,2009/10,Rukum,Rapti,Hill,Mid-Western,Periodontal diseases (gum diseases),976,Rapti,Hill,Mid-Western
2067/68,2010/11,Rukum,Rapti,Hill,Mid-Western,Dental Carries/ Toothache,4412,Rapti,Hill,Mid-Western
2067/68,2010/11,Rukum,Rapti,Hill,Mid-Western,"Oral ulcer,mucosa and other related disease",674,Rapti,Hill,Mid-Western
2067/68,2010/11,Rukum,Rapti,Hill,Mid-Western,Other disorder of teeth,522,Rapti,Hill,Mid-Western
2067/68,2010/11,Rukum,Rapti,Hill,Mid-Western,Periodontal diseases (gum diseases),837,Rapti,Hill,Mid-Western
2068/69,2011/12,Rukum,Rapti,Hill,Mid-Western,Dental Carries/ Toothache,4994,Rapti,Hill,Mid-Western
2068/69,2011/12,Rukum,Rapti,Hill,Mid-Western,"Oral ulcer,mucosa and other related disease",893,Rapti,Hill,Mid-Western
2068/69,2011/12,Rukum,Rapti,Hill,Mid-Western,Other disorder of teeth,490,Rapti,Hill,Mid-Western
2068/69,2011/12,Rukum,Rapti,Hill,Mid-Western,Periodontal diseases (gum diseases),728,Rapti,Hill,Mid-Western
2069/70,2012/13,Rukum,Rapti,Hill,Mid-Western,Dental Carries/ Toothache,3913,Rapti,Hill,Mid-Western
2069/70,2012/13,Rukum,Rapti,Hill,Mid-Western,"Oral ulcer,mucosa and other related disease",1073,Rapti,Hill,Mid-Western
2069/70,2012/13,Rukum,Rapti,Hill,Mid-Western,Other disorder of teeth,553,Rapti,Hill,Mid-Western
2069/70,2012/13,Rukum,Rapti,Hill,Mid-Western,Periodontal diseases (gum diseases),512,Rapti,Hill,Mid-Western
2070/71,2013/14,Rukum,Rapti,Hill,Mid-Western,Dental Carries/ Toothache,3560,Rapti,Hill,Mid-Western
2070/71,2013/14,Rukum,Rapti,Hill,Mid-Western,"Oral ulcer,mucosa and other related disease",597,Rapti,Hill,Mid-Western
2070/71,2013/14,Rukum,Rapti,Hill,Mid-Western,Other disorder of teeth,178,Rapti,Hill,Mid-Western
2070/71,2013/14,Rukum,Rapti,Hill,Mid-Western,Periodontal diseases (gum diseases),432,Rapti,Hill,Mid-Western
2066/67,2009/10,Rupandehi,Lumbini,Terai,Western,Dental Carries/ Toothache,0,Lumbini,Terai,Western
2066/67,2009/10,Rupandehi,Lumbini,Terai,Western,"Oral ulcer,mucosa and other related disease",0,Lumbini,Terai,Western
2066/67,2009/10,Rupandehi,Lumbini,Terai,Western,Other disorder of teeth,0,Lumbini,Terai,Western
2066/67,2009/10,Rupandehi,Lumbini,Terai,Western,Periodontal diseases (gum diseases),0,Lumbini,Terai,Western
2067/68,2010/11,Rupandehi,Lumbini,Terai,Western,Dental Carries/ Toothache,0,Lumbini,Terai,Western
2067/68,2010/11,Rupandehi,Lumbini,Terai,Western,"Oral ulcer,mucosa and other related disease",0,Lumbini,Terai,Western
2067/68,2010/11,Rupandehi,Lumbini,Terai,Western,Other disorder of teeth,0,Lumbini,Terai,Western
2067/68,2010/11,Rupandehi,Lumbini,Terai,Western,Periodontal diseases (gum diseases),0,Lumbini,Terai,Western
2068/69,2011/12,Rupandehi,Lumbini,Terai,Western,Dental Carries/ Toothache,0,Lumbini,Terai,Western
2068/69,2011/12,Rupandehi,Lumbini,Terai,Western,"Oral ulcer,mucosa and other related disease",0,Lumbini,Terai,Western
2068/69,2011/12,Rupandehi,Lumbini,Terai,Western,Other disorder of teeth,0,Lumbini,Terai,Western
2068/69,2011/12,Rupandehi,Lumbini,Terai,Western,Periodontal diseases (gum diseases),0,Lumbini,Terai,Western
2069/70,2012/13,Rupandehi,Lumbini,Terai,Western,Dental Carries/ Toothache,0,Lumbini,Terai,Western
2069/70,2012/13,Rupandehi,Lumbini,Terai,Western,"Oral ulcer,mucosa and other related disease",0,Lumbini,Terai,Western
2069/70,2012/13,Rupandehi,Lumbini,Terai,Western,Other disorder of teeth,0,Lumbini,Terai,Western
2069/70,2012/13,Rupandehi,Lumbini,Terai,Western,Periodontal diseases (gum diseases),0,Lumbini,Terai,Western
2070/71,2013/14,Rupandehi,Lumbini,Terai,Western,Dental Carries/ Toothache,0,Lumbini,Terai,Western
2070/71,2013/14,Rupandehi,Lumbini,Terai,Western,"Oral ulcer,mucosa and other related disease",0,Lumbini,Terai,Western
2070/71,2013/14,Rupandehi,Lumbini,Terai,Western,Other disorder of teeth,0,Lumbini,Terai,Western
2070/71,2013/14,Rupandehi,Lumbini,Terai,Western,Periodontal diseases (gum diseases),0,Lumbini,Terai,Western
2066/67,2009/10,Salyan,Rapti,Hill,Mid-Western,Dental Carries/ Toothache,5402,Rapti,Hill,Mid-Western
2066/67,2009/10,Salyan,Rapti,Hill,Mid-Western,"Oral ulcer,mucosa and other related disease",1459,Rapti,Hill,Mid-Western
2066/67,2009/10,Salyan,Rapti,Hill,Mid-Western,Other disorder of teeth,410,Rapti,Hill,Mid-Western
2066/67,2009/10,Salyan,Rapti,Hill,Mid-Western,Periodontal diseases (gum diseases),775,Rapti,Hill,Mid-Western
2067/68,2010/11,Salyan,Rapti,Hill,Mid-Western,Dental Carries/ Toothache,5745,Rapti,Hill,Mid-Western
2067/68,2010/11,Salyan,Rapti,Hill,Mid-Western,"Oral ulcer,mucosa and other related disease",1544,Rapti,Hill,Mid-Western
2067/68,2010/11,Salyan,Rapti,Hill,Mid-Western,Other disorder of teeth,612,Rapti,Hill,Mid-Western
2067/68,2010/11,Salyan,Rapti,Hill,Mid-Western,Periodontal diseases (gum diseases),1004,Rapti,Hill,Mid-Western
2068/69,2011/12,Salyan,Rapti,Hill,Mid-Western,Dental Carries/ Toothache,5780,Rapti,Hill,Mid-Western
2068/69,2011/12,Salyan,Rapti,Hill,Mid-Western,"Oral ulcer,mucosa and other related disease",1092,Rapti,Hill,Mid-Western
2068/69,2011/12,Salyan,Rapti,Hill,Mid-Western,Other disorder of teeth,460,Rapti,Hill,Mid-Western
2068/69,2011/12,Salyan,Rapti,Hill,Mid-Western,Periodontal diseases (gum diseases),898,Rapti,Hill,Mid-Western
2069/70,2012/13,Salyan,Rapti,Hill,Mid-Western,Dental Carries/ Toothache,5618,Rapti,Hill,Mid-Western
2069/70,2012/13,Salyan,Rapti,Hill,Mid-Western,"Oral ulcer,mucosa and other related disease",1387,Rapti,Hill,Mid-Western
2069/70,2012/13,Salyan,Rapti,Hill,Mid-Western,Other disorder of teeth,489,Rapti,Hill,Mid-Western
2069/70,2012/13,Salyan,Rapti,Hill,Mid-Western,Periodontal diseases (gum diseases),915,Rapti,Hill,Mid-Western
2070/71,2013/14,Salyan,Rapti,Hill,Mid-Western,Dental Carries/ Toothache,5039,Rapti,Hill,Mid-Western
2070/71,2013/14,Salyan,Rapti,Hill,Mid-Western,"Oral ulcer,mucosa and other related disease",1111,Rapti,Hill,Mid-Western
2070/71,2013/14,Salyan,Rapti,Hill,Mid-Western,Other disorder of teeth,899,Rapti,Hill,Mid-Western
2070/71,2013/14,Salyan,Rapti,Hill,Mid-Western,Periodontal diseases (gum diseases),677,Rapti,Hill,Mid-Western
2066/67,2009/10,Sankhuwasabha,Kosi,Mountain,Eastern,Dental Carries/ Toothache,3815,Kosi,Mountain,Eastern
2066/67,2009/10,Sankhuwasabha,Kosi,Mountain,Eastern,"Oral ulcer,mucosa and other related disease",1000,Kosi,Mountain,Eastern
2066/67,2009/10,Sankhuwasabha,Kosi,Mountain,Eastern,Other disorder of teeth,311,Kosi,Mountain,Eastern
2066/67,2009/10,Sankhuwasabha,Kosi,Mountain,Eastern,Periodontal diseases (gum diseases),420,Kosi,Mountain,Eastern
2067/68,2010/11,Sankhuwasabha,Kosi,Mountain,Eastern,Dental Carries/ Toothache,4042,Kosi,Mountain,Eastern
2067/68,2010/11,Sankhuwasabha,Kosi,Mountain,Eastern,"Oral ulcer,mucosa and other related disease",1355,Kosi,Mountain,Eastern
2067/68,2010/11,Sankhuwasabha,Kosi,Mountain,Eastern,Other disorder of teeth,385,Kosi,Mountain,Eastern
2067/68,2010/11,Sankhuwasabha,Kosi,Mountain,Eastern,Periodontal diseases (gum diseases),462,Kosi,Mountain,Eastern
2068/69,2011/12,Sankhuwasabha,Kosi,Mountain,Eastern,Dental Carries/ Toothache,3081,Kosi,Mountain,Eastern
2068/69,2011/12,Sankhuwasabha,Kosi,Mountain,Eastern,"Oral ulcer,mucosa and other related disease",1165,Kosi,Mountain,Eastern
2068/69,2011/12,Sankhuwasabha,Kosi,Mountain,Eastern,Other disorder of teeth,341,Kosi,Mountain,Eastern
2068/69,2011/12,Sankhuwasabha,Kosi,Mountain,Eastern,Periodontal diseases (gum diseases),413,Kosi,Mountain,Eastern
2069/70,2012/13,Sankhuwasabha,Kosi,Mountain,Eastern,Dental Carries/ Toothache,3013,Kosi,Mountain,Eastern
2069/70,2012/13,Sankhuwasabha,Kosi,Mountain,Eastern,"Oral ulcer,mucosa and other related disease",1456,Kosi,Mountain,Eastern
2069/70,2012/13,Sankhuwasabha,Kosi,Mountain,Eastern,Other disorder of teeth,127,Kosi,Mountain,Eastern
2069/70,2012/13,Sankhuwasabha,Kosi,Mountain,Eastern,Periodontal diseases (gum diseases),366,Kosi,Mountain,Eastern
2070/71,2013/14,Sankhuwasabha,Kosi,Mountain,Eastern,Dental Carries/ Toothache,2688,Kosi,Mountain,Eastern
2070/71,2013/14,Sankhuwasabha,Kosi,Mountain,Eastern,"Oral ulcer,mucosa and other related disease",923,Kosi,Mountain,Eastern
2070/71,2013/14,Sankhuwasabha,Kosi,Mountain,Eastern,Other disorder of teeth,125,Kosi,Mountain,Eastern
2070/71,2013/14,Sankhuwasabha,Kosi,Mountain,Eastern,Periodontal diseases (gum diseases),315,Kosi,Mountain,Eastern
2066/67,2009/10,Saptari,Sagarmatha,Terai,Eastern,Dental Carries/ Toothache,12542,Sagarmatha,Terai,Eastern
2066/67,2009/10,Saptari,Sagarmatha,Terai,Eastern,"Oral ulcer,mucosa and other related disease",2890,Sagarmatha,Terai,Eastern
2066/67,2009/10,Saptari,Sagarmatha,Terai,Eastern,Other disorder of teeth,1552,Sagarmatha,Terai,Eastern
2066/67,2009/10,Saptari,Sagarmatha,Terai,Eastern,Periodontal diseases (gum diseases),1630,Sagarmatha,Terai,Eastern
2067/68,2010/11,Saptari,Sagarmatha,Terai,Eastern,Dental Carries/ Toothache,11128,Sagarmatha,Terai,Eastern
2067/68,2010/11,Saptari,Sagarmatha,Terai,Eastern,"Oral ulcer,mucosa and other related disease",2417,Sagarmatha,Terai,Eastern
2067/68,2010/11,Saptari,Sagarmatha,Terai,Eastern,Other disorder of teeth,1298,Sagarmatha,Terai,Eastern
2067/68,2010/11,Saptari,Sagarmatha,Terai,Eastern,Periodontal diseases (gum diseases),1478,Sagarmatha,Terai,Eastern
2068/69,2011/12,Saptari,Sagarmatha,Terai,Eastern,Dental Carries/ Toothache,10144,Sagarmatha,Terai,Eastern
2068/69,2011/12,Saptari,Sagarmatha,Terai,Eastern,"Oral ulcer,mucosa and other related disease",2572,Sagarmatha,Terai,Eastern
2068/69,2011/12,Saptari,Sagarmatha,Terai,Eastern,Other disorder of teeth,1598,Sagarmatha,Terai,Eastern
2068/69,2011/12,Saptari,Sagarmatha,Terai,Eastern,Periodontal diseases (gum diseases),1754,Sagarmatha,Terai,Eastern
2069/70,2012/13,Saptari,Sagarmatha,Terai,Eastern,Dental Carries/ Toothache,10659,Sagarmatha,Terai,Eastern
2069/70,2012/13,Saptari,Sagarmatha,Terai,Eastern,"Oral ulcer,mucosa and other related disease",3606,Sagarmatha,Terai,Eastern
2069/70,2012/13,Saptari,Sagarmatha,Terai,Eastern,Other disorder of teeth,1332,Sagarmatha,Terai,Eastern
2069/70,2012/13,Saptari,Sagarmatha,Terai,Eastern,Periodontal diseases (gum diseases),1787,Sagarmatha,Terai,Eastern
2070/71,2013/14,Saptari,Sagarmatha,Terai,Eastern,Dental Carries/ Toothache,9466,Sagarmatha,Terai,Eastern
2070/71,2013/14,Saptari,Sagarmatha,Terai,Eastern,"Oral ulcer,mucosa and other related disease",3381,Sagarmatha,Terai,Eastern
2070/71,2013/14,Saptari,Sagarmatha,Terai,Eastern,Other disorder of teeth,901,Sagarmatha,Terai,Eastern
2070/71,2013/14,Saptari,Sagarmatha,Terai,Eastern,Periodontal diseases (gum diseases),1380,Sagarmatha,Terai,Eastern
2066/67,2009/10,Sarlahi,Janakpur,Terai,Central,Dental Carries/ Toothache,11188,Janakpur,Terai,Central
2066/67,2009/10,Sarlahi,Janakpur,Terai,Central,"Oral ulcer,mucosa and other related disease",2458,Janakpur,Terai,Central
2066/67,2009/10,Sarlahi,Janakpur,Terai,Central,Other disorder of teeth,1456,Janakpur,Terai,Central
2066/67,2009/10,Sarlahi,Janakpur,Terai,Central,Periodontal diseases (gum diseases),1863,Janakpur,Terai,Central
2067/68,2010/11,Sarlahi,Janakpur,Terai,Central,Dental Carries/ Toothache,10883,Janakpur,Terai,Central
2067/68,2010/11,Sarlahi,Janakpur,Terai,Central,"Oral ulcer,mucosa and other related disease",1943,Janakpur,Terai,Central
2067/68,2010/11,Sarlahi,Janakpur,Terai,Central,Other disorder of teeth,1577,Janakpur,Terai,Central
2067/68,2010/11,Sarlahi,Janakpur,Terai,Central,Periodontal diseases (gum diseases),2003,Janakpur,Terai,Central
2068/69,2011/12,Sarlahi,Janakpur,Terai,Central,Dental Carries/ Toothache,12573,Janakpur,Terai,Central
2068/69,2011/12,Sarlahi,Janakpur,Terai,Central,"Oral ulcer,mucosa and other related disease",2280,Janakpur,Terai,Central
2068/69,2011/12,Sarlahi,Janakpur,Terai,Central,Other disorder of teeth,1680,Janakpur,Terai,Central
2068/69,2011/12,Sarlahi,Janakpur,Terai,Central,Periodontal diseases (gum diseases),2144,Janakpur,Terai,Central
2069/70,2012/13,Sarlahi,Janakpur,Terai,Central,Dental Carries/ Toothache,13014,Janakpur,Terai,Central
2069/70,2012/13,Sarlahi,Janakpur,Terai,Central,"Oral ulcer,mucosa and other related disease",1991,Janakpur,Terai,Central
2069/70,2012/13,Sarlahi,Janakpur,Terai,Central,Other disorder of teeth,1862,Janakpur,Terai,Central
2069/70,2012/13,Sarlahi,Janakpur,Terai,Central,Periodontal diseases (gum diseases),2202,Janakpur,Terai,Central
2070/71,2013/14,Sarlahi,Janakpur,Terai,Central,Dental Carries/ Toothache,13255,Janakpur,Terai,Central
2070/71,2013/14,Sarlahi,Janakpur,Terai,Central,"Oral ulcer,mucosa and other related disease",3054,Janakpur,Terai,Central
2070/71,2013/14,Sarlahi,Janakpur,Terai,Central,Other disorder of teeth,1387,Janakpur,Terai,Central
2070/71,2013/14,Sarlahi,Janakpur,Terai,Central,Periodontal diseases (gum diseases),2383,Janakpur,Terai,Central
2066/67,2009/10,Sindhuli,Janakpur,Hill,Central,Dental Carries/ Toothache,2931,Janakpur,Hill,Central
2066/67,2009/10,Sindhuli,Janakpur,Hill,Central,"Oral ulcer,mucosa and other related disease",946,Janakpur,Hill,Central
2066/67,2009/10,Sindhuli,Janakpur,Hill,Central,Other disorder of teeth,549,Janakpur,Hill,Central
2066/67,2009/10,Sindhuli,Janakpur,Hill,Central,Periodontal diseases (gum diseases),509,Janakpur,Hill,Central
2067/68,2010/11,Sindhuli,Janakpur,Hill,Central,Dental Carries/ Toothache,2914,Janakpur,Hill,Central
2067/68,2010/11,Sindhuli,Janakpur,Hill,Central,"Oral ulcer,mucosa and other related disease",896,Janakpur,Hill,Central
2067/68,2010/11,Sindhuli,Janakpur,Hill,Central,Other disorder of teeth,259,Janakpur,Hill,Central
2067/68,2010/11,Sindhuli,Janakpur,Hill,Central,Periodontal diseases (gum diseases),542,Janakpur,Hill,Central
2068/69,2011/12,Sindhuli,Janakpur,Hill,Central,Dental Carries/ Toothache,3127,Janakpur,Hill,Central
2068/69,2011/12,Sindhuli,Janakpur,Hill,Central,"Oral ulcer,mucosa and other related disease",1120,Janakpur,Hill,Central
2068/69,2011/12,Sindhuli,Janakpur,Hill,Central,Other disorder of teeth,313,Janakpur,Hill,Central
2068/69,2011/12,Sindhuli,Janakpur,Hill,Central,Periodontal diseases (gum diseases),602,Janakpur,Hill,Central
2069/70,2012/13,Sindhuli,Janakpur,Hill,Central,Dental Carries/ Toothache,2885,Janakpur,Hill,Central
2069/70,2012/13,Sindhuli,Janakpur,Hill,Central,"Oral ulcer,mucosa and other related disease",1077,Janakpur,Hill,Central
2069/70,2012/13,Sindhuli,Janakpur,Hill,Central,Other disorder of teeth,221,Janakpur,Hill,Central
2069/70,2012/13,Sindhuli,Janakpur,Hill,Central,Periodontal diseases (gum diseases),577,Janakpur,Hill,Central
2070/71,2013/14,Sindhuli,Janakpur,Hill,Central,Dental Carries/ Toothache,2768,Janakpur,Hill,Central
2070/71,2013/14,Sindhuli,Janakpur,Hill,Central,"Oral ulcer,mucosa and other related disease",955,Janakpur,Hill,Central
2070/71,2013/14,Sindhuli,Janakpur,Hill,Central,Other disorder of teeth,239,Janakpur,Hill,Central
2070/71,2013/14,Sindhuli,Janakpur,Hill,Central,Periodontal diseases (gum diseases),478,Janakpur,Hill,Central
2066/67,2009/10,Sindhupalchok,Bagmati,Mountain,Central,Dental Carries/ Toothache,4777,Bagmati,Mountain,Central
2066/67,2009/10,Sindhupalchok,Bagmati,Mountain,Central,"Oral ulcer,mucosa and other related disease",1577,Bagmati,Mountain,Central
2066/67,2009/10,Sindhupalchok,Bagmati,Mountain,Central,Other disorder of teeth,460,Bagmati,Mountain,Central
2066/67,2009/10,Sindhupalchok,Bagmati,Mountain,Central,Periodontal diseases (gum diseases),645,Bagmati,Mountain,Central
2067/68,2010/11,Sindhupalchok,Bagmati,Mountain,Central,Dental Carries/ Toothache,4589,Bagmati,Mountain,Central
2067/68,2010/11,Sindhupalchok,Bagmati,Mountain,Central,"Oral ulcer,mucosa and other related disease",1413,Bagmati,Mountain,Central
2067/68,2010/11,Sindhupalchok,Bagmati,Mountain,Central,Other disorder of teeth,315,Bagmati,Mountain,Central
2067/68,2010/11,Sindhupalchok,Bagmati,Mountain,Central,Periodontal diseases (gum diseases),749,Bagmati,Mountain,Central
2068/69,2011/12,Sindhupalchok,Bagmati,Mountain,Central,Dental Carries/ Toothache,5383,Bagmati,Mountain,Central
2068/69,2011/12,Sindhupalchok,Bagmati,Mountain,Central,"Oral ulcer,mucosa and other related disease",4805,Bagmati,Mountain,Central
2068/69,2011/12,Sindhupalchok,Bagmati,Mountain,Central,Other disorder of teeth,745,Bagmati,Mountain,Central
2068/69,2011/12,Sindhupalchok,Bagmati,Mountain,Central,Periodontal diseases (gum diseases),1043,Bagmati,Mountain,Central
2069/70,2012/13,Sindhupalchok,Bagmati,Mountain,Central,Dental Carries/ Toothache,5402,Bagmati,Mountain,Central
2069/70,2012/13,Sindhupalchok,Bagmati,Mountain,Central,"Oral ulcer,mucosa and other related disease",1683,Bagmati,Mountain,Central
2069/70,2012/13,Sindhupalchok,Bagmati,Mountain,Central,Other disorder of teeth,406,Bagmati,Mountain,Central
2069/70,2012/13,Sindhupalchok,Bagmati,Mountain,Central,Periodontal diseases (gum diseases),688,Bagmati,Mountain,Central
2070/71,2013/14,Sindhupalchok,Bagmati,Mountain,Central,Dental Carries/ Toothache,4076,Bagmati,Mountain,Central
2070/71,2013/14,Sindhupalchok,Bagmati,Mountain,Central,"Oral ulcer,mucosa and other related disease",1357,Bagmati,Mountain,Central
2070/71,2013/14,Sindhupalchok,Bagmati,Mountain,Central,Other disorder of teeth,259,Bagmati,Mountain,Central
2070/71,2013/14,Sindhupalchok,Bagmati,Mountain,Central,Periodontal diseases (gum diseases),699,Bagmati,Mountain,Central
2066/67,2009/10,Siraha,Sagarmatha,Terai,Eastern,Dental Carries/ Toothache,13535,Sagarmatha,Terai,Eastern
2066/67,2009/10,Siraha,Sagarmatha,Terai,Eastern,"Oral ulcer,mucosa and other related disease",3538,Sagarmatha,Terai,Eastern
2066/67,2009/10,Siraha,Sagarmatha,Terai,Eastern,Other disorder of teeth,1620,Sagarmatha,Terai,Eastern
2066/67,2009/10,Siraha,Sagarmatha,Terai,Eastern,Periodontal diseases (gum diseases),2059,Sagarmatha,Terai,Eastern
2067/68,2010/11,Siraha,Sagarmatha,Terai,Eastern,Dental Carries/ Toothache,12937,Sagarmatha,Terai,Eastern
2067/68,2010/11,Siraha,Sagarmatha,Terai,Eastern,"Oral ulcer,mucosa and other related disease",2492,Sagarmatha,Terai,Eastern
2067/68,2010/11,Siraha,Sagarmatha,Terai,Eastern,Other disorder of teeth,1218,Sagarmatha,Terai,Eastern
2067/68,2010/11,Siraha,Sagarmatha,Terai,Eastern,Periodontal diseases (gum diseases),1567,Sagarmatha,Terai,Eastern
2068/69,2011/12,Siraha,Sagarmatha,Terai,Eastern,Dental Carries/ Toothache,10541,Sagarmatha,Terai,Eastern
2068/69,2011/12,Siraha,Sagarmatha,Terai,Eastern,"Oral ulcer,mucosa and other related disease",2080,Sagarmatha,Terai,Eastern
2068/69,2011/12,Siraha,Sagarmatha,Terai,Eastern,Other disorder of teeth,1116,Sagarmatha,Terai,Eastern
2068/69,2011/12,Siraha,Sagarmatha,Terai,Eastern,Periodontal diseases (gum diseases),1458,Sagarmatha,Terai,Eastern
2069/70,2012/13,Siraha,Sagarmatha,Terai,Eastern,Dental Carries/ Toothache,11364,Sagarmatha,Terai,Eastern
2069/70,2012/13,Siraha,Sagarmatha,Terai,Eastern,"Oral ulcer,mucosa and other related disease",2859,Sagarmatha,Terai,Eastern
2069/70,2012/13,Siraha,Sagarmatha,Terai,Eastern,Other disorder of teeth,905,Sagarmatha,Terai,Eastern
2069/70,2012/13,Siraha,Sagarmatha,Terai,Eastern,Periodontal diseases (gum diseases),1819,Sagarmatha,Terai,Eastern
2070/71,2013/14,Siraha,Sagarmatha,Terai,Eastern,Dental Carries/ Toothache,10855,Sagarmatha,Terai,Eastern
2070/71,2013/14,Siraha,Sagarmatha,Terai,Eastern,"Oral ulcer,mucosa and other related disease",2828,Sagarmatha,Terai,Eastern
2070/71,2013/14,Siraha,Sagarmatha,Terai,Eastern,Other disorder of teeth,1131,Sagarmatha,Terai,Eastern
2070/71,2013/14,Siraha,Sagarmatha,Terai,Eastern,Periodontal diseases (gum diseases),1457,Sagarmatha,Terai,Eastern
2066/67,2009/10,Solukhumbu,Sagarmatha,Mountain,Eastern,Dental Carries/ Toothache,3379,Sagarmatha,Mountain,Eastern
2066/67,2009/10,Solukhumbu,Sagarmatha,Mountain,Eastern,"Oral ulcer,mucosa and other related disease",648,Sagarmatha,Mountain,Eastern
2066/67,2009/10,Solukhumbu,Sagarmatha,Mountain,Eastern,Other disorder of teeth,412,Sagarmatha,Mountain,Eastern
2066/67,2009/10,Solukhumbu,Sagarmatha,Mountain,Eastern,Periodontal diseases (gum diseases),629,Sagarmatha,Mountain,Eastern
2067/68,2010/11,Solukhumbu,Sagarmatha,Mountain,Eastern,Dental Carries/ Toothache,3683,Sagarmatha,Mountain,Eastern
2067/68,2010/11,Solukhumbu,Sagarmatha,Mountain,Eastern,"Oral ulcer,mucosa and other related disease",723,Sagarmatha,Mountain,Eastern
2067/68,2010/11,Solukhumbu,Sagarmatha,Mountain,Eastern,Other disorder of teeth,440,Sagarmatha,Mountain,Eastern
2067/68,2010/11,Solukhumbu,Sagarmatha,Mountain,Eastern,Periodontal diseases (gum diseases),544,Sagarmatha,Mountain,Eastern
2068/69,2011/12,Solukhumbu,Sagarmatha,Mountain,Eastern,Dental Carries/ Toothache,3831,Sagarmatha,Mountain,Eastern
