District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicators,Sub-Indicator,Value
Panchthar,Mechi,Hill,Eastern,2069/70,2012/2013,Coverage (%),DPT3,101.4
Panchthar,Mechi,Hill,Eastern,2069/70,2012/2013,Coverage (%),Polio3,101.4
Panchthar,Mechi,Hill,Eastern,2069/70,2012/2013,Coverage (%),Measles,98.4
Panchthar,Mechi,Hill,Eastern,2069/70,2012/2013,Coverage (%),TT1,38.4
Panchthar,Mechi,Hill,Eastern,2069/70,2012/2013,Coverage (%),TT2,36.9
Panchthar,Mechi,Hill,Eastern,2069/70,2012/2013,Drop Out Rate (%),TT2+,48.3
Panchthar,Mechi,Hill,Eastern,2069/70,2012/2013,Drop Out Rate (%),BCG Vs Measles,2.1
Panchthar,Mechi,Hill,Eastern,2069/70,2012/2013,Drop Out Rate (%),DPT1 Vs DPT3,-0.9
Panchthar,Mechi,Hill,Eastern,2069/70,2012/2013,Wastage Rate(%),Polio1 Vs Polio3,-0.9
Panchthar,Mechi,Hill,Eastern,2069/70,2012/2013,Wastage Rate(%),BCG,88.4
Panchthar,Mechi,Hill,Eastern,2069/70,2012/2013,Wastage Rate(%),DPT,20.9
Panchthar,Mechi,Hill,Eastern,2069/70,2012/2013,Wastage Rate(%),Polio3,21.8
Panchthar,Mechi,Hill,Eastern,2069/70,2012/2013,Wastage Rate(%),Measles,78.7
Panchthar,Mechi,Hill,Eastern,2069/70,2012/2013,Coverage (%),TT,35.3
Ilam,Mechi,Hill,Eastern,2069/70,2012/2013,Coverage (%),BCG,85
Ilam,Mechi,Hill,Eastern,2069/70,2012/2013,Coverage (%),DPT3,82.5
Ilam,Mechi,Hill,Eastern,2069/70,2012/2013,Coverage (%),Polio3,82.5
Ilam,Mechi,Hill,Eastern,2069/70,2012/2013,Coverage (%),Measles,81
Ilam,Mechi,Hill,Eastern,2069/70,2012/2013,Coverage (%),TT1,14.8
Ilam,Mechi,Hill,Eastern,2069/70,2012/2013,Coverage (%),TT2,29.1
Ilam,Mechi,Hill,Eastern,2069/70,2012/2013,Drop Out Rate (%),TT2+,50.7
Ilam,Mechi,Hill,Eastern,2069/70,2012/2013,Drop Out Rate (%),BCG Vs Measles,4.7
Ilam,Mechi,Hill,Eastern,2069/70,2012/2013,Drop Out Rate (%),DPT1 Vs DPT3,2.5
Ilam,Mechi,Hill,Eastern,2069/70,2012/2013,Wastage Rate(%),Polio1 Vs Polio3,2.5
Ilam,Mechi,Hill,Eastern,2069/70,2012/2013,Wastage Rate(%),BCG,85.1
Ilam,Mechi,Hill,Eastern,2069/70,2012/2013,Wastage Rate(%),DPT,18.2
Ilam,Mechi,Hill,Eastern,2069/70,2012/2013,Wastage Rate(%),Polio3,19.3
Ilam,Mechi,Hill,Eastern,2069/70,2012/2013,Wastage Rate(%),Measles,71.5
Ilam,Mechi,Hill,Eastern,2069/70,2012/2013,Coverage (%),TT,36.7
Jhapa,Mechi,Terai,Eastern,2069/70,2012/2013,Coverage (%),BCG,93.4
Jhapa,Mechi,Terai,Eastern,2069/70,2012/2013,Coverage (%),DPT3,90
Jhapa,Mechi,Terai,Eastern,2069/70,2012/2013,Coverage (%),Polio3,90.1
Jhapa,Mechi,Terai,Eastern,2069/70,2012/2013,Coverage (%),Measles,84.1
Jhapa,Mechi,Terai,Eastern,2069/70,2012/2013,Coverage (%),JE,73.2
Jhapa,Mechi,Terai,Eastern,2069/70,2012/2013,Coverage (%),TT1,53.2
Jhapa,Mechi,Terai,Eastern,2069/70,2012/2013,Drop Out Rate (%),TT2,57.7
Jhapa,Mechi,Terai,Eastern,2069/70,2012/2013,Drop Out Rate (%),TT2+,29.2
Jhapa,Mechi,Terai,Eastern,2069/70,2012/2013,Drop Out Rate (%),BCG Vs Measles,9.9
Jhapa,Mechi,Terai,Eastern,2069/70,2012/2013,Wastage Rate(%),DPT1 Vs DPT3,0.7
Jhapa,Mechi,Terai,Eastern,2069/70,2012/2013,Wastage Rate(%),Polio1 Vs Polio3,0.5
Jhapa,Mechi,Terai,Eastern,2069/70,2012/2013,Wastage Rate(%),BCG,61.7
Jhapa,Mechi,Terai,Eastern,2069/70,2012/2013,Wastage Rate(%),DPT,9.8
Jhapa,Mechi,Terai,Eastern,2069/70,2012/2013,Wastage Rate(%),Polio3,11.7
Jhapa,Mechi,Terai,Eastern,2069/70,2012/2013,Coverage (%),Measles,38.9
Jhapa,Mechi,Terai,Eastern,2069/70,2012/2013,Coverage (%),JE,27.6
Jhapa,Mechi,Terai,Eastern,2069/70,2012/2013,Coverage (%),TT,13.5
Morang,Kosi,Terai,Eastern,2069/70,2012/2013,Coverage (%),BCG,99.8
Morang,Kosi,Terai,Eastern,2069/70,2012/2013,Coverage (%),DPT3,89.8
Morang,Kosi,Terai,Eastern,2069/70,2012/2013,Coverage (%),Polio3,89.8
Morang,Kosi,Terai,Eastern,2069/70,2012/2013,Coverage (%),Measles,85.1
Morang,Kosi,Terai,Eastern,2069/70,2012/2013,Drop Out Rate (%),JE,68.5
Morang,Kosi,Terai,Eastern,2069/70,2012/2013,Drop Out Rate (%),TT1,16.7
Morang,Kosi,Terai,Eastern,2069/70,2012/2013,Drop Out Rate (%),TT2,23.4
Morang,Kosi,Terai,Eastern,2069/70,2012/2013,Wastage Rate(%),TT2+,46.9
Morang,Kosi,Terai,Eastern,2069/70,2012/2013,Wastage Rate(%),BCG Vs Measles,14.7
Morang,Kosi,Terai,Eastern,2069/70,2012/2013,Wastage Rate(%),DPT1 Vs DPT3,2.7
Morang,Kosi,Terai,Eastern,2069/70,2012/2013,Wastage Rate(%),Polio1 Vs Polio3,2.7
Morang,Kosi,Terai,Eastern,2069/70,2012/2013,Wastage Rate(%),BCG,60.7
Morang,Kosi,Terai,Eastern,2069/70,2012/2013,Coverage (%),DPT,7.8
Morang,Kosi,Terai,Eastern,2069/70,2012/2013,Coverage (%),Polio3,8.2
Morang,Kosi,Terai,Eastern,2069/70,2012/2013,Coverage (%),Measles,39.1
Morang,Kosi,Terai,Eastern,2069/70,2012/2013,Coverage (%),JE,23.7
Morang,Kosi,Terai,Eastern,2069/70,2012/2013,Coverage (%),TT,20.7
Sunsari,Kosi,Terai,Eastern,2069/70,2012/2013,Coverage (%),BCG,96.3
Sunsari,Kosi,Terai,Eastern,2069/70,2012/2013,Coverage (%),DPT3,88.8
Sunsari,Kosi,Terai,Eastern,2069/70,2012/2013,Drop Out Rate (%),Polio3,88.8
Sunsari,Kosi,Terai,Eastern,2069/70,2012/2013,Drop Out Rate (%),Measles,84.9
Sunsari,Kosi,Terai,Eastern,2069/70,2012/2013,Drop Out Rate (%),JE,61.8
Sunsari,Kosi,Terai,Eastern,2069/70,2012/2013,Wastage Rate(%),TT1,28.8
Sunsari,Kosi,Terai,Eastern,2069/70,2012/2013,Wastage Rate(%),TT2,34.2
Sunsari,Kosi,Terai,Eastern,2069/70,2012/2013,Wastage Rate(%),TT2+,48
Sunsari,Kosi,Terai,Eastern,2069/70,2012/2013,Wastage Rate(%),BCG Vs Measles,11.8
Sunsari,Kosi,Terai,Eastern,2069/70,2012/2013,Wastage Rate(%),DPT1 Vs DPT3,4.5
Sunsari,Kosi,Terai,Eastern,2069/70,2012/2013,Coverage (%),Polio1 Vs Polio3,4.5
Sunsari,Kosi,Terai,Eastern,2069/70,2012/2013,Coverage (%),BCG,72.8
Sunsari,Kosi,Terai,Eastern,2069/70,2012/2013,Coverage (%),DPT,15.5
Sunsari,Kosi,Terai,Eastern,2069/70,2012/2013,Coverage (%),Polio3,18.3
Sunsari,Kosi,Terai,Eastern,2069/70,2012/2013,Coverage (%),Measles,55.6
Sunsari,Kosi,Terai,Eastern,2069/70,2012/2013,Coverage (%),JE,38.6
Sunsari,Kosi,Terai,Eastern,2069/70,2012/2013,Coverage (%),TT,31.4
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/2013,Drop Out Rate (%),BCG,90.8
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/2013,Drop Out Rate (%),DPT3,90.7
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/2013,Drop Out Rate (%),Polio3,90.6
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/2013,Wastage Rate(%),Measles,89.3
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/2013,Wastage Rate(%),TT1,20.3
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/2013,Wastage Rate(%),TT2,25.4
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/2013,Wastage Rate(%),TT2+,44.2
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/2013,Wastage Rate(%),BCG Vs Measles,1.7
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/2013,Coverage (%),DPT1 Vs DPT3,-0.4
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/2013,Coverage (%),Polio1 Vs Polio3,-0.3
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/2013,Coverage (%),BCG,86.8
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/2013,Coverage (%),DPT,25.6
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/2013,Coverage (%),Polio3,28.4
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/2013,Coverage (%),Measles,75.5
Dhankuta,Kosi,Hill,Eastern,2069/70,2012/2013,Coverage (%),TT,54.2
Teharthum,Kosi,Hill,Eastern,2069/70,2012/2013,Drop Out Rate (%),BCG,94.2
Teharthum,Kosi,Hill,Eastern,2069/70,2012/2013,Drop Out Rate (%),DPT3,94.7
Teharthum,Kosi,Hill,Eastern,2069/70,2012/2013,Drop Out Rate (%),Polio3,94.7
Teharthum,Kosi,Hill,Eastern,2069/70,2012/2013,Wastage Rate(%),Measles,84.9
Teharthum,Kosi,Hill,Eastern,2069/70,2012/2013,Wastage Rate(%),TT1,42.7
Teharthum,Kosi,Hill,Eastern,2069/70,2012/2013,Wastage Rate(%),TT2,48
Teharthum,Kosi,Hill,Eastern,2069/70,2012/2013,Wastage Rate(%),TT2+,25.1
Teharthum,Kosi,Hill,Eastern,2069/70,2012/2013,Wastage Rate(%),BCG Vs Measles,9.9
Teharthum,Kosi,Hill,Eastern,2069/70,2012/2013,Coverage (%),DPT1 Vs DPT3,3.8
Teharthum,Kosi,Hill,Eastern,2069/70,2012/2013,Coverage (%),Polio1 Vs Polio3,3.8
Teharthum,Kosi,Hill,Eastern,2069/70,2012/2013,Coverage (%),BCG,90.2
Teharthum,Kosi,Hill,Eastern,2069/70,2012/2013,Coverage (%),DPT,34.2
Teharthum,Kosi,Hill,Eastern,2069/70,2012/2013,Coverage (%),Polio3,39.6
Teharthum,Kosi,Hill,Eastern,2069/70,2012/2013,Coverage (%),Measles,83
Teharthum,Kosi,Hill,Eastern,2069/70,2012/2013,Coverage (%),TT,54.9
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/2013,Drop Out Rate (%),BCG,97.7
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/2013,Drop Out Rate (%),DPT3,96.7
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/2013,Drop Out Rate (%),Polio3,96.7
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/2013,Wastage Rate(%),Measles,91.3
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/2013,Wastage Rate(%),TT1,7.8
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/2013,Wastage Rate(%),TT2,14.5
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/2013,Wastage Rate(%),TT2+,68.8
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/2013,Wastage Rate(%),BCG Vs Measles,6.6
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/2013,Coverage (%),DPT1 Vs DPT3,1.9
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/2013,Coverage (%),Polio1 Vs Polio3,1.9
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/2013,Coverage (%),BCG,90.5
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/2013,Coverage (%),DPT,27.6
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/2013,Coverage (%),Polio3,28.7
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/2013,Coverage (%),Measles,81.9
Sankhuwasabha,Kosi,Mountain,Eastern,2069/70,2012/2013,Coverage (%),TT,48.7
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/2013,Drop Out Rate (%),BCG,89.5
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/2013,Drop Out Rate (%),DPT3,89.2
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/2013,Drop Out Rate (%),Polio3,89.9
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/2013,Wastage Rate(%),Measles,83.1
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/2013,Wastage Rate(%),TT1,12.2
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/2013,Wastage Rate(%),TT2,19.6
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/2013,Wastage Rate(%),TT2+,42.7
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/2013,Wastage Rate(%),BCG Vs Measles,7.2
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/2013,Coverage (%),DPT1 Vs DPT3,2.9
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/2013,Coverage (%),Polio1 Vs Polio3,2.7
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/2013,Coverage (%),BCG,88.9
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/2013,Coverage (%),DPT,29.6
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/2013,Coverage (%),Polio3,33.3
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/2013,Coverage (%),Measles,78.3
Bhojpur,Kosi,Hill,Eastern,2069/70,2012/2013,Coverage (%),TT,61.2
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/2013,Drop Out Rate (%),BCG,86
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/2013,Drop Out Rate (%),DPT3,85.6
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/2013,Drop Out Rate (%),Polio3,85.6
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/2013,Wastage Rate(%),Measles,77.8
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/2013,Wastage Rate(%),TT1,40.2
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/2013,Wastage Rate(%),TT2,48.4
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/2013,Wastage Rate(%),TT2+,41.2
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/2013,Wastage Rate(%),BCG Vs Measles,9.5
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/2013,Coverage (%),DPT1 Vs DPT3,1.8
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/2013,Coverage (%),Polio1 Vs Polio3,1.8
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/2013,Coverage (%),BCG,86.9
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/2013,Coverage (%),DPT,30.9
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/2013,Coverage (%),Polio3,39.3
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/2013,Coverage (%),Measles,76.2
Solukhumbu,Sagarmatha,Mountain,Eastern,2069/70,2012/2013,Coverage (%),TT,50.1
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/2013,Drop Out Rate (%),BCG,92.7
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/2013,Drop Out Rate (%),DPT3,89.5
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/2013,Drop Out Rate (%),Polio3,89.1
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/2013,Wastage Rate(%),Measles,80.4
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/2013,Wastage Rate(%),TT1,28.7
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/2013,Wastage Rate(%),TT2,35.5
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/2013,Wastage Rate(%),TT2+,26.5
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/2013,Wastage Rate(%),BCG Vs Measles,13.3
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/2013,Coverage (%),DPT1 Vs DPT3,-0.4
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/2013,Coverage (%),Polio1 Vs Polio3,-1
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/2013,Coverage (%),BCG,91.3
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/2013,Coverage (%),DPT,51.6
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/2013,Coverage (%),Polio3,56.5
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/2013,Coverage (%),Measles,84.4
Okhaldhunga,Sagarmatha,Hill,Eastern,2069/70,2012/2013,Coverage (%),TT,64.8
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/2013,Drop Out Rate (%),BCG,109.1
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/2013,Drop Out Rate (%),DPT3,106.1
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/2013,Drop Out Rate (%),Polio3,105.4
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/2013,Wastage Rate(%),Measles,98.7
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/2013,Wastage Rate(%),TT1,42.4
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/2013,Wastage Rate(%),TT2,42.5
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/2013,Wastage Rate(%),TT2+,43
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/2013,Wastage Rate(%),BCG Vs Measles,9.6
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/2013,Coverage (%),DPT1 Vs DPT3,1.5
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/2013,Coverage (%),Polio1 Vs Polio3,2.4
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/2013,Coverage (%),BCG,88.5
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/2013,Coverage (%),DPT,42.3
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/2013,Coverage (%),Polio3,44.6
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/2013,Coverage (%),Measles,80.7
Khotang,Sagarmatha,Hill,Eastern,2069/70,2012/2013,Coverage (%),TT,65
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/2013,Drop Out Rate (%),BCG,100.2
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/2013,Drop Out Rate (%),DPT3,94.2
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/2013,Drop Out Rate (%),Polio3,94.2
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/2013,Wastage Rate(%),Measles,92.2
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/2013,Wastage Rate(%),JE,85.1
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/2013,Wastage Rate(%),TT1,36.7
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/2013,Wastage Rate(%),TT2,35.6
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/2013,Wastage Rate(%),TT2+,43
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/2013,Coverage (%),BCG Vs Measles,8
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/2013,Coverage (%),DPT1 Vs DPT3,4.6
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/2013,Coverage (%),Polio1 Vs Polio3,4.6
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/2013,Coverage (%),BCG,83.4
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/2013,Coverage (%),DPT,25.1
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/2013,Coverage (%),Polio3,29.3
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/2013,Coverage (%),Measles,70.5
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/2013,Drop Out Rate (%),JE,52.8
Udaypur,Sagarmatha,Hill,Eastern,2069/70,2012/2013,Drop Out Rate (%),TT,46.7
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/2013,Drop Out Rate (%),BCG,101.4
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/2013,Wastage Rate(%),DPT3,98.9
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/2013,Wastage Rate(%),Polio3,98.9
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/2013,Wastage Rate(%),Measles,96.9
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/2013,Wastage Rate(%),JE,75.8
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/2013,Wastage Rate(%),TT1,53.6
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/2013,Coverage (%),TT2,45.6
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/2013,Coverage (%),TT2+,48.4
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/2013,Coverage (%),BCG Vs Measles,4.5
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/2013,Coverage (%),DPT1 Vs DPT3,2.2
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/2013,Coverage (%),Polio1 Vs Polio3,5.2
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/2013,Coverage (%),BCG,84.9
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/2013,Coverage (%),DPT,30.4
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/2013,Drop Out Rate (%),Polio3,34.7
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/2013,Drop Out Rate (%),Measles,72.7
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/2013,Drop Out Rate (%),JE,52.7
Saptari,Sagarmatha,Terai,Eastern,2069/70,2012/2013,Wastage Rate(%),TT,49.9
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/2013,Wastage Rate(%),BCG,114.3
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/2013,Wastage Rate(%),DPT3,105.5
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/2013,Wastage Rate(%),Polio3,105.6
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/2013,Wastage Rate(%),Measles,100.4
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/2013,Coverage (%),JE,77.9
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/2013,Coverage (%),TT1,42.6
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/2013,Coverage (%),TT2,35.9
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/2013,Coverage (%),TT2+,67.1
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/2013,Coverage (%),BCG Vs Measles,12.1
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/2013,Coverage (%),DPT1 Vs DPT3,7.2
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/2013,Coverage (%),Polio1 Vs Polio3,7.1
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/2013,Drop Out Rate (%),BCG,81
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/2013,Drop Out Rate (%),DPT,15.4
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/2013,Drop Out Rate (%),Polio3,16.6
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/2013,Wastage Rate(%),Measles,63.6
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/2013,Wastage Rate(%),JE,40.2
Siraha,Sagarmatha,Terai,Eastern,2069/70,2012/2013,Wastage Rate(%),TT,28.7
Dhanusha,Janakpur,Terai,Central,2069/70,2012/2013,Wastage Rate(%),BCG,115.1
Dhanusha,Janakpur,Terai,Central,2069/70,2012/2013,Wastage Rate(%),DPT3,106.1
Dhanusha,Janakpur,Terai,Central,2069/70,2012/2013,Coverage (%),Polio3,104.4
Dhanusha,Janakpur,Terai,Central,2069/70,2012/2013,Coverage (%),Measles,91.6
Dhanusha,Janakpur,Terai,Central,2069/70,2012/2013,Coverage (%),JE,60.3
Dhanusha,Janakpur,Terai,Central,2069/70,2012/2013,Coverage (%),TT1,48.5
Dhanusha,Janakpur,Terai,Central,2069/70,2012/2013,Coverage (%),TT2,46.1
Dhanusha,Janakpur,Terai,Central,2069/70,2012/2013,Coverage (%),TT2+,53.7
Dhanusha,Janakpur,Terai,Central,2069/70,2012/2013,Coverage (%),BCG Vs Measles,20.4
Dhanusha,Janakpur,Terai,Central,2069/70,2012/2013,Drop Out Rate (%),DPT1 Vs DPT3,7.4
Dhanusha,Janakpur,Terai,Central,2069/70,2012/2013,Drop Out Rate (%),Polio1 Vs Polio3,17.4
Dhanusha,Janakpur,Terai,Central,2069/70,2012/2013,Drop Out Rate (%),BCG,76.8
Dhanusha,Janakpur,Terai,Central,2069/70,2012/2013,Wastage Rate(%),DPT,12.8
Dhanusha,Janakpur,Terai,Central,2069/70,2012/2013,Wastage Rate(%),Polio3,13.1
Dhanusha,Janakpur,Terai,Central,2069/70,2012/2013,Wastage Rate(%),Measles,62.7
Dhanusha,Janakpur,Terai,Central,2069/70,2012/2013,Wastage Rate(%),JE,42
Dhanusha,Janakpur,Terai,Central,2069/70,2012/2013,Wastage Rate(%),TT,28.8
Mahottari,Janakpur,Terai,Central,2069/70,2012/2013,Coverage (%),BCG,125.9
Mahottari,Janakpur,Terai,Central,2069/70,2012/2013,Coverage (%),DPT3,110
Mahottari,Janakpur,Terai,Central,2069/70,2012/2013,Coverage (%),Polio3,111.1
Mahottari,Janakpur,Terai,Central,2069/70,2012/2013,Coverage (%),Measles,105.8
Mahottari,Janakpur,Terai,Central,2069/70,2012/2013,Coverage (%),JE,83.5
Mahottari,Janakpur,Terai,Central,2069/70,2012/2013,Coverage (%),TT1,84.8
Mahottari,Janakpur,Terai,Central,2069/70,2012/2013,Coverage (%),TT2,86.5
Mahottari,Janakpur,Terai,Central,2069/70,2012/2013,Drop Out Rate (%),TT2+,19
Mahottari,Janakpur,Terai,Central,2069/70,2012/2013,Drop Out Rate (%),BCG Vs Measles,16
Mahottari,Janakpur,Terai,Central,2069/70,2012/2013,Drop Out Rate (%),DPT1 Vs DPT3,3.1
Mahottari,Janakpur,Terai,Central,2069/70,2012/2013,Wastage Rate(%),Polio1 Vs Polio3,2
Mahottari,Janakpur,Terai,Central,2069/70,2012/2013,Wastage Rate(%),BCG,77.1
Mahottari,Janakpur,Terai,Central,2069/70,2012/2013,Wastage Rate(%),DPT,7
Mahottari,Janakpur,Terai,Central,2069/70,2012/2013,Wastage Rate(%),Polio3,14.6
Mahottari,Janakpur,Terai,Central,2069/70,2012/2013,Wastage Rate(%),Measles,59.6
Mahottari,Janakpur,Terai,Central,2069/70,2012/2013,Coverage (%),JE,38.3
Mahottari,Janakpur,Terai,Central,2069/70,2012/2013,Coverage (%),TT,18.4
Sarlahi,Janakpur,Terai,Central,2069/70,2012/2013,Coverage (%),BCG,119.4
Sarlahi,Janakpur,Terai,Central,2069/70,2012/2013,Coverage (%),DPT3,106.5
Sarlahi,Janakpur,Terai,Central,2069/70,2012/2013,Coverage (%),Polio3,106.7
Sarlahi,Janakpur,Terai,Central,2069/70,2012/2013,Coverage (%),Measles,97.4
Sarlahi,Janakpur,Terai,Central,2069/70,2012/2013,Coverage (%),JE,64.5
