Year BS,Year AD,District,zone,belt,region,Deficiencies,No of people,Zone,Belt,Region
2070/71,2013/14,Gulmi,Lumbini,Hill,Western,Obesity,582,Lumbini,Hill,Western
2070/71,2013/14,Gulmi,Lumbini,Hill,Western,Polyneuritis,932,Lumbini,Hill,Western
2066/67,2009/10,Humla,Karnali,Mountain,Mid-Western,Anemia,694,Karnali,Mountain,Mid-Western
2066/67,2009/10,Humla,Karnali,Mountain,Mid-Western,Avitaminoses and other nutrideficency,811,Karnali,Mountain,Mid-Western
2066/67,2009/10,Humla,Karnali,Mountain,Mid-Western,Dehydration,2003,Karnali,Mountain,Mid-Western
2066/67,2009/10,Humla,Karnali,Mountain,Mid-Western,Diabetic myelitis,3,Karnali,Mountain,Mid-Western
2066/67,2009/10,Humla,Karnali,Mountain,Mid-Western,"Goiter,Cretinism",16,Karnali,Mountain,Mid-Western
2066/67,2009/10,Humla,Karnali,Mountain,Mid-Western,Malnutrition,959,Karnali,Mountain,Mid-Western
2066/67,2009/10,Humla,Karnali,Mountain,Mid-Western,Night blindness,222,Karnali,Mountain,Mid-Western
2066/67,2009/10,Humla,Karnali,Mountain,Mid-Western,Obesity,43,Karnali,Mountain,Mid-Western
2066/67,2009/10,Humla,Karnali,Mountain,Mid-Western,Polyneuritis,334,Karnali,Mountain,Mid-Western
2067/68,2010/11,Humla,Karnali,Mountain,Mid-Western,Anemia,349,Karnali,Mountain,Mid-Western
2067/68,2010/11,Humla,Karnali,Mountain,Mid-Western,Avitaminoses and other nutrideficency,735,Karnali,Mountain,Mid-Western
2067/68,2010/11,Humla,Karnali,Mountain,Mid-Western,Dehydration,528,Karnali,Mountain,Mid-Western
2067/68,2010/11,Humla,Karnali,Mountain,Mid-Western,Diabetic myelitis,1,Karnali,Mountain,Mid-Western
2067/68,2010/11,Humla,Karnali,Mountain,Mid-Western,"Goiter,Cretinism",44,Karnali,Mountain,Mid-Western
2067/68,2010/11,Humla,Karnali,Mountain,Mid-Western,Malnutrition,446,Karnali,Mountain,Mid-Western
2067/68,2010/11,Humla,Karnali,Mountain,Mid-Western,Night blindness,16,Karnali,Mountain,Mid-Western
2067/68,2010/11,Humla,Karnali,Mountain,Mid-Western,Obesity,75,Karnali,Mountain,Mid-Western
2067/68,2010/11,Humla,Karnali,Mountain,Mid-Western,Polyneuritis,201,Karnali,Mountain,Mid-Western
2068/69,2011/12,Humla,Karnali,Mountain,Mid-Western,Anemia,472,Karnali,Mountain,Mid-Western
2068/69,2011/12,Humla,Karnali,Mountain,Mid-Western,Avitaminoses and other nutrideficency,336,Karnali,Mountain,Mid-Western
2068/69,2011/12,Humla,Karnali,Mountain,Mid-Western,Dehydration,693,Karnali,Mountain,Mid-Western
2068/69,2011/12,Humla,Karnali,Mountain,Mid-Western,Diabetic myelitis,3,Karnali,Mountain,Mid-Western
2068/69,2011/12,Humla,Karnali,Mountain,Mid-Western,"Goiter,Cretinism",44,Karnali,Mountain,Mid-Western
2068/69,2011/12,Humla,Karnali,Mountain,Mid-Western,Malnutrition,494,Karnali,Mountain,Mid-Western
2068/69,2011/12,Humla,Karnali,Mountain,Mid-Western,Night blindness,108,Karnali,Mountain,Mid-Western
2068/69,2011/12,Humla,Karnali,Mountain,Mid-Western,Obesity,24,Karnali,Mountain,Mid-Western
2068/69,2011/12,Humla,Karnali,Mountain,Mid-Western,Polyneuritis,60,Karnali,Mountain,Mid-Western
2069/70,2012/13,Humla,Karnali,Mountain,Mid-Western,Anemia,543,Karnali,Mountain,Mid-Western
2069/70,2012/13,Humla,Karnali,Mountain,Mid-Western,Avitaminoses and other nutrideficency,286,Karnali,Mountain,Mid-Western
2069/70,2012/13,Humla,Karnali,Mountain,Mid-Western,Dehydration,800,Karnali,Mountain,Mid-Western
2069/70,2012/13,Humla,Karnali,Mountain,Mid-Western,Diabetic myelitis,6,Karnali,Mountain,Mid-Western
2069/70,2012/13,Humla,Karnali,Mountain,Mid-Western,"Goiter,Cretinism",5,Karnali,Mountain,Mid-Western
2069/70,2012/13,Humla,Karnali,Mountain,Mid-Western,Malnutrition,711,Karnali,Mountain,Mid-Western
2069/70,2012/13,Humla,Karnali,Mountain,Mid-Western,Night blindness,20,Karnali,Mountain,Mid-Western
2069/70,2012/13,Humla,Karnali,Mountain,Mid-Western,Obesity,51,Karnali,Mountain,Mid-Western
2069/70,2012/13,Humla,Karnali,Mountain,Mid-Western,Polyneuritis,153,Karnali,Mountain,Mid-Western
2070/71,2013/14,Humla,Karnali,Mountain,Mid-Western,Anemia,0,Karnali,Mountain,Mid-Western
2070/71,2013/14,Humla,Karnali,Mountain,Mid-Western,Avitaminoses and other nutrideficency,0,Karnali,Mountain,Mid-Western
2070/71,2013/14,Humla,Karnali,Mountain,Mid-Western,Dehydration,0,Karnali,Mountain,Mid-Western
2070/71,2013/14,Humla,Karnali,Mountain,Mid-Western,Diabetic myelitis,0,Karnali,Mountain,Mid-Western
2070/71,2013/14,Humla,Karnali,Mountain,Mid-Western,"Goiter,Cretinism",0,Karnali,Mountain,Mid-Western
2070/71,2013/14,Humla,Karnali,Mountain,Mid-Western,Malnutrition,0,Karnali,Mountain,Mid-Western
2070/71,2013/14,Humla,Karnali,Mountain,Mid-Western,Night blindness,0,Karnali,Mountain,Mid-Western
2070/71,2013/14,Humla,Karnali,Mountain,Mid-Western,Obesity,0,Karnali,Mountain,Mid-Western
2070/71,2013/14,Humla,Karnali,Mountain,Mid-Western,Polyneuritis,0,Karnali,Mountain,Mid-Western
2066/67,2009/10,Ilam,Mechi,Hill,Eastern,Anemia,824,Mechi,Hill,Eastern
2066/67,2009/10,Ilam,Mechi,Hill,Eastern,Avitaminoses and other nutrideficency,543,Mechi,Hill,Eastern
2066/67,2009/10,Ilam,Mechi,Hill,Eastern,Dehydration,595,Mechi,Hill,Eastern
2066/67,2009/10,Ilam,Mechi,Hill,Eastern,Diabetic myelitis,355,Mechi,Hill,Eastern
2066/67,2009/10,Ilam,Mechi,Hill,Eastern,"Goiter,Cretinism",7,Mechi,Hill,Eastern
2066/67,2009/10,Ilam,Mechi,Hill,Eastern,Malnutrition,180,Mechi,Hill,Eastern
2066/67,2009/10,Ilam,Mechi,Hill,Eastern,Night blindness,56,Mechi,Hill,Eastern
2066/67,2009/10,Ilam,Mechi,Hill,Eastern,Obesity,5,Mechi,Hill,Eastern
2066/67,2009/10,Ilam,Mechi,Hill,Eastern,Polyneuritis,357,Mechi,Hill,Eastern
2067/68,2010/11,Ilam,Mechi,Hill,Eastern,Anemia,821,Mechi,Hill,Eastern
2067/68,2010/11,Ilam,Mechi,Hill,Eastern,Avitaminoses and other nutrideficency,797,Mechi,Hill,Eastern
2067/68,2010/11,Ilam,Mechi,Hill,Eastern,Dehydration,429,Mechi,Hill,Eastern
2067/68,2010/11,Ilam,Mechi,Hill,Eastern,Diabetic myelitis,395,Mechi,Hill,Eastern
2067/68,2010/11,Ilam,Mechi,Hill,Eastern,"Goiter,Cretinism",8,Mechi,Hill,Eastern
2067/68,2010/11,Ilam,Mechi,Hill,Eastern,Malnutrition,128,Mechi,Hill,Eastern
2067/68,2010/11,Ilam,Mechi,Hill,Eastern,Night blindness,21,Mechi,Hill,Eastern
2067/68,2010/11,Ilam,Mechi,Hill,Eastern,Obesity,4,Mechi,Hill,Eastern
2067/68,2010/11,Ilam,Mechi,Hill,Eastern,Polyneuritis,354,Mechi,Hill,Eastern
2068/69,2011/12,Ilam,Mechi,Hill,Eastern,Anemia,755,Mechi,Hill,Eastern
2068/69,2011/12,Ilam,Mechi,Hill,Eastern,Avitaminoses and other nutrideficency,973,Mechi,Hill,Eastern
2068/69,2011/12,Ilam,Mechi,Hill,Eastern,Dehydration,466,Mechi,Hill,Eastern
2068/69,2011/12,Ilam,Mechi,Hill,Eastern,Diabetic myelitis,286,Mechi,Hill,Eastern
2068/69,2011/12,Ilam,Mechi,Hill,Eastern,"Goiter,Cretinism",12,Mechi,Hill,Eastern
2068/69,2011/12,Ilam,Mechi,Hill,Eastern,Malnutrition,165,Mechi,Hill,Eastern
2068/69,2011/12,Ilam,Mechi,Hill,Eastern,Night blindness,46,Mechi,Hill,Eastern
2068/69,2011/12,Ilam,Mechi,Hill,Eastern,Obesity,7,Mechi,Hill,Eastern
2068/69,2011/12,Ilam,Mechi,Hill,Eastern,Polyneuritis,324,Mechi,Hill,Eastern
2069/70,2012/13,Ilam,Mechi,Hill,Eastern,Anemia,651,Mechi,Hill,Eastern
2069/70,2012/13,Ilam,Mechi,Hill,Eastern,Avitaminoses and other nutrideficency,1214,Mechi,Hill,Eastern
2069/70,2012/13,Ilam,Mechi,Hill,Eastern,Dehydration,341,Mechi,Hill,Eastern
2069/70,2012/13,Ilam,Mechi,Hill,Eastern,Diabetic myelitis,194,Mechi,Hill,Eastern
2069/70,2012/13,Ilam,Mechi,Hill,Eastern,"Goiter,Cretinism",10,Mechi,Hill,Eastern
2069/70,2012/13,Ilam,Mechi,Hill,Eastern,Malnutrition,119,Mechi,Hill,Eastern
2069/70,2012/13,Ilam,Mechi,Hill,Eastern,Night blindness,15,Mechi,Hill,Eastern
2069/70,2012/13,Ilam,Mechi,Hill,Eastern,Obesity,4,Mechi,Hill,Eastern
2069/70,2012/13,Ilam,Mechi,Hill,Eastern,Polyneuritis,379,Mechi,Hill,Eastern
2070/71,2013/14,Ilam,Mechi,Hill,Eastern,Anemia,295,Mechi,Hill,Eastern
2070/71,2013/14,Ilam,Mechi,Hill,Eastern,Avitaminoses and other nutrideficency,600,Mechi,Hill,Eastern
2070/71,2013/14,Ilam,Mechi,Hill,Eastern,Dehydration,32,Mechi,Hill,Eastern
2070/71,2013/14,Ilam,Mechi,Hill,Eastern,Diabetic myelitis,1667,Mechi,Hill,Eastern
2070/71,2013/14,Ilam,Mechi,Hill,Eastern,"Goiter,Cretinism",6,Mechi,Hill,Eastern
2070/71,2013/14,Ilam,Mechi,Hill,Eastern,Malnutrition,13,Mechi,Hill,Eastern
2070/71,2013/14,Ilam,Mechi,Hill,Eastern,Night blindness,5,Mechi,Hill,Eastern
2070/71,2013/14,Ilam,Mechi,Hill,Eastern,Obesity,29,Mechi,Hill,Eastern
2070/71,2013/14,Ilam,Mechi,Hill,Eastern,Polyneuritis,153,Mechi,Hill,Eastern
2066/67,2009/10,Jajarkot,Bheri,Hill,Mid-Western,Anemia,1030,Bheri,Hill,Mid-Western
2066/67,2009/10,Jajarkot,Bheri,Hill,Mid-Western,Avitaminoses and other nutrideficency,1020,Bheri,Hill,Mid-Western
2066/67,2009/10,Jajarkot,Bheri,Hill,Mid-Western,Dehydration,1594,Bheri,Hill,Mid-Western
2066/67,2009/10,Jajarkot,Bheri,Hill,Mid-Western,Diabetic myelitis,0,Bheri,Hill,Mid-Western
2066/67,2009/10,Jajarkot,Bheri,Hill,Mid-Western,"Goiter,Cretinism",48,Bheri,Hill,Mid-Western
2066/67,2009/10,Jajarkot,Bheri,Hill,Mid-Western,Malnutrition,925,Bheri,Hill,Mid-Western
2066/67,2009/10,Jajarkot,Bheri,Hill,Mid-Western,Night blindness,322,Bheri,Hill,Mid-Western
2066/67,2009/10,Jajarkot,Bheri,Hill,Mid-Western,Obesity,0,Bheri,Hill,Mid-Western
2066/67,2009/10,Jajarkot,Bheri,Hill,Mid-Western,Polyneuritis,743,Bheri,Hill,Mid-Western
2067/68,2010/11,Jajarkot,Bheri,Hill,Mid-Western,Anemia,1069,Bheri,Hill,Mid-Western
2067/68,2010/11,Jajarkot,Bheri,Hill,Mid-Western,Avitaminoses and other nutrideficency,827,Bheri,Hill,Mid-Western
2067/68,2010/11,Jajarkot,Bheri,Hill,Mid-Western,Dehydration,1619,Bheri,Hill,Mid-Western
2067/68,2010/11,Jajarkot,Bheri,Hill,Mid-Western,Diabetic myelitis,19,Bheri,Hill,Mid-Western
2067/68,2010/11,Jajarkot,Bheri,Hill,Mid-Western,"Goiter,Cretinism",117,Bheri,Hill,Mid-Western
2067/68,2010/11,Jajarkot,Bheri,Hill,Mid-Western,Malnutrition,1159,Bheri,Hill,Mid-Western
2067/68,2010/11,Jajarkot,Bheri,Hill,Mid-Western,Night blindness,237,Bheri,Hill,Mid-Western
2067/68,2010/11,Jajarkot,Bheri,Hill,Mid-Western,Obesity,18,Bheri,Hill,Mid-Western
2067/68,2010/11,Jajarkot,Bheri,Hill,Mid-Western,Polyneuritis,461,Bheri,Hill,Mid-Western
2068/69,2011/12,Jajarkot,Bheri,Hill,Mid-Western,Anemia,1090,Bheri,Hill,Mid-Western
2068/69,2011/12,Jajarkot,Bheri,Hill,Mid-Western,Avitaminoses and other nutrideficency,932,Bheri,Hill,Mid-Western
2068/69,2011/12,Jajarkot,Bheri,Hill,Mid-Western,Dehydration,1098,Bheri,Hill,Mid-Western
2068/69,2011/12,Jajarkot,Bheri,Hill,Mid-Western,Diabetic myelitis,5,Bheri,Hill,Mid-Western
2068/69,2011/12,Jajarkot,Bheri,Hill,Mid-Western,"Goiter,Cretinism",18,Bheri,Hill,Mid-Western
2068/69,2011/12,Jajarkot,Bheri,Hill,Mid-Western,Malnutrition,739,Bheri,Hill,Mid-Western
2068/69,2011/12,Jajarkot,Bheri,Hill,Mid-Western,Night blindness,244,Bheri,Hill,Mid-Western
2068/69,2011/12,Jajarkot,Bheri,Hill,Mid-Western,Obesity,17,Bheri,Hill,Mid-Western
2068/69,2011/12,Jajarkot,Bheri,Hill,Mid-Western,Polyneuritis,852,Bheri,Hill,Mid-Western
2069/70,2012/13,Jajarkot,Bheri,Hill,Mid-Western,Anemia,1655,Bheri,Hill,Mid-Western
2069/70,2012/13,Jajarkot,Bheri,Hill,Mid-Western,Avitaminoses and other nutrideficency,759,Bheri,Hill,Mid-Western
2069/70,2012/13,Jajarkot,Bheri,Hill,Mid-Western,Dehydration,518,Bheri,Hill,Mid-Western
2069/70,2012/13,Jajarkot,Bheri,Hill,Mid-Western,Diabetic myelitis,1,Bheri,Hill,Mid-Western
2069/70,2012/13,Jajarkot,Bheri,Hill,Mid-Western,"Goiter,Cretinism",36,Bheri,Hill,Mid-Western
2069/70,2012/13,Jajarkot,Bheri,Hill,Mid-Western,Malnutrition,640,Bheri,Hill,Mid-Western
2069/70,2012/13,Jajarkot,Bheri,Hill,Mid-Western,Night blindness,290,Bheri,Hill,Mid-Western
2069/70,2012/13,Jajarkot,Bheri,Hill,Mid-Western,Obesity,6,Bheri,Hill,Mid-Western
2069/70,2012/13,Jajarkot,Bheri,Hill,Mid-Western,Polyneuritis,726,Bheri,Hill,Mid-Western
2070/71,2013/14,Jajarkot,Bheri,Hill,Mid-Western,Anemia,2799,Bheri,Hill,Mid-Western
2070/71,2013/14,Jajarkot,Bheri,Hill,Mid-Western,Avitaminoses and other nutrideficency,3926,Bheri,Hill,Mid-Western
2070/71,2013/14,Jajarkot,Bheri,Hill,Mid-Western,Dehydration,2742,Bheri,Hill,Mid-Western
2070/71,2013/14,Jajarkot,Bheri,Hill,Mid-Western,Diabetic myelitis,15382,Bheri,Hill,Mid-Western
2070/71,2013/14,Jajarkot,Bheri,Hill,Mid-Western,"Goiter,Cretinism",569,Bheri,Hill,Mid-Western
2070/71,2013/14,Jajarkot,Bheri,Hill,Mid-Western,Malnutrition,465,Bheri,Hill,Mid-Western
2070/71,2013/14,Jajarkot,Bheri,Hill,Mid-Western,Night blindness,292,Bheri,Hill,Mid-Western
2070/71,2013/14,Jajarkot,Bheri,Hill,Mid-Western,Obesity,1162,Bheri,Hill,Mid-Western
2070/71,2013/14,Jajarkot,Bheri,Hill,Mid-Western,Polyneuritis,946,Bheri,Hill,Mid-Western
2066/67,2009/10,Jhapa,Mechi,Terai,Eastern,Anemia,2588,Mechi,Terai,Eastern
2066/67,2009/10,Jhapa,Mechi,Terai,Eastern,Avitaminoses and other nutrideficency,2214,Mechi,Terai,Eastern
2066/67,2009/10,Jhapa,Mechi,Terai,Eastern,Dehydration,1711,Mechi,Terai,Eastern
2066/67,2009/10,Jhapa,Mechi,Terai,Eastern,Diabetic myelitis,684,Mechi,Terai,Eastern
2066/67,2009/10,Jhapa,Mechi,Terai,Eastern,"Goiter,Cretinism",96,Mechi,Terai,Eastern
2066/67,2009/10,Jhapa,Mechi,Terai,Eastern,Malnutrition,724,Mechi,Terai,Eastern
2066/67,2009/10,Jhapa,Mechi,Terai,Eastern,Night blindness,359,Mechi,Terai,Eastern
2066/67,2009/10,Jhapa,Mechi,Terai,Eastern,Obesity,14,Mechi,Terai,Eastern
2066/67,2009/10,Jhapa,Mechi,Terai,Eastern,Polyneuritis,1940,Mechi,Terai,Eastern
2067/68,2010/11,Jhapa,Mechi,Terai,Eastern,Anemia,2773,Mechi,Terai,Eastern
2067/68,2010/11,Jhapa,Mechi,Terai,Eastern,Avitaminoses and other nutrideficency,3217,Mechi,Terai,Eastern
2067/68,2010/11,Jhapa,Mechi,Terai,Eastern,Dehydration,2062,Mechi,Terai,Eastern
2067/68,2010/11,Jhapa,Mechi,Terai,Eastern,Diabetic myelitis,795,Mechi,Terai,Eastern
2067/68,2010/11,Jhapa,Mechi,Terai,Eastern,"Goiter,Cretinism",92,Mechi,Terai,Eastern
2067/68,2010/11,Jhapa,Mechi,Terai,Eastern,Malnutrition,779,Mechi,Terai,Eastern
2067/68,2010/11,Jhapa,Mechi,Terai,Eastern,Night blindness,545,Mechi,Terai,Eastern
2067/68,2010/11,Jhapa,Mechi,Terai,Eastern,Obesity,48,Mechi,Terai,Eastern
2067/68,2010/11,Jhapa,Mechi,Terai,Eastern,Polyneuritis,1767,Mechi,Terai,Eastern
2068/69,2011/12,Jhapa,Mechi,Terai,Eastern,Anemia,2501,Mechi,Terai,Eastern
2068/69,2011/12,Jhapa,Mechi,Terai,Eastern,Avitaminoses and other nutrideficency,2377,Mechi,Terai,Eastern
2068/69,2011/12,Jhapa,Mechi,Terai,Eastern,Dehydration,2255,Mechi,Terai,Eastern
2068/69,2011/12,Jhapa,Mechi,Terai,Eastern,Diabetic myelitis,926,Mechi,Terai,Eastern
2068/69,2011/12,Jhapa,Mechi,Terai,Eastern,"Goiter,Cretinism",66,Mechi,Terai,Eastern
2068/69,2011/12,Jhapa,Mechi,Terai,Eastern,Malnutrition,590,Mechi,Terai,Eastern
2068/69,2011/12,Jhapa,Mechi,Terai,Eastern,Night blindness,279,Mechi,Terai,Eastern
2068/69,2011/12,Jhapa,Mechi,Terai,Eastern,Obesity,36,Mechi,Terai,Eastern
2068/69,2011/12,Jhapa,Mechi,Terai,Eastern,Polyneuritis,2000,Mechi,Terai,Eastern
2069/70,2012/13,Jhapa,Mechi,Terai,Eastern,Anemia,2961,Mechi,Terai,Eastern
2069/70,2012/13,Jhapa,Mechi,Terai,Eastern,Avitaminoses and other nutrideficency,2490,Mechi,Terai,Eastern
2069/70,2012/13,Jhapa,Mechi,Terai,Eastern,Dehydration,2942,Mechi,Terai,Eastern
2069/70,2012/13,Jhapa,Mechi,Terai,Eastern,Diabetic myelitis,1214,Mechi,Terai,Eastern
2069/70,2012/13,Jhapa,Mechi,Terai,Eastern,"Goiter,Cretinism",53,Mechi,Terai,Eastern
2069/70,2012/13,Jhapa,Mechi,Terai,Eastern,Malnutrition,656,Mechi,Terai,Eastern
2069/70,2012/13,Jhapa,Mechi,Terai,Eastern,Night blindness,333,Mechi,Terai,Eastern
2069/70,2012/13,Jhapa,Mechi,Terai,Eastern,Obesity,69,Mechi,Terai,Eastern
2069/70,2012/13,Jhapa,Mechi,Terai,Eastern,Polyneuritis,2736,Mechi,Terai,Eastern
2070/71,2013/14,Jhapa,Mechi,Terai,Eastern,Anemia,633,Mechi,Terai,Eastern
2070/71,2013/14,Jhapa,Mechi,Terai,Eastern,Avitaminoses and other nutrideficency,769,Mechi,Terai,Eastern
2070/71,2013/14,Jhapa,Mechi,Terai,Eastern,Dehydration,708,Mechi,Terai,Eastern
2070/71,2013/14,Jhapa,Mechi,Terai,Eastern,Diabetic myelitis,693,Mechi,Terai,Eastern
2070/71,2013/14,Jhapa,Mechi,Terai,Eastern,"Goiter,Cretinism",19,Mechi,Terai,Eastern
2070/71,2013/14,Jhapa,Mechi,Terai,Eastern,Malnutrition,262,Mechi,Terai,Eastern
2070/71,2013/14,Jhapa,Mechi,Terai,Eastern,Night blindness,78,Mechi,Terai,Eastern
2070/71,2013/14,Jhapa,Mechi,Terai,Eastern,Obesity,175,Mechi,Terai,Eastern
2070/71,2013/14,Jhapa,Mechi,Terai,Eastern,Polyneuritis,254,Mechi,Terai,Eastern
2066/67,2009/10,Jumla,Karnali,Mountain,Mid-Western,Anemia,150,Karnali,Mountain,Mid-Western
2066/67,2009/10,Jumla,Karnali,Mountain,Mid-Western,Avitaminoses and other nutrideficency,344,Karnali,Mountain,Mid-Western
2066/67,2009/10,Jumla,Karnali,Mountain,Mid-Western,Dehydration,432,Karnali,Mountain,Mid-Western
2066/67,2009/10,Jumla,Karnali,Mountain,Mid-Western,Diabetic myelitis,12,Karnali,Mountain,Mid-Western
2066/67,2009/10,Jumla,Karnali,Mountain,Mid-Western,"Goiter,Cretinism",23,Karnali,Mountain,Mid-Western
2066/67,2009/10,Jumla,Karnali,Mountain,Mid-Western,Malnutrition,265,Karnali,Mountain,Mid-Western
2066/67,2009/10,Jumla,Karnali,Mountain,Mid-Western,Night blindness,132,Karnali,Mountain,Mid-Western
2066/67,2009/10,Jumla,Karnali,Mountain,Mid-Western,Obesity,0,Karnali,Mountain,Mid-Western
2066/67,2009/10,Jumla,Karnali,Mountain,Mid-Western,Polyneuritis,106,Karnali,Mountain,Mid-Western
2067/68,2010/11,Jumla,Karnali,Mountain,Mid-Western,Anemia,144,Karnali,Mountain,Mid-Western
2067/68,2010/11,Jumla,Karnali,Mountain,Mid-Western,Avitaminoses and other nutrideficency,417,Karnali,Mountain,Mid-Western
2067/68,2010/11,Jumla,Karnali,Mountain,Mid-Western,Dehydration,399,Karnali,Mountain,Mid-Western
2067/68,2010/11,Jumla,Karnali,Mountain,Mid-Western,Diabetic myelitis,1,Karnali,Mountain,Mid-Western
2067/68,2010/11,Jumla,Karnali,Mountain,Mid-Western,"Goiter,Cretinism",2,Karnali,Mountain,Mid-Western
2067/68,2010/11,Jumla,Karnali,Mountain,Mid-Western,Malnutrition,295,Karnali,Mountain,Mid-Western
2067/68,2010/11,Jumla,Karnali,Mountain,Mid-Western,Night blindness,126,Karnali,Mountain,Mid-Western
2067/68,2010/11,Jumla,Karnali,Mountain,Mid-Western,Obesity,7,Karnali,Mountain,Mid-Western
2067/68,2010/11,Jumla,Karnali,Mountain,Mid-Western,Polyneuritis,60,Karnali,Mountain,Mid-Western
2068/69,2011/12,Jumla,Karnali,Mountain,Mid-Western,Anemia,50,Karnali,Mountain,Mid-Western
2068/69,2011/12,Jumla,Karnali,Mountain,Mid-Western,Avitaminoses and other nutrideficency,394,Karnali,Mountain,Mid-Western
2068/69,2011/12,Jumla,Karnali,Mountain,Mid-Western,Dehydration,244,Karnali,Mountain,Mid-Western
2068/69,2011/12,Jumla,Karnali,Mountain,Mid-Western,Diabetic myelitis,0,Karnali,Mountain,Mid-Western
2068/69,2011/12,Jumla,Karnali,Mountain,Mid-Western,"Goiter,Cretinism",0,Karnali,Mountain,Mid-Western
2068/69,2011/12,Jumla,Karnali,Mountain,Mid-Western,Malnutrition,183,Karnali,Mountain,Mid-Western
2068/69,2011/12,Jumla,Karnali,Mountain,Mid-Western,Night blindness,169,Karnali,Mountain,Mid-Western
2068/69,2011/12,Jumla,Karnali,Mountain,Mid-Western,Obesity,2,Karnali,Mountain,Mid-Western
2068/69,2011/12,Jumla,Karnali,Mountain,Mid-Western,Polyneuritis,67,Karnali,Mountain,Mid-Western
2069/70,2012/13,Jumla,Karnali,Mountain,Mid-Western,Anemia,159,Karnali,Mountain,Mid-Western
2069/70,2012/13,Jumla,Karnali,Mountain,Mid-Western,Avitaminoses and other nutrideficency,437,Karnali,Mountain,Mid-Western
2069/70,2012/13,Jumla,Karnali,Mountain,Mid-Western,Dehydration,357,Karnali,Mountain,Mid-Western
2069/70,2012/13,Jumla,Karnali,Mountain,Mid-Western,Diabetic myelitis,18,Karnali,Mountain,Mid-Western
2069/70,2012/13,Jumla,Karnali,Mountain,Mid-Western,"Goiter,Cretinism",10,Karnali,Mountain,Mid-Western
2069/70,2012/13,Jumla,Karnali,Mountain,Mid-Western,Malnutrition,505,Karnali,Mountain,Mid-Western
2069/70,2012/13,Jumla,Karnali,Mountain,Mid-Western,Night blindness,161,Karnali,Mountain,Mid-Western
2069/70,2012/13,Jumla,Karnali,Mountain,Mid-Western,Obesity,5,Karnali,Mountain,Mid-Western
2069/70,2012/13,Jumla,Karnali,Mountain,Mid-Western,Polyneuritis,55,Karnali,Mountain,Mid-Western
2070/71,2013/14,Jumla,Karnali,Mountain,Mid-Western,Anemia,92,Karnali,Mountain,Mid-Western
2070/71,2013/14,Jumla,Karnali,Mountain,Mid-Western,Avitaminoses and other nutrideficency,706,Karnali,Mountain,Mid-Western
2070/71,2013/14,Jumla,Karnali,Mountain,Mid-Western,Dehydration,312,Karnali,Mountain,Mid-Western
2070/71,2013/14,Jumla,Karnali,Mountain,Mid-Western,Diabetic myelitis,4,Karnali,Mountain,Mid-Western
2070/71,2013/14,Jumla,Karnali,Mountain,Mid-Western,"Goiter,Cretinism",1,Karnali,Mountain,Mid-Western
2070/71,2013/14,Jumla,Karnali,Mountain,Mid-Western,Malnutrition,0,Karnali,Mountain,Mid-Western
2070/71,2013/14,Jumla,Karnali,Mountain,Mid-Western,Night blindness,7,Karnali,Mountain,Mid-Western
2070/71,2013/14,Jumla,Karnali,Mountain,Mid-Western,Obesity,2,Karnali,Mountain,Mid-Western
2070/71,2013/14,Jumla,Karnali,Mountain,Mid-Western,Polyneuritis,25,Karnali,Mountain,Mid-Western
2066/67,2009/10,Kailali,Seti,Terai,Far-Western,Anemia,4997,Seti,Terai,Far-Western
2066/67,2009/10,Kailali,Seti,Terai,Far-Western,Avitaminoses and other nutrideficency,4462,Seti,Terai,Far-Western
2066/67,2009/10,Kailali,Seti,Terai,Far-Western,Dehydration,1730,Seti,Terai,Far-Western
2066/67,2009/10,Kailali,Seti,Terai,Far-Western,Diabetic myelitis,443,Seti,Terai,Far-Western
2066/67,2009/10,Kailali,Seti,Terai,Far-Western,"Goiter,Cretinism",48,Seti,Terai,Far-Western
2066/67,2009/10,Kailali,Seti,Terai,Far-Western,Malnutrition,642,Seti,Terai,Far-Western
2066/67,2009/10,Kailali,Seti,Terai,Far-Western,Night blindness,142,Seti,Terai,Far-Western
2066/67,2009/10,Kailali,Seti,Terai,Far-Western,Obesity,42,Seti,Terai,Far-Western
2066/67,2009/10,Kailali,Seti,Terai,Far-Western,Polyneuritis,1483,Seti,Terai,Far-Western
2067/68,2010/11,Kailali,Seti,Terai,Far-Western,Anemia,4136,Seti,Terai,Far-Western
2067/68,2010/11,Kailali,Seti,Terai,Far-Western,Avitaminoses and other nutrideficency,3404,Seti,Terai,Far-Western
2067/68,2010/11,Kailali,Seti,Terai,Far-Western,Dehydration,1507,Seti,Terai,Far-Western
2067/68,2010/11,Kailali,Seti,Terai,Far-Western,Diabetic myelitis,434,Seti,Terai,Far-Western
2067/68,2010/11,Kailali,Seti,Terai,Far-Western,"Goiter,Cretinism",305,Seti,Terai,Far-Western
2067/68,2010/11,Kailali,Seti,Terai,Far-Western,Malnutrition,851,Seti,Terai,Far-Western
2067/68,2010/11,Kailali,Seti,Terai,Far-Western,Night blindness,162,Seti,Terai,Far-Western
2067/68,2010/11,Kailali,Seti,Terai,Far-Western,Obesity,126,Seti,Terai,Far-Western
2067/68,2010/11,Kailali,Seti,Terai,Far-Western,Polyneuritis,1657,Seti,Terai,Far-Western
