District,zone,belt,region,Year BS,Year AD,Clinical Malaria/Total Treatment,Age group,Gender,Number of people,Zone,Belt,Region
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,4705,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,5404,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Total Treatment,Under 5 Years,Female,1139,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Total Treatment,5 Years & Above,Male,1251,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Total Treatment,Under 5 Years,Female,4709,Janakpur,Terai,Central
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Total Treatment,5 Years & Above,Male,5433,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,0,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,0,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,1014,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,3852,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Total Treatment,Under 5 Years,Female,3,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Total Treatment,5 Years & Above,Male,2,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Total Treatment,Under 5 Years,Female,1058,Janakpur,Terai,Central
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Total Treatment,5 Years & Above,Male,3927,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,39,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,22,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,626,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,1334,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Total Treatment,Under 5 Years,Female,40,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Total Treatment,5 Years & Above,Male,25,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Total Treatment,Under 5 Years,Female,638,Janakpur,Terai,Central
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Total Treatment,5 Years & Above,Male,1412,Janakpur,Terai,Central
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,0,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,0,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,114,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,125,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Total Treatment,Under 5 Years,Female,0,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Total Treatment,5 Years & Above,Male,0,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Total Treatment,Under 5 Years,Female,115,Janakpur,Hill,Central
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Total Treatment,5 Years & Above,Male,140,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,6,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,0,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,0,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,0,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Total Treatment,Under 5 Years,Female,6,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Total Treatment,5 Years & Above,Male,0,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Total Treatment,Under 5 Years,Female,0,Janakpur,Hill,Central
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,Total Treatment,5 Years & Above,Male,0,Janakpur,Hill,Central
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,0,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,0,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,0,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,0,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Total Treatment,Under 5 Years,Female,0,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Total Treatment,5 Years & Above,Male,0,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Total Treatment,Under 5 Years,Female,0,Janakpur,Mountain,Central
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Total Treatment,5 Years & Above,Male,0,Janakpur,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,0,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,0,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,50,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,37,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Total Treatment,Under 5 Years,Female,0,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Total Treatment,5 Years & Above,Male,0,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Total Treatment,Under 5 Years,Female,50,Bagmati,Mountain,Central
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Total Treatment,5 Years & Above,Male,37,Bagmati,Mountain,Central
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,2,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,1,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,63,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,78,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Total Treatment,Under 5 Years,Female,2,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Total Treatment,5 Years & Above,Male,1,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Total Treatment,Under 5 Years,Female,63,Bagmati,Hill,Central
Kavre,Bagmati,Hill,Central,2068/69,2011/12,Total Treatment,5 Years & Above,Male,82,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Total Treatment,Under 5 Years,Female,0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Total Treatment,5 Years & Above,Male,0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Total Treatment,Under 5 Years,Female,0,Bagmati,Hill,Central
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Total Treatment,5 Years & Above,Male,0,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,0,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,0,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,0,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,0,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Total Treatment,Under 5 Years,Female,0,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Total Treatment,5 Years & Above,Male,0,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Total Treatment,Under 5 Years,Female,0,Bagmati,Hill,Central
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Total Treatment,5 Years & Above,Male,0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Total Treatment,Under 5 Years,Female,0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Total Treatment,5 Years & Above,Male,0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Total Treatment,Under 5 Years,Female,0,Bagmati,Hill,Central
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,Total Treatment,5 Years & Above,Male,0,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,0,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,3,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,8,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,7,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Total Treatment,Under 5 Years,Female,0,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Total Treatment,5 Years & Above,Male,3,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Total Treatment,Under 5 Years,Female,9,Bagmati,Hill,Central
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Total Treatment,5 Years & Above,Male,7,Bagmati,Hill,Central
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,0,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,0,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,0,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,0,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,Total Treatment,Under 5 Years,Female,0,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,Total Treatment,5 Years & Above,Male,0,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,Total Treatment,Under 5 Years,Female,0,Bagmati,Mountain,Central
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,Total Treatment,5 Years & Above,Male,0,Bagmati,Mountain,Central
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,3,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,1,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,25,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,41,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Total Treatment,Under 5 Years,Female,3,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Total Treatment,5 Years & Above,Male,1,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Total Treatment,Under 5 Years,Female,25,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Total Treatment,5 Years & Above,Male,42,Bagmati,Hill,Central
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,16,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,13,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,103,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,120,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Total Treatment,Under 5 Years,Female,22,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Total Treatment,5 Years & Above,Male,16,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Total Treatment,Under 5 Years,Female,116,Narayani,Hill,Central
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Total Treatment,5 Years & Above,Male,128,Narayani,Hill,Central
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,97,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,57,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,1115,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,1287,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Total Treatment,Under 5 Years,Female,106,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Total Treatment,5 Years & Above,Male,65,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Total Treatment,Under 5 Years,Female,1031,Narayani,Terai,Central
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Total Treatment,5 Years & Above,Male,1188,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,15,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,15,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,725,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,912,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2068/69,2011/12,Total Treatment,Under 5 Years,Female,15,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2068/69,2011/12,Total Treatment,5 Years & Above,Male,15,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2068/69,2011/12,Total Treatment,Under 5 Years,Female,734,Narayani,Terai,Central
Bara,Narayani,Terai,Central,2068/69,2011/12,Total Treatment,5 Years & Above,Male,927,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,0,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,0,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,0,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,0,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2068/69,2011/12,Total Treatment,Under 5 Years,Female,0,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2068/69,2011/12,Total Treatment,5 Years & Above,Male,0,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2068/69,2011/12,Total Treatment,Under 5 Years,Female,0,Narayani,Terai,Central
Parsa,Narayani,Terai,Central,2068/69,2011/12,Total Treatment,5 Years & Above,Male,0,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,2,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,3,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,79,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,97,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Total Treatment,Under 5 Years,Female,2,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Total Treatment,5 Years & Above,Male,3,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Total Treatment,Under 5 Years,Female,83,Narayani,Terai,Central
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Total Treatment,5 Years & Above,Male,120,Narayani,Terai,Central
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,3,Gandaki,Hill,Western
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,8,Gandaki,Hill,Western
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,18,Gandaki,Hill,Western
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,24,Gandaki,Hill,Western
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Total Treatment,Under 5 Years,Female,3,Gandaki,Hill,Western
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Total Treatment,5 Years & Above,Male,8,Gandaki,Hill,Western
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Total Treatment,Under 5 Years,Female,20,Gandaki,Hill,Western
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Total Treatment,5 Years & Above,Male,28,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,0,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,0,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,3,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,7,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Total Treatment,Under 5 Years,Female,0,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Total Treatment,5 Years & Above,Male,0,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Total Treatment,Under 5 Years,Female,2,Gandaki,Hill,Western
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,Total Treatment,5 Years & Above,Male,5,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,3,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,2,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,0,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,18,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Total Treatment,Under 5 Years,Female,0,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Total Treatment,5 Years & Above,Male,0,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Total Treatment,Under 5 Years,Female,12,Gandaki,Hill,Western
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,Total Treatment,5 Years & Above,Male,6,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,0,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,0,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,1,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,0,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2068/69,2011/12,Total Treatment,Under 5 Years,Female,0,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2068/69,2011/12,Total Treatment,5 Years & Above,Male,1,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2068/69,2011/12,Total Treatment,Under 5 Years,Female,1,Gandaki,Hill,Western
Syangja,Gandaki,Hill,Western,2068/69,2011/12,Total Treatment,5 Years & Above,Male,3,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,0,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,0,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,40,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,41,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2068/69,2011/12,Total Treatment,Under 5 Years,Female,4,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2068/69,2011/12,Total Treatment,5 Years & Above,Male,4,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2068/69,2011/12,Total Treatment,Under 5 Years,Female,49,Gandaki,Hill,Western
Kaski,Gandaki,Hill,Western,2068/69,2011/12,Total Treatment,5 Years & Above,Male,65,Gandaki,Hill,Western
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,0,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,0,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,0,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,0,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Total Treatment,Under 5 Years,Female,0,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Total Treatment,5 Years & Above,Male,0,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Total Treatment,Under 5 Years,Female,0,Gandaki,Mountain,Western
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Total Treatment,5 Years & Above,Male,0,Gandaki,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,0,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,0,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Clinical Malaria,Under 5 Years,Female,0,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Clinical Malaria,5 Years & Above,Male,0,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Total Treatment,Under 5 Years,Female,0,Dhawalagiri,Mountain,Western
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Total Treatment,5 Years & Above,Male,0,Dhawalagiri,Mountain,Western
