District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator 1,Indicator 2,Indicator 3,Indicator 4,Value
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Male,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Female,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Male,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,Total,,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,RK 39,,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,BM,,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,Sp,,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,Other,,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,Total,,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,SAG/ Miltefosine,,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,Fungizone,,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,Others,,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,Total,,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Deaths,Female,,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Deaths,Male,,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Affected,No of VDCs,,,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Affected,No of Village/Tole,,,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Female,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Male,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Female,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Male,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,Total,,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,RK 39,,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,BM,,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,Sp,,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,Other,,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,Total,,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,SAG/ Miltefosine,,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,Fungizone,,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,Others,,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,Total,,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Deaths,Female,,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Deaths,Male,,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Affected,No of VDCs,,,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Affected,No of Village/Tole,,,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Female,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Male,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Female,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Male,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,Total,,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,RK 39,,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,BM,,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,Sp,,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,Other,,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,Total,,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,SAG/ Miltefosine,,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,Fungizone,,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,Others,,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,Total,,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Deaths,Female,,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Deaths,Male,,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Affected,No of VDCs,,,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Affected,No of Village/Tole,,,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Female,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Male,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Female,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Male,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,Total,,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,RK 39,,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,BM,,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,Sp,,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,Other,,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,Total,,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,SAG/ Miltefosine,,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,Fungizone,,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,Others,,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,Total,,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Native Cases,No of Deaths,Female,,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Native Cases,No of Deaths,Male,,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Affected,No of VDCs,,,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Affected,No of Village/Tole,,,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Female,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Male,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Female,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Male,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,Total,,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,RK 39,,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,BM,,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,Sp,,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,Other,,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,Total,,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,SAG/ Miltefosine,,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,Fungizone,,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,Others,,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,Total,,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Native Cases,No of Deaths,Female,,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Native Cases,No of Deaths,Male,,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Affected,No of VDCs,,,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Affected,No of Village/Tole,,,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Female,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Male,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Female,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Male,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,Total,,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,RK 39,,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,BM,,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,Sp,,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,Other,,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,Total,,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,SAG/ Miltefosine,,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,Fungizone,,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,Others,,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,Total,,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Native Cases,No of Deaths,Female,,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Native Cases,No of Deaths,Male,,0
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Affected,No of VDCs,,,3
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Affected,No of Village/Tole,,,0
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Female,0
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Male,0
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Female,1
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Male,2
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,Total,,3
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,RK 39,,2
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,BM,,0
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,Sp,,0
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,Other,,0
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,Total,,2
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,SAG/ Miltefosine,,0
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,Fungizone,,0
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,Others,,0
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,Total,,0
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Deaths,Female,,0
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Deaths,Male,,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Affected,No of VDCs,,,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Affected,No of Village/Tole,,,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Female,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Male,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Female,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Male,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,Total,,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,RK 39,,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,BM,,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,Sp,,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,Other,,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,Total,,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,SAG/ Miltefosine,,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,Fungizone,,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,Others,,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,Total,,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Deaths,Female,,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Deaths,Male,,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Affected,No of VDCs,,,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Affected,No of Village/Tole,,,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Female,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Male,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Female,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Male,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,Total,,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,RK 39,,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,BM,,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,Sp,,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,Other,,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,Total,,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,SAG/ Miltefosine,,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,Fungizone,,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,Others,,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,Total,,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Deaths,Female,,0
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Native Cases,No of Deaths,Male,,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Affected,No of VDCs,,,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Affected,No of Village/Tole,,,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Female,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Male,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Female,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Male,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,Total,,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,RK 39,,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,BM,,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,Sp,,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,Other,,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,Total,,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,SAG/ Miltefosine,,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,Fungizone,,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,Others,,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,Total,,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,No of Deaths,Female,,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,No of Deaths,Male,,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Affected,No of VDCs,,,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Affected,No of Village/Tole,,,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Female,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Male,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Female,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Male,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,Total,,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,RK 39,,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,BM,,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,Sp,,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,Other,,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,Total,,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,SAG/ Miltefosine,,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,Fungizone,,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,Others,,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,Total,,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,No of Deaths,Female,,0
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,No of Deaths,Male,,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Affected,No of VDCs,,,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Affected,No of Village/Tole,,,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Female,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Male,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Female,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Male,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,Total,,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,RK 39,,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,BM,,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,Sp,,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,Other,,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,Total,,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,SAG/ Miltefosine,,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,Fungizone,,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,Others,,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,Total,,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,No of Deaths,Female,,0
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,No of Deaths,Male,,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Affected,No of VDCs,,,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Affected,No of Village/Tole,,,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Female,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Male,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Female,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Male,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,Total,,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,RK 39,,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,BM,,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,Sp,,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,Other,,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,Total,,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,SAG/ Miltefosine,,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,Fungizone,,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,Others,,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,Total,,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,No of Deaths,Female,,0
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,No of Deaths,Male,,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Affected,No of VDCs,,,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Affected,No of Village/Tole,,,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Female,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,<5 Yrs,Male,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Female,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,>=5 Yrs,Male,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,No of Patients,Total,,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,RK 39,,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,BM,,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,Sp,,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,Other,,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,Diagnosis Method,Total,,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,SAG/ Miltefosine,,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,Fungizone,,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Native Cases,No of Patients Treated,Others,,0
