District,zone,belt,region,Year BS,Year AD,Vaccines,No of children,Zone,Belt,Region
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,BCG4,6747,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,DPT-Hep B1,6802,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,DPT-Hep B2,6759,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,DPT-Hep B3,6493,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,"Japnese
Encephalitis",0,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,"Measles 12-23
months",42,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,"Measles 9-11
months",5982,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,Polio 1,6802,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,Polio 2,6759,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,Polio 3,6493,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,TT 1 4,2309,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,TT 2,2099,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2069/70,2012/13,TT 2+ 4,3031,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2070/71,2013/14,BCG5,7346,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2070/71,2013/14,DPT-HepB 1 4,7258,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2070/71,2013/14,DPT-HepB 2 4,7249,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2070/71,2013/14,DPT-HepB 3 4,7153,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2070/71,2013/14,Polio14,7233,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2070/71,2013/14,Polio24,7224,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2070/71,2013/14,Polio34,7127,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2070/71,2013/14,Measles 9-11 months 4,6525,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2070/71,2013/14,Measles 12-23 4,178,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2070/71,2013/14,Japenese Encephalitis 4,5373,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2070/71,2013/14,TT 1 5,3010,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2070/71,2013/14,TT24,2854,Bheri,Hill,Mid-Western
Dailekh,Bheri,Hill,Mid-Western,2070/71,2013/14,TT 2+ 5,3142,Bheri,Hill,Mid-Western
Dang,Rapti,Terai,Mid-Western,2066/67,2009/10,BCG,13847,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2066/67,2009/10,DPT-HepB 1,12991,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2066/67,2009/10,DPT-HepB 2,12705,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2066/67,2009/10,DPT-HepB 3,12606,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2066/67,2009/10,Japenese Encephalitis,8738,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2066/67,2009/10,Measles 12-23,241,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2066/67,2009/10,Measles 9-11 months,13547,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2066/67,2009/10,Polio1,12991,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2066/67,2009/10,Polio2,12702,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2066/67,2009/10,Polio3,12513,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2066/67,2009/10,TT 1,2779,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2066/67,2009/10,TT 2+,5573,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2066/67,2009/10,TT2,7530,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2067/68,2010/11,BCG2,13771,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2067/68,2010/11,DPT-HepB 1 2,13738,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2067/68,2010/11,DPT-HepB 2 2,13486,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2067/68,2010/11,DPT-HepB 3 2,13414,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2067/68,2010/11,Japenese Encephalitis 2,10537,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2067/68,2010/11,Measles 12-23 2,46,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2067/68,2010/11,Measles 9-11 months 2,13042,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2067/68,2010/11,Polio12,13736,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2067/68,2010/11,Polio22,13488,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2067/68,2010/11,Polio32,13414,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2067/68,2010/11,TT 1 2,2978,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2067/68,2010/11,TT 2+ 2,5657,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2067/68,2010/11,TT22,7486,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,BCG3,13263,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,DPT-HepB 1 3,13181,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,DPT-HepB 2 3,13128,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,DPT-HepB 3 3,13085,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Japenese Encephalitis 3,10374,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Measles 12-23 3,14,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Measles 9-11 months 3,13016,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Polio13,13181,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Polio23,13128,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Polio33,13085,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,TT 1 3,2256,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,TT 2+ 3,6192,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,TT23,7382,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,BCG4,13049,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,DPT-Hep B1,12953,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,DPT-Hep B2,12930,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,DPT-Hep B3,12903,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,"Japnese
Encephalitis",9633,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,"Measles 12-23
months",58,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,"Measles 9-11
months",12249,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,Polio 1,12953,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,Polio 2,12930,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,Polio 3,12903,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,TT 1 4,4225,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,TT 2,6659,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2069/70,2012/13,TT 2+ 4,5471,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,BCG5,15154,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,DPT-HepB 1 4,15371,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,DPT-HepB 2 4,15042,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,DPT-HepB 3 4,14957,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,Polio14,15376,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,Polio24,15047,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,Polio34,14975,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,Measles 9-11 months 4,14826,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,Measles 12-23 4,411,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,Japenese Encephalitis 4,10025,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,TT 1 5,8964,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,TT24,8538,Rapti,Terai,Mid-Western
Dang,Rapti,Terai,Mid-Western,2070/71,2013/14,TT 2+ 5,8600,Rapti,Terai,Mid-Western
Darchaula,Mahakali,Mountain,Far-Western,2066/67,2009/10,BCG,2809,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2066/67,2009/10,DPT-HepB 1,2774,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2066/67,2009/10,DPT-HepB 2,2637,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2066/67,2009/10,DPT-HepB 3,2648,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2066/67,2009/10,Japenese Encephalitis,0,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2066/67,2009/10,Measles 12-23,50,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2066/67,2009/10,Measles 9-11 months,2894,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2066/67,2009/10,Polio1,2868,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2066/67,2009/10,Polio2,2755,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2066/67,2009/10,Polio3,2719,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2066/67,2009/10,TT 1,2229,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2066/67,2009/10,TT 2+,1001,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2066/67,2009/10,TT2,1938,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2067/68,2010/11,BCG2,3327,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2067/68,2010/11,DPT-HepB 1 2,3389,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2067/68,2010/11,DPT-HepB 2 2,3541,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2067/68,2010/11,DPT-HepB 3 2,3491,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2067/68,2010/11,Japenese Encephalitis 2,0,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2067/68,2010/11,Measles 12-23 2,60,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2067/68,2010/11,Measles 9-11 months 2,3163,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2067/68,2010/11,Polio12,3389,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2067/68,2010/11,Polio22,3541,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2067/68,2010/11,Polio32,3518,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2067/68,2010/11,TT 1 2,1822,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2067/68,2010/11,TT 2+ 2,1189,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2067/68,2010/11,TT22,1704,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,BCG3,3306,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,DPT-HepB 1 3,3324,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,DPT-HepB 2 3,3281,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,DPT-HepB 3 3,3345,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Japenese Encephalitis 3,0,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Measles 12-23 3,57,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Measles 9-11 months 3,3556,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Polio13,3322,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Polio23,3297,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Polio33,3335,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,TT 1 3,1907,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,TT 2+ 3,1294,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2068/69,2011/12,TT23,1561,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2069/70,2012/13,BCG4,3263,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2069/70,2012/13,DPT-Hep B1,3174,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2069/70,2012/13,DPT-Hep B2,3153,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2069/70,2012/13,DPT-Hep B3,3099,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2069/70,2012/13,"Japnese
Encephalitis",0,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2069/70,2012/13,"Measles 12-23
months",29,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2069/70,2012/13,"Measles 9-11
months",3199,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2069/70,2012/13,Polio 1,3160,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2069/70,2012/13,Polio 2,3140,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2069/70,2012/13,Polio 3,3080,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2069/70,2012/13,TT 1 4,1693,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2069/70,2012/13,TT 2,1379,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2069/70,2012/13,TT 2+ 4,1417,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2070/71,2013/14,BCG5,16318,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2070/71,2013/14,DPT-HepB 1 4,16154,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2070/71,2013/14,DPT-HepB 2 4,15331,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2070/71,2013/14,DPT-HepB 3 4,14978,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2070/71,2013/14,Polio14,16146,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2070/71,2013/14,Polio24,15298,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2070/71,2013/14,Polio34,14972,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2070/71,2013/14,Measles 9-11 months 4,14429,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2070/71,2013/14,Measles 12-23 4,106,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2070/71,2013/14,Japenese Encephalitis 4,8941,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2070/71,2013/14,TT 1 5,7297,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2070/71,2013/14,TT24,5760,Mahakali,Mountain,Far-Western
Darchaula,Mahakali,Mountain,Far-Western,2070/71,2013/14,TT 2+ 5,10974,Mahakali,Mountain,Far-Western
Dhading,Bagmati,Hill,Central,2066/67,2009/10,BCG,8522,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2066/67,2009/10,DPT-HepB 1,8238,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2066/67,2009/10,DPT-HepB 2,7882,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2066/67,2009/10,DPT-HepB 3,7884,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2066/67,2009/10,Japenese Encephalitis,0,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2066/67,2009/10,Measles 12-23,37,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2066/67,2009/10,Measles 9-11 months,8658,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2066/67,2009/10,Polio1,8442,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2066/67,2009/10,Polio2,8137,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2066/67,2009/10,Polio3,8100,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2066/67,2009/10,TT 1,2381,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2066/67,2009/10,TT 2+,4353,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2066/67,2009/10,TT2,4508,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2067/68,2010/11,BCG2,8239,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2067/68,2010/11,DPT-HepB 1 2,8503,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2067/68,2010/11,DPT-HepB 2 2,8602,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2067/68,2010/11,DPT-HepB 3 2,8802,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2067/68,2010/11,Japenese Encephalitis 2,0,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2067/68,2010/11,Measles 12-23 2,57,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2067/68,2010/11,Measles 9-11 months 2,8054,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2067/68,2010/11,Polio12,8439,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2067/68,2010/11,Polio22,8602,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2067/68,2010/11,Polio32,8802,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2067/68,2010/11,TT 1 2,1806,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2067/68,2010/11,TT 2+ 2,4268,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2067/68,2010/11,TT22,3904,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2068/69,2011/12,BCG3,7839,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2068/69,2011/12,DPT-HepB 1 3,7914,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2068/69,2011/12,DPT-HepB 2 3,7792,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2068/69,2011/12,DPT-HepB 3 3,7849,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Japenese Encephalitis 3,773,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Measles 12-23 3,19,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Measles 9-11 months 3,8107,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Polio13,7914,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Polio23,7792,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Polio33,7849,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2068/69,2011/12,TT 1 3,1636,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2068/69,2011/12,TT 2+ 3,4048,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2068/69,2011/12,TT23,3647,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2069/70,2012/13,BCG4,7075,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2069/70,2012/13,DPT-Hep B1,7707,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2069/70,2012/13,DPT-Hep B2,7734,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2069/70,2012/13,DPT-Hep B3,7644,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2069/70,2012/13,"Japnese
Encephalitis",3552,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2069/70,2012/13,"Measles 12-23
months",49,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2069/70,2012/13,"Measles 9-11
months",7373,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2069/70,2012/13,Polio 1,7704,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2069/70,2012/13,Polio 2,7724,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2069/70,2012/13,Polio 3,7638,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2069/70,2012/13,TT 1 4,1453,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2069/70,2012/13,TT 2,3904,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2069/70,2012/13,TT 2+ 4,4394,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2070/71,2013/14,BCG5,137313,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2070/71,2013/14,DPT-HepB 1 4,133362,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2070/71,2013/14,DPT-HepB 2 4,130373,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2070/71,2013/14,DPT-HepB 3 4,130320,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2070/71,2013/14,Polio14,133256,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2070/71,2013/14,Polio24,130292,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2070/71,2013/14,Polio34,130149,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2070/71,2013/14,Measles 9-11 months 4,125319,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2070/71,2013/14,Measles 12-23 4,2130,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2070/71,2013/14,Japenese Encephalitis 4,64298,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2070/71,2013/14,TT 1 5,59614,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2070/71,2013/14,TT24,61728,Bagmati,Hill,Central
Dhading,Bagmati,Hill,Central,2070/71,2013/14,TT 2+ 5,69233,Bagmati,Hill,Central
Dhankuta,Kosi,Hill,Eastern,2066/67,2009/10,BCG,3561,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2066/67,2009/10,DPT-HepB 1,3359,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2066/67,2009/10,DPT-HepB 2,3156,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2066/67,2009/10,DPT-HepB 3,3097,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2066/67,2009/10,Japenese Encephalitis,0,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2066/67,2009/10,Measles 12-23,11,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2066/67,2009/10,Measles 9-11 months,3425,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2066/67,2009/10,Polio1,3589,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2066/67,2009/10,Polio2,3413,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2066/67,2009/10,Polio3,3323,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2066/67,2009/10,TT 1,1472,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2066/67,2009/10,TT 2+,2113,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2066/67,2009/10,TT2,1825,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2067/68,2010/11,BCG2,3835,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2067/68,2010/11,DPT-HepB 1 2,3785,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2067/68,2010/11,DPT-HepB 2 2,3949,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2067/68,2010/11,DPT-HepB 3 2,3929,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2067/68,2010/11,Japenese Encephalitis 2,0,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2067/68,2010/11,Measles 12-23 2,18,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2067/68,2010/11,Measles 9-11 months 2,3498,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2067/68,2010/11,Polio12,3783,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2067/68,2010/11,Polio22,3922,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2067/68,2010/11,Polio32,3915,Kosi,Hill,Eastern
Dhankuta,Kosi,Hill,Eastern,2067/68,2010/11,TT 1 2,1279,Kosi,Hill,Eastern
