District Name,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Indicator 1,Sub-Indicator,Sub-Indicator,Value
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Depo,2.09
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,IUD,0.19
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Norplant,0.25
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Total,7.43
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Condom,3.58
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Pills,2.01
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Depo,2.72
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,IUD,0.8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Implant,0.98
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Total,10.1
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,CPR,Current Users as % of MWRA,Total,22.24
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,CYP,Condom,Total,1813.35
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,CYP,Pills,Total,559.92
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,CYP,Depo,Total,1331.25
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,CYP,IUD,Total,728
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,CYP,Norplant,Total,555
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Condom,8.53
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Pills,2.98
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Depo,4.12
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,IUD,0.19
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Norplant,0.53
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Total,16.35
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Condom,8.53
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Pills,7.02
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Depo,10.81
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,IUD,1.33
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Implant,1.29
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Total,28.98
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,CPR,Current Users as % of MWRA,Total,38.96
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,CYP,Condom,Total,4353.64
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,CYP,Pills,Total,3095.38
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,CYP,Depo,Total,4993.75
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,CYP,IUD,Total,760
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,CYP,Norplant,Total,1360
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Condom,8.05
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Pills,2.26
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Depo,7.64
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,IUD,1.24
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Norplant,2.61
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Total,21.8
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Condom,8.05
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Pills,2.98
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Depo,8.76
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,IUD,2.32
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Implant,8.9
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Total,31
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,CPR,Current Users as % of MWRA,Total,38.48
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,CYP,Condom,Total,3979.51
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,CYP,Pills,Total,939.69
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,CYP,Depo,Total,3736
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,CYP,IUD,Total,1072
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,CYP,Norplant,Total,5835
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Condom,1.8
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Pills,5.54
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Depo,8.38
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,IUD,0.05
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Norplant,0.54
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Total,16.3
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Condom,1.8
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Pills,3.49
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Depo,9.62
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,IUD,0.37
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Implant,0.72
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Total,16
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,CPR,Current Users as % of MWRA,Total,24.27
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,CYP,Condom,Total,829.8
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,CYP,Pills,Total,854.54
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,CYP,Depo,Total,3122.5
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,CYP,IUD,Total,808
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,CYP,Norplant,Total,695
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Condom,3.82
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Pills,1.82
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Depo,5.06
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,IUD,0.72
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Norplant,1.95
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Total,13.38
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Condom,3.82
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Pills,1.92
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Depo,9.02
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,IUD,2.38
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Implant,3.05
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Total,20.18
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,CPR,Current Users as % of MWRA,Total,33.05
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,CYP,Condom,Total,1924.77
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,CYP,Pills,Total,946.62
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,CYP,Depo,Total,4257.25
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,CYP,IUD,Total,3088
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,CYP,Norplant,Total,2625
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Condom,3.37
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Pills,1.4
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Depo,3.43
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,IUD,0.7
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Norplant,0.32
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Total,9.22
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Condom,3.37
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Pills,4.64
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Depo,11.08
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,IUD,5.05
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Implant,1.16
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Total,25.31
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,CPR,Current Users as % of MWRA,Total,45.89
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,CYP,Condom,Total,3922.91
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,CYP,Pills,Total,3440.85
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,CYP,Depo,Total,9815.5
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,CYP,IUD,Total,6568
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,CYP,Norplant,Total,1885
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Condom,4.71
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Pills,2.13
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Depo,6.77
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,IUD,1.03
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Norplant,0.61
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Total,15.26
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Condom,4.71
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Pills,3.16
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Depo,9.19
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,IUD,2.87
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Implant,2.92
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Total,22.85
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,CPR,Current Users as % of MWRA,Total,47.05
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,CYP,Condom,Total,4462.98
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,CYP,Pills,Total,1768.46
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,CYP,Depo,Total,7670.75
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,CYP,IUD,Total,7672
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,CYP,Norplant,Total,2890
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Condom,5.93
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Pills,1.16
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Depo,4.67
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,IUD,0.66
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Norplant,0.71
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Total,13.13
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Condom,5.93
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Pills,2.34
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Depo,6.22
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,IUD,4.21
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Implant,3.55
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Total,22.25
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,CPR,Current Users as % of MWRA,Total,52.48
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,CYP,Condom,Total,5603.23
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,CYP,Pills,Total,2142
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,CYP,Depo,Total,5622.75
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,CYP,IUD,Total,4992
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,CYP,Norplant,Total,3350
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Condom,5.5
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Pills,3.34
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Depo,6.72
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,IUD,0.76
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Norplant,0.77
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Total,17.09
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Condom,5.5
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Pills,3.95
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Depo,7.21
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,IUD,3.5
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Implant,2.29
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Total,22.46
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,CPR,Current Users as % of MWRA,Total,53.88
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,CYP,Condom,Total,3934.54
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,CYP,Pills,Total,2445.92
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,CYP,Depo,Total,5730.75
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,CYP,IUD,Total,4352
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,CYP,Norplant,Total,2740
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Condom,6.09
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Pills,4.73
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Depo,6.81
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,IUD,0.22
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Norplant,1.13
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Total,18.98
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Condom,6.09
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Pills,3.34
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Depo,6.55
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,IUD,1.95
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Implant,4.66
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Total,22.59
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,CPR,Current Users as % of MWRA,Total,34.62
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,CYP,Condom,Total,3224.16
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,CYP,Pills,Total,1634.46
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,CYP,Depo,Total,3452.5
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,CYP,IUD,Total,952
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,CYP,Norplant,Total,2965
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Condom,2.03
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Pills,4.48
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Depo,10.68
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,IUD,1.56
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Norplant,0.82
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Total,19.58
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Condom,2.03
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Pills,2.75
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Depo,8.45
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,IUD,0.78
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Implant,0.69
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Total,14.7
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,CPR,Current Users as % of MWRA,Total,26.02
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,CYP,Condom,Total,670.09
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,CYP,Pills,Total,673.92
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,CYP,Depo,Total,2329
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,CYP,IUD,Total,3256
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,CYP,Norplant,Total,1025
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Condom,11.68
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Pills,4.87
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Depo,9.64
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,IUD,0.51
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Norplant,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Total,26.7
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Condom,11.68
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Pills,4.88
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Depo,7.34
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,IUD,1
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Implant,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Total,24.91
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,CPR,Current Users as % of MWRA,Total,36.01
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,CYP,Condom,Total,840
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,CYP,Pills,Total,195.54
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,CYP,Depo,Total,545.5
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,CYP,IUD,Total,288
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,CYP,Norplant,Total,30
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Condom,7.01
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Pills,2.9
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Depo,5.4
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,IUD,0.53
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Norplant,0.96
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Total,16.8
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Condom,7.01
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Pills,1.74
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Depo,4.09
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,IUD,2.16
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Implant,2.9
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporay Method,Current Users as % of MWRA,Total,17.91
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,CPR,Current Users as % of MWRA,Total,44.92
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,CYP,Condom,Total,1478.89
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,CYP,Pills,Total,266.08
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,CYP,Depo,Total,704
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,CYP,IUD,Total,984
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,CYP,Norplant,Total,990
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,Temporay Method,New Acceptors as % of MWRA,Condom,5.36
