Year AD,Year BS,District,zone,belt,region,Type of disease,Number of patient,Zone,Belt,Region
2012/013,2069/70,Achham,Seti,Hill,Far-Western,Typhoid (Enteric Fever),6646,Seti,Hill,Far-Western
2012/013,2069/70,Achham,Seti,Hill,Far-Western,Acute gastro enteritis,5640,Seti,Hill,Far-Western
2012/013,2069/70,Achham,Seti,Hill,Far-Western,Ameobic Dysentry,16406,Seti,Hill,Far-Western
2012/013,2069/70,Achham,Seti,Hill,Far-Western,Baccilary Dysentry,6140,Seti,Hill,Far-Western
2012/013,2069/70,Achham,Seti,Hill,Far-Western,"Presumed non infectious
diarrhoea",16089,Seti,Hill,Far-Western
2012/013,2069/70,Achham,Seti,Hill,Far-Western,Cholera,10,Seti,Hill,Far-Western
2012/013,2069/70,Achham,Seti,Hill,Far-Western,Intestinal Worms,11276,Seti,Hill,Far-Western
2012/013,2069/70,Achham,Seti,Hill,Far-Western,"Jaundice and Infective
Hepatitis",310,Seti,Hill,Far-Western
2012/013,2069/70,Doti,Seti,Hill,Far-Western,Typhoid (Enteric Fever),3203,Seti,Hill,Far-Western
2012/013,2069/70,Doti,Seti,Hill,Far-Western,Acute gastro enteritis,3912,Seti,Hill,Far-Western
2012/013,2069/70,Doti,Seti,Hill,Far-Western,Ameobic Dysentry,9210,Seti,Hill,Far-Western
2012/013,2069/70,Doti,Seti,Hill,Far-Western,Baccilary Dysentry,4452,Seti,Hill,Far-Western
2012/013,2069/70,Doti,Seti,Hill,Far-Western,"Presumed non infectious
diarrhoea",11117,Seti,Hill,Far-Western
2012/013,2069/70,Doti,Seti,Hill,Far-Western,Cholera,0,Seti,Hill,Far-Western
2012/013,2069/70,Doti,Seti,Hill,Far-Western,Intestinal Worms,11417,Seti,Hill,Far-Western
2012/013,2069/70,Doti,Seti,Hill,Far-Western,"Jaundice and Infective
Hepatitis",320,Seti,Hill,Far-Western
2012/013,2069/70,Kailali,Seti,Terai,Far-Western,Typhoid (Enteric Fever),20303,Seti,Terai,Far-Western
2012/013,2069/70,Kailali,Seti,Terai,Far-Western,Acute gastro enteritis,8120,Seti,Terai,Far-Western
2012/013,2069/70,Kailali,Seti,Terai,Far-Western,Ameobic Dysentry,10070,Seti,Terai,Far-Western
2012/013,2069/70,Kailali,Seti,Terai,Far-Western,Baccilary Dysentry,4784,Seti,Terai,Far-Western
2012/013,2069/70,Kailali,Seti,Terai,Far-Western,"Presumed non infectious
diarrhoea",15409,Seti,Terai,Far-Western
2012/013,2069/70,Kailali,Seti,Terai,Far-Western,Cholera,1,Seti,Terai,Far-Western
2012/013,2069/70,Kailali,Seti,Terai,Far-Western,Intestinal Worms,10735,Seti,Terai,Far-Western
2012/013,2069/70,Kailali,Seti,Terai,Far-Western,"Jaundice and Infective
Hepatitis",2694,Seti,Terai,Far-Western
2012/013,2069/70,Kanchanpur,Mahakali,Terai,Far-Western,Typhoid (Enteric Fever),10569,Mahakali,Terai,Far-Western
2012/013,2069/70,Kanchanpur,Mahakali,Terai,Far-Western,Acute gastro enteritis,2842,Mahakali,Terai,Far-Western
2012/013,2069/70,Kanchanpur,Mahakali,Terai,Far-Western,Ameobic Dysentry,10254,Mahakali,Terai,Far-Western
2012/013,2069/70,Kanchanpur,Mahakali,Terai,Far-Western,Baccilary Dysentry,4939,Mahakali,Terai,Far-Western
2012/013,2069/70,Kanchanpur,Mahakali,Terai,Far-Western,"Presumed non infectious
diarrhoea",9949,Mahakali,Terai,Far-Western
2012/013,2069/70,Kanchanpur,Mahakali,Terai,Far-Western,Cholera,6,Mahakali,Terai,Far-Western
2012/013,2069/70,Kanchanpur,Mahakali,Terai,Far-Western,Intestinal Worms,5994,Mahakali,Terai,Far-Western
2012/013,2069/70,Kanchanpur,Mahakali,Terai,Far-Western,"Jaundice and Infective
Hepatitis",1679,Mahakali,Terai,Far-Western
2012/013,2069/70,Dadeldhura,Mahakali,Hill,Far-Western,Typhoid (Enteric Fever),4571,Mahakali,Hill,Far-Western
2012/013,2069/70,Dadeldhura,Mahakali,Hill,Far-Western,Acute gastro enteritis,2695,Mahakali,Hill,Far-Western
2012/013,2069/70,Dadeldhura,Mahakali,Hill,Far-Western,Ameobic Dysentry,5515,Mahakali,Hill,Far-Western
2012/013,2069/70,Dadeldhura,Mahakali,Hill,Far-Western,Baccilary Dysentry,2657,Mahakali,Hill,Far-Western
2012/013,2069/70,Dadeldhura,Mahakali,Hill,Far-Western,"Presumed non infectious
diarrhoea",6356,Mahakali,Hill,Far-Western
2012/013,2069/70,Dadeldhura,Mahakali,Hill,Far-Western,Cholera,64,Mahakali,Hill,Far-Western
2012/013,2069/70,Dadeldhura,Mahakali,Hill,Far-Western,Intestinal Worms,4130,Mahakali,Hill,Far-Western
2012/013,2069/70,Dadeldhura,Mahakali,Hill,Far-Western,"Jaundice and Infective
Hepatitis",438,Mahakali,Hill,Far-Western
2012/013,2069/70,Baitadi,Mahakali,Hill,Far-Western,Typhoid (Enteric Fever),4738,Mahakali,Hill,Far-Western
2012/013,2069/70,Baitadi,Mahakali,Hill,Far-Western,Acute gastro enteritis,2312,Mahakali,Hill,Far-Western
2012/013,2069/70,Baitadi,Mahakali,Hill,Far-Western,Ameobic Dysentry,8334,Mahakali,Hill,Far-Western
2012/013,2069/70,Baitadi,Mahakali,Hill,Far-Western,Baccilary Dysentry,2990,Mahakali,Hill,Far-Western
2012/013,2069/70,Baitadi,Mahakali,Hill,Far-Western,"Presumed non infectious
diarrhoea",6445,Mahakali,Hill,Far-Western
2012/013,2069/70,Baitadi,Mahakali,Hill,Far-Western,Cholera,70,Mahakali,Hill,Far-Western
2012/013,2069/70,Baitadi,Mahakali,Hill,Far-Western,Intestinal Worms,4491,Mahakali,Hill,Far-Western
2012/013,2069/70,Baitadi,Mahakali,Hill,Far-Western,"Jaundice and Infective
Hepatitis",397,Mahakali,Hill,Far-Western
2012/013,2069/70,Darchaula,Mahakali,Mountain,Far-Western,Typhoid (Enteric Fever),2160,Mahakali,Mountain,Far-Western
2012/013,2069/70,Darchaula,Mahakali,Mountain,Far-Western,Acute gastro enteritis,440,Mahakali,Mountain,Far-Western
2012/013,2069/70,Darchaula,Mahakali,Mountain,Far-Western,Ameobic Dysentry,5574,Mahakali,Mountain,Far-Western
2012/013,2069/70,Darchaula,Mahakali,Mountain,Far-Western,Baccilary Dysentry,2335,Mahakali,Mountain,Far-Western
2012/013,2069/70,Darchaula,Mahakali,Mountain,Far-Western,"Presumed non infectious
diarrhoea",2876,Mahakali,Mountain,Far-Western
2012/013,2069/70,Darchaula,Mahakali,Mountain,Far-Western,Cholera,97,Mahakali,Mountain,Far-Western
2012/013,2069/70,Darchaula,Mahakali,Mountain,Far-Western,Intestinal Worms,3844,Mahakali,Mountain,Far-Western
2012/013,2069/70,Darchaula,Mahakali,Mountain,Far-Western,"Jaundice and Infective
Hepatitis",107,Mahakali,Mountain,Far-Western
2012/013,2069/70,Far Western,,,,Typhoid (Enteric Fever),63987,,,
2012/013,2069/70,Far Western,,,,Acute gastro enteritis,30873,,,
2012/013,2069/70,Far Western,,,,Ameobic Dysentry,80871,,,
2012/013,2069/70,Far Western,,,,Baccilary Dysentry,35541,,,
2012/013,2069/70,Far Western,,,,"Presumed non infectious
diarrhoea",80798,,,
2012/013,2069/70,Far Western,,,,Cholera,703,,,
2012/013,2069/70,Far Western,,,,Intestinal Worms,65043,,,
2012/013,2069/70,Far Western,,,,"Jaundice and Infective
Hepatitis",6707,,,
2013/14,2070/71,Taplejung,Mechi,Mountain,Eastern,Typhoid (Enteric Fever),2771,Mechi,Mountain,Eastern
2013/14,2070/71,Taplejung,Mechi,Mountain,Eastern,Acute gastro enteritis,1792,Mechi,Mountain,Eastern
2013/14,2070/71,Taplejung,Mechi,Mountain,Eastern,Ameobic Dysentry,2598,Mechi,Mountain,Eastern
2013/14,2070/71,Taplejung,Mechi,Mountain,Eastern,Baccilary Dysentry,862,Mechi,Mountain,Eastern
2013/14,2070/71,Taplejung,Mechi,Mountain,Eastern,"Presumed non infectious
diarrhoea",2747,Mechi,Mountain,Eastern
2013/14,2070/71,Taplejung,Mechi,Mountain,Eastern,Cholera,103,Mechi,Mountain,Eastern
2013/14,2070/71,Taplejung,Mechi,Mountain,Eastern,Intestinal Worms,8407,Mechi,Mountain,Eastern
2013/14,2070/71,Taplejung,Mechi,Mountain,Eastern,"Jaundice and Infective
Hepatitis",1187,Mechi,Mountain,Eastern
2013/14,2070/71,Panchthar,Mechi,Hill,Eastern,Typhoid (Enteric Fever),2515,Mechi,Hill,Eastern
2013/14,2070/71,Panchthar,Mechi,Hill,Eastern,Acute gastro enteritis,491,Mechi,Hill,Eastern
2013/14,2070/71,Panchthar,Mechi,Hill,Eastern,Ameobic Dysentry,1827,Mechi,Hill,Eastern
2013/14,2070/71,Panchthar,Mechi,Hill,Eastern,Baccilary Dysentry,645,Mechi,Hill,Eastern
2013/14,2070/71,Panchthar,Mechi,Hill,Eastern,"Presumed non infectious
diarrhoea",4199,Mechi,Hill,Eastern
2013/14,2070/71,Panchthar,Mechi,Hill,Eastern,Cholera,0,Mechi,Hill,Eastern
2013/14,2070/71,Panchthar,Mechi,Hill,Eastern,Intestinal Worms,5107,Mechi,Hill,Eastern
2013/14,2070/71,Panchthar,Mechi,Hill,Eastern,"Jaundice and Infective
Hepatitis",233,Mechi,Hill,Eastern
2013/14,2070/71,Ilam,Mechi,Hill,Eastern,Typhoid (Enteric Fever),1449,Mechi,Hill,Eastern
2013/14,2070/71,Ilam,Mechi,Hill,Eastern,Acute gastro enteritis,917,Mechi,Hill,Eastern
2013/14,2070/71,Ilam,Mechi,Hill,Eastern,Ameobic Dysentry,1996,Mechi,Hill,Eastern
2013/14,2070/71,Ilam,Mechi,Hill,Eastern,Baccilary Dysentry,507,Mechi,Hill,Eastern
2013/14,2070/71,Ilam,Mechi,Hill,Eastern,"Presumed non infectious
diarrhoea",2076,Mechi,Hill,Eastern
2013/14,2070/71,Ilam,Mechi,Hill,Eastern,Cholera,0,Mechi,Hill,Eastern
2013/14,2070/71,Ilam,Mechi,Hill,Eastern,Intestinal Worms,4979,Mechi,Hill,Eastern
2013/14,2070/71,Ilam,Mechi,Hill,Eastern,"Jaundice and Infective
Hepatitis",266,Mechi,Hill,Eastern
2013/14,2070/71,Jhapa,Mechi,Terai,Eastern,Typhoid (Enteric Fever),14986,Mechi,Terai,Eastern
2013/14,2070/71,Jhapa,Mechi,Terai,Eastern,Acute gastro enteritis,8206,Mechi,Terai,Eastern
2013/14,2070/71,Jhapa,Mechi,Terai,Eastern,Ameobic Dysentry,11877,Mechi,Terai,Eastern
2013/14,2070/71,Jhapa,Mechi,Terai,Eastern,Baccilary Dysentry,5597,Mechi,Terai,Eastern
2013/14,2070/71,Jhapa,Mechi,Terai,Eastern,"Presumed non infectious
diarrhoea",7894,Mechi,Terai,Eastern
2013/14,2070/71,Jhapa,Mechi,Terai,Eastern,Cholera,76,Mechi,Terai,Eastern
2013/14,2070/71,Jhapa,Mechi,Terai,Eastern,Intestinal Worms,25880,Mechi,Terai,Eastern
2013/14,2070/71,Jhapa,Mechi,Terai,Eastern,"Jaundice and Infective
Hepatitis",2077,Mechi,Terai,Eastern
2013/14,2070/71,Morang,Kosi,Terai,Eastern,Typhoid (Enteric Fever),18092,Kosi,Terai,Eastern
2013/14,2070/71,Morang,Kosi,Terai,Eastern,Acute gastro enteritis,17227,Kosi,Terai,Eastern
2013/14,2070/71,Morang,Kosi,Terai,Eastern,Ameobic Dysentry,11744,Kosi,Terai,Eastern
2013/14,2070/71,Morang,Kosi,Terai,Eastern,Baccilary Dysentry,5233,Kosi,Terai,Eastern
2013/14,2070/71,Morang,Kosi,Terai,Eastern,"Presumed non infectious
diarrhoea",11021,Kosi,Terai,Eastern
2013/14,2070/71,Morang,Kosi,Terai,Eastern,Cholera,352,Kosi,Terai,Eastern
2013/14,2070/71,Morang,Kosi,Terai,Eastern,Intestinal Worms,21510,Kosi,Terai,Eastern
2013/14,2070/71,Morang,Kosi,Terai,Eastern,"Jaundice and Infective
Hepatitis",4456,Kosi,Terai,Eastern
2013/14,2070/71,Sunsari,Kosi,Terai,Eastern,Typhoid (Enteric Fever),5770,Kosi,Terai,Eastern
2013/14,2070/71,Sunsari,Kosi,Terai,Eastern,Acute gastro enteritis,5761,Kosi,Terai,Eastern
2013/14,2070/71,Sunsari,Kosi,Terai,Eastern,Ameobic Dysentry,11286,Kosi,Terai,Eastern
2013/14,2070/71,Sunsari,Kosi,Terai,Eastern,Baccilary Dysentry,5025,Kosi,Terai,Eastern
2013/14,2070/71,Sunsari,Kosi,Terai,Eastern,"Presumed non infectious
diarrhoea",16090,Kosi,Terai,Eastern
2013/14,2070/71,Sunsari,Kosi,Terai,Eastern,Cholera,1,Kosi,Terai,Eastern
2013/14,2070/71,Sunsari,Kosi,Terai,Eastern,Intestinal Worms,22151,Kosi,Terai,Eastern
2013/14,2070/71,Sunsari,Kosi,Terai,Eastern,"Jaundice and Infective
Hepatitis",739,Kosi,Terai,Eastern
2013/14,2070/71,Dhankuta,Kosi,Hill,Eastern,Typhoid (Enteric Fever),4082,Kosi,Hill,Eastern
2013/14,2070/71,Dhankuta,Kosi,Hill,Eastern,Acute gastro enteritis,1513,Kosi,Hill,Eastern
2013/14,2070/71,Dhankuta,Kosi,Hill,Eastern,Ameobic Dysentry,3350,Kosi,Hill,Eastern
2013/14,2070/71,Dhankuta,Kosi,Hill,Eastern,Baccilary Dysentry,728,Kosi,Hill,Eastern
2013/14,2070/71,Dhankuta,Kosi,Hill,Eastern,"Presumed non infectious
diarrhoea",3156,Kosi,Hill,Eastern
2013/14,2070/71,Dhankuta,Kosi,Hill,Eastern,Cholera,9,Kosi,Hill,Eastern
2013/14,2070/71,Dhankuta,Kosi,Hill,Eastern,Intestinal Worms,4803,Kosi,Hill,Eastern
2013/14,2070/71,Dhankuta,Kosi,Hill,Eastern,"Jaundice and Infective
Hepatitis",525,Kosi,Hill,Eastern
2013/14,2070/71,Terhathum,Kosi,Hill,Eastern,Typhoid (Enteric Fever),2285,Kosi,Hill,Eastern
2013/14,2070/71,Terhathum,Kosi,Hill,Eastern,Acute gastro enteritis,793,Kosi,Hill,Eastern
2013/14,2070/71,Terhathum,Kosi,Hill,Eastern,Ameobic Dysentry,2055,Kosi,Hill,Eastern
2013/14,2070/71,Terhathum,Kosi,Hill,Eastern,Baccilary Dysentry,871,Kosi,Hill,Eastern
2013/14,2070/71,Terhathum,Kosi,Hill,Eastern,"Presumed non infectious
diarrhoea",2310,Kosi,Hill,Eastern
2013/14,2070/71,Terhathum,Kosi,Hill,Eastern,Cholera,0,Kosi,Hill,Eastern
2013/14,2070/71,Terhathum,Kosi,Hill,Eastern,Intestinal Worms,4044,Kosi,Hill,Eastern
2013/14,2070/71,Terhathum,Kosi,Hill,Eastern,"Jaundice and Infective
Hepatitis",191,Kosi,Hill,Eastern
2013/14,2070/71,Sankhuwasabha,Kosi,Mountain,Eastern,Typhoid (Enteric Fever),4772,Kosi,Mountain,Eastern
2013/14,2070/71,Sankhuwasabha,Kosi,Mountain,Eastern,Acute gastro enteritis,2617,Kosi,Mountain,Eastern
2013/14,2070/71,Sankhuwasabha,Kosi,Mountain,Eastern,Ameobic Dysentry,2264,Kosi,Mountain,Eastern
2013/14,2070/71,Sankhuwasabha,Kosi,Mountain,Eastern,Baccilary Dysentry,1029,Kosi,Mountain,Eastern
2013/14,2070/71,Sankhuwasabha,Kosi,Mountain,Eastern,"Presumed non infectious
diarrhoea",5120,Kosi,Mountain,Eastern
2013/14,2070/71,Sankhuwasabha,Kosi,Mountain,Eastern,Cholera,81,Kosi,Mountain,Eastern
2013/14,2070/71,Sankhuwasabha,Kosi,Mountain,Eastern,Intestinal Worms,7434,Kosi,Mountain,Eastern
2013/14,2070/71,Sankhuwasabha,Kosi,Mountain,Eastern,"Jaundice and Infective
Hepatitis",650,Kosi,Mountain,Eastern
2013/14,2070/71,Bhojpur,Kosi,Hill,Eastern,Typhoid (Enteric Fever),3738,Kosi,Hill,Eastern
2013/14,2070/71,Bhojpur,Kosi,Hill,Eastern,Acute gastro enteritis,2127,Kosi,Hill,Eastern
2013/14,2070/71,Bhojpur,Kosi,Hill,Eastern,Ameobic Dysentry,3785,Kosi,Hill,Eastern
2013/14,2070/71,Bhojpur,Kosi,Hill,Eastern,Baccilary Dysentry,1667,Kosi,Hill,Eastern
2013/14,2070/71,Bhojpur,Kosi,Hill,Eastern,"Presumed non infectious
diarrhoea",5141,Kosi,Hill,Eastern
2013/14,2070/71,Bhojpur,Kosi,Hill,Eastern,Cholera,0,Kosi,Hill,Eastern
2013/14,2070/71,Bhojpur,Kosi,Hill,Eastern,Intestinal Worms,4980,Kosi,Hill,Eastern
2013/14,2070/71,Bhojpur,Kosi,Hill,Eastern,"Jaundice and Infective
Hepatitis",376,Kosi,Hill,Eastern
2013/14,2070/71,Solukhumbu,Sagarmatha,Mountain,Eastern,Typhoid (Enteric Fever),1520,Sagarmatha,Mountain,Eastern
2013/14,2070/71,Solukhumbu,Sagarmatha,Mountain,Eastern,Acute gastro enteritis,2679,Sagarmatha,Mountain,Eastern
2013/14,2070/71,Solukhumbu,Sagarmatha,Mountain,Eastern,Ameobic Dysentry,2861,Sagarmatha,Mountain,Eastern
2013/14,2070/71,Solukhumbu,Sagarmatha,Mountain,Eastern,Baccilary Dysentry,1838,Sagarmatha,Mountain,Eastern
2013/14,2070/71,Solukhumbu,Sagarmatha,Mountain,Eastern,"Presumed non infectious
diarrhoea",4349,Sagarmatha,Mountain,Eastern
2013/14,2070/71,Solukhumbu,Sagarmatha,Mountain,Eastern,Cholera,0,Sagarmatha,Mountain,Eastern
2013/14,2070/71,Solukhumbu,Sagarmatha,Mountain,Eastern,Intestinal Worms,8871,Sagarmatha,Mountain,Eastern
2013/14,2070/71,Solukhumbu,Sagarmatha,Mountain,Eastern,"Jaundice and Infective
Hepatitis",267,Sagarmatha,Mountain,Eastern
2013/14,2070/71,Okhaldhunga,Sagarmatha,Hill,Eastern,Typhoid (Enteric Fever),3549,Sagarmatha,Hill,Eastern
2013/14,2070/71,Okhaldhunga,Sagarmatha,Hill,Eastern,Acute gastro enteritis,1988,Sagarmatha,Hill,Eastern
2013/14,2070/71,Okhaldhunga,Sagarmatha,Hill,Eastern,Ameobic Dysentry,3676,Sagarmatha,Hill,Eastern
2013/14,2070/71,Okhaldhunga,Sagarmatha,Hill,Eastern,Baccilary Dysentry,1431,Sagarmatha,Hill,Eastern
2013/14,2070/71,Okhaldhunga,Sagarmatha,Hill,Eastern,"Presumed non infectious
diarrhoea",5996,Sagarmatha,Hill,Eastern
2013/14,2070/71,Okhaldhunga,Sagarmatha,Hill,Eastern,Cholera,0,Sagarmatha,Hill,Eastern
2013/14,2070/71,Okhaldhunga,Sagarmatha,Hill,Eastern,Intestinal Worms,6552,Sagarmatha,Hill,Eastern
2013/14,2070/71,Okhaldhunga,Sagarmatha,Hill,Eastern,"Jaundice and Infective
Hepatitis",291,Sagarmatha,Hill,Eastern
2013/14,2070/71,Khotang,Sagarmatha,Hill,Eastern,Typhoid (Enteric Fever),5491,Sagarmatha,Hill,Eastern
2013/14,2070/71,Khotang,Sagarmatha,Hill,Eastern,Acute gastro enteritis,5075,Sagarmatha,Hill,Eastern
2013/14,2070/71,Khotang,Sagarmatha,Hill,Eastern,Ameobic Dysentry,7140,Sagarmatha,Hill,Eastern
2013/14,2070/71,Khotang,Sagarmatha,Hill,Eastern,Baccilary Dysentry,3679,Sagarmatha,Hill,Eastern
2013/14,2070/71,Khotang,Sagarmatha,Hill,Eastern,"Presumed non infectious
diarrhoea",4134,Sagarmatha,Hill,Eastern
2013/14,2070/71,Khotang,Sagarmatha,Hill,Eastern,Cholera,0,Sagarmatha,Hill,Eastern
2013/14,2070/71,Khotang,Sagarmatha,Hill,Eastern,Intestinal Worms,17938,Sagarmatha,Hill,Eastern
2013/14,2070/71,Khotang,Sagarmatha,Hill,Eastern,"Jaundice and Infective
Hepatitis",819,Sagarmatha,Hill,Eastern
2013/14,2070/71,Udayapur,Sagarmatha,Hill,Eastern,Typhoid (Enteric Fever),7467,Sagarmatha,Hill,Eastern
2013/14,2070/71,Udayapur,Sagarmatha,Hill,Eastern,Acute gastro enteritis,5777,Sagarmatha,Hill,Eastern
2013/14,2070/71,Udayapur,Sagarmatha,Hill,Eastern,Ameobic Dysentry,7180,Sagarmatha,Hill,Eastern
2013/14,2070/71,Udayapur,Sagarmatha,Hill,Eastern,Baccilary Dysentry,4065,Sagarmatha,Hill,Eastern
2013/14,2070/71,Udayapur,Sagarmatha,Hill,Eastern,"Presumed non infectious
diarrhoea",7514,Sagarmatha,Hill,Eastern
2013/14,2070/71,Udayapur,Sagarmatha,Hill,Eastern,Cholera,0,Sagarmatha,Hill,Eastern
2013/14,2070/71,Udayapur,Sagarmatha,Hill,Eastern,Intestinal Worms,12937,Sagarmatha,Hill,Eastern
2013/14,2070/71,Udayapur,Sagarmatha,Hill,Eastern,"Jaundice and Infective
Hepatitis",858,Sagarmatha,Hill,Eastern
2013/14,2070/71,Saptari,Sagarmatha,Terai,Eastern,Typhoid (Enteric Fever),5859,Sagarmatha,Terai,Eastern
2013/14,2070/71,Saptari,Sagarmatha,Terai,Eastern,Acute gastro enteritis,9566,Sagarmatha,Terai,Eastern
2013/14,2070/71,Saptari,Sagarmatha,Terai,Eastern,Ameobic Dysentry,18679,Sagarmatha,Terai,Eastern
2013/14,2070/71,Saptari,Sagarmatha,Terai,Eastern,Baccilary Dysentry,6151,Sagarmatha,Terai,Eastern
2013/14,2070/71,Saptari,Sagarmatha,Terai,Eastern,"Presumed non infectious
diarrhoea",38136,Sagarmatha,Terai,Eastern
2013/14,2070/71,Saptari,Sagarmatha,Terai,Eastern,Cholera,0,Sagarmatha,Terai,Eastern
2013/14,2070/71,Saptari,Sagarmatha,Terai,Eastern,Intestinal Worms,35577,Sagarmatha,Terai,Eastern
2013/14,2070/71,Saptari,Sagarmatha,Terai,Eastern,"Jaundice and Infective
Hepatitis",190,Sagarmatha,Terai,Eastern
2013/14,2070/71,Siraha,Sagarmatha,Terai,Eastern,Typhoid (Enteric Fever),16720,Sagarmatha,Terai,Eastern
2013/14,2070/71,Siraha,Sagarmatha,Terai,Eastern,Acute gastro enteritis,9159,Sagarmatha,Terai,Eastern
2013/14,2070/71,Siraha,Sagarmatha,Terai,Eastern,Ameobic Dysentry,14936,Sagarmatha,Terai,Eastern
2013/14,2070/71,Siraha,Sagarmatha,Terai,Eastern,Baccilary Dysentry,6438,Sagarmatha,Terai,Eastern
2013/14,2070/71,Siraha,Sagarmatha,Terai,Eastern,"Presumed non infectious
diarrhoea",24276,Sagarmatha,Terai,Eastern
2013/14,2070/71,Siraha,Sagarmatha,Terai,Eastern,Cholera,202,Sagarmatha,Terai,Eastern
2013/14,2070/71,Siraha,Sagarmatha,Terai,Eastern,Intestinal Worms,34641,Sagarmatha,Terai,Eastern
2013/14,2070/71,Siraha,Sagarmatha,Terai,Eastern,"Jaundice and Infective
Hepatitis",467,Sagarmatha,Terai,Eastern
2013/14,2070/71,Dhanusa,Janakpur,Terai,Central,Typhoid (Enteric Fever),19310,Janakpur,Terai,Central
2013/14,2070/71,Dhanusa,Janakpur,Terai,Central,Acute gastro enteritis,9041,Janakpur,Terai,Central
2013/14,2070/71,Dhanusa,Janakpur,Terai,Central,Ameobic Dysentry,16161,Janakpur,Terai,Central
2013/14,2070/71,Dhanusa,Janakpur,Terai,Central,Baccilary Dysentry,7154,Janakpur,Terai,Central
2013/14,2070/71,Dhanusa,Janakpur,Terai,Central,"Presumed non infectious
diarrhoea",20900,Janakpur,Terai,Central
2013/14,2070/71,Dhanusa,Janakpur,Terai,Central,Cholera,272,Janakpur,Terai,Central
2013/14,2070/71,Dhanusa,Janakpur,Terai,Central,Intestinal Worms,40354,Janakpur,Terai,Central
2013/14,2070/71,Dhanusa,Janakpur,Terai,Central,"Jaundice and Infective
Hepatitis",754,Janakpur,Terai,Central
2013/14,2070/71,Mahottari,Janakpur,Terai,Central,Typhoid (Enteric Fever),16336,Janakpur,Terai,Central
2013/14,2070/71,Mahottari,Janakpur,Terai,Central,Acute gastro enteritis,8195,Janakpur,Terai,Central
2013/14,2070/71,Mahottari,Janakpur,Terai,Central,Ameobic Dysentry,17160,Janakpur,Terai,Central
2013/14,2070/71,Mahottari,Janakpur,Terai,Central,Baccilary Dysentry,8345,Janakpur,Terai,Central
2013/14,2070/71,Mahottari,Janakpur,Terai,Central,"Presumed non infectious
diarrhoea",17556,Janakpur,Terai,Central
2013/14,2070/71,Mahottari,Janakpur,Terai,Central,Cholera,423,Janakpur,Terai,Central
2013/14,2070/71,Mahottari,Janakpur,Terai,Central,Intestinal Worms,41744,Janakpur,Terai,Central
2013/14,2070/71,Mahottari,Janakpur,Terai,Central,"Jaundice and Infective
Hepatitis",764,Janakpur,Terai,Central
2013/14,2070/71,Sarlahi,Janakpur,Terai,Central,Typhoid (Enteric Fever),16707,Janakpur,Terai,Central
2013/14,2070/71,Sarlahi,Janakpur,Terai,Central,Acute gastro enteritis,10638,Janakpur,Terai,Central
2013/14,2070/71,Sarlahi,Janakpur,Terai,Central,Ameobic Dysentry,26899,Janakpur,Terai,Central
2013/14,2070/71,Sarlahi,Janakpur,Terai,Central,Baccilary Dysentry,10279,Janakpur,Terai,Central
2013/14,2070/71,Sarlahi,Janakpur,Terai,Central,"Presumed non infectious
diarrhoea",18560,Janakpur,Terai,Central
2013/14,2070/71,Sarlahi,Janakpur,Terai,Central,Cholera,144,Janakpur,Terai,Central
2013/14,2070/71,Sarlahi,Janakpur,Terai,Central,Intestinal Worms,43390,Janakpur,Terai,Central
2013/14,2070/71,Sarlahi,Janakpur,Terai,Central,"Jaundice and Infective
Hepatitis",501,Janakpur,Terai,Central
2013/14,2070/71,Sindhuli,Janakpur,Hill,Central,Typhoid (Enteric Fever),7375,Janakpur,Hill,Central
2013/14,2070/71,Sindhuli,Janakpur,Hill,Central,Acute gastro enteritis,2111,Janakpur,Hill,Central
2013/14,2070/71,Sindhuli,Janakpur,Hill,Central,Ameobic Dysentry,4013,Janakpur,Hill,Central
2013/14,2070/71,Sindhuli,Janakpur,Hill,Central,Baccilary Dysentry,1854,Janakpur,Hill,Central
2013/14,2070/71,Sindhuli,Janakpur,Hill,Central,"Presumed non infectious
diarrhoea",4443,Janakpur,Hill,Central
2013/14,2070/71,Sindhuli,Janakpur,Hill,Central,Cholera,63,Janakpur,Hill,Central
2013/14,2070/71,Sindhuli,Janakpur,Hill,Central,Intestinal Worms,6904,Janakpur,Hill,Central
2013/14,2070/71,Sindhuli,Janakpur,Hill,Central,"Jaundice and Infective
Hepatitis",267,Janakpur,Hill,Central
2013/14,2070/71,Ramechhap,Janakpur,Hill,Central,Typhoid (Enteric Fever),4297,Janakpur,Hill,Central
2013/14,2070/71,Ramechhap,Janakpur,Hill,Central,Acute gastro enteritis,1533,Janakpur,Hill,Central
2013/14,2070/71,Ramechhap,Janakpur,Hill,Central,Ameobic Dysentry,2690,Janakpur,Hill,Central
2013/14,2070/71,Ramechhap,Janakpur,Hill,Central,Baccilary Dysentry,1067,Janakpur,Hill,Central
2013/14,2070/71,Ramechhap,Janakpur,Hill,Central,"Presumed non infectious
diarrhoea",7647,Janakpur,Hill,Central
2013/14,2070/71,Ramechhap,Janakpur,Hill,Central,Cholera,130,Janakpur,Hill,Central
2013/14,2070/71,Ramechhap,Janakpur,Hill,Central,Intestinal Worms,4403,Janakpur,Hill,Central
2013/14,2070/71,Ramechhap,Janakpur,Hill,Central,"Jaundice and Infective
Hepatitis",529,Janakpur,Hill,Central
