Year AD,Year BS,District,zone,belt,region,Communicable and infectious disease,Number of people,Zone,Belt,Region
2010/011,2067/68,Nuwakot,Bagmati,Hill,Central,Pneumonia,3180,Bagmati,Hill,Central
2010/011,2067/68,Nuwakot,Bagmati,Hill,Central,Server Pneumonia,277,Bagmati,Hill,Central
2010/011,2067/68,Nuwakot,Bagmati,Hill,Central,Bronchitis,2623,Bagmati,Hill,Central
2010/011,2067/68,Nuwakot,Bagmati,Hill,Central,Asthma,5970,Bagmati,Hill,Central
2010/011,2067/68,Nuwakot,Bagmati,Hill,Central,Urinary Tract infection,1776,Bagmati,Hill,Central
2010/011,2067/68,Nuwakot,Bagmati,Hill,Central,Viral Influenza,1379,Bagmati,Hill,Central
2010/011,2067/68,Nuwakot,Bagmati,Hill,Central,Reproductive Tract Infection male,18,Bagmati,Hill,Central
2010/011,2067/68,Nuwakot,Bagmati,Hill,Central,Reproductive tract infection female,75,Bagmati,Hill,Central
2010/011,2067/68,Rasuwa,Bagmati,Mountain,Central,ARI /Lower respiratory tract infection,3203,Bagmati,Mountain,Central
2010/011,2067/68,Rasuwa,Bagmati,Mountain,Central,Upper respiratory Tract infection,2177,Bagmati,Mountain,Central
2010/011,2067/68,Rasuwa,Bagmati,Mountain,Central,Pneumonia,820,Bagmati,Mountain,Central
2010/011,2067/68,Rasuwa,Bagmati,Mountain,Central,Server Pneumonia,37,Bagmati,Mountain,Central
2010/011,2067/68,Rasuwa,Bagmati,Mountain,Central,Bronchitis,440,Bagmati,Mountain,Central
2010/011,2067/68,Rasuwa,Bagmati,Mountain,Central,Asthma,581,Bagmati,Mountain,Central
2010/011,2067/68,Rasuwa,Bagmati,Mountain,Central,Urinary Tract infection,660,Bagmati,Mountain,Central
2010/011,2067/68,Rasuwa,Bagmati,Mountain,Central,Viral Influenza,1378,Bagmati,Mountain,Central
2010/011,2067/68,Rasuwa,Bagmati,Mountain,Central,Reproductive Tract Infection male,18,Bagmati,Mountain,Central
2010/011,2067/68,Rasuwa,Bagmati,Mountain,Central,Reproductive tract infection female,17,Bagmati,Mountain,Central
2010/011,2067/68,Dhading,Bagmati,Hill,Central,ARI /Lower respiratory tract infection,18367,Bagmati,Hill,Central
2010/011,2067/68,Dhading,Bagmati,Hill,Central,Upper respiratory Tract infection,13947,Bagmati,Hill,Central
2010/011,2067/68,Dhading,Bagmati,Hill,Central,Pneumonia,9175,Bagmati,Hill,Central
2010/011,2067/68,Dhading,Bagmati,Hill,Central,Server Pneumonia,393,Bagmati,Hill,Central
2010/011,2067/68,Dhading,Bagmati,Hill,Central,Bronchitis,3709,Bagmati,Hill,Central
2010/011,2067/68,Dhading,Bagmati,Hill,Central,Asthma,6534,Bagmati,Hill,Central
2010/011,2067/68,Dhading,Bagmati,Hill,Central,Urinary Tract infection,3100,Bagmati,Hill,Central
2010/011,2067/68,Dhading,Bagmati,Hill,Central,Viral Influenza,7485,Bagmati,Hill,Central
2010/011,2067/68,Dhading,Bagmati,Hill,Central,Reproductive Tract Infection male,81,Bagmati,Hill,Central
2010/011,2067/68,Dhading,Bagmati,Hill,Central,Reproductive tract infection female,343,Bagmati,Hill,Central
2010/011,2067/68,Makwanpur,Narayani,Hill,Central,ARI /Lower respiratory tract infection,7058,Narayani,Hill,Central
2010/011,2067/68,Makwanpur,Narayani,Hill,Central,Upper respiratory Tract infection,7795,Narayani,Hill,Central
2010/011,2067/68,Makwanpur,Narayani,Hill,Central,Pneumonia,4628,Narayani,Hill,Central
2010/011,2067/68,Makwanpur,Narayani,Hill,Central,Server Pneumonia,204,Narayani,Hill,Central
2010/011,2067/68,Makwanpur,Narayani,Hill,Central,Bronchitis,2919,Narayani,Hill,Central
2010/011,2067/68,Makwanpur,Narayani,Hill,Central,Asthma,3113,Narayani,Hill,Central
2010/011,2067/68,Makwanpur,Narayani,Hill,Central,Urinary Tract infection,1458,Narayani,Hill,Central
2010/011,2067/68,Makwanpur,Narayani,Hill,Central,Viral Influenza,3337,Narayani,Hill,Central
2010/011,2067/68,Makwanpur,Narayani,Hill,Central,Reproductive Tract Infection male,22,Narayani,Hill,Central
2010/011,2067/68,Makwanpur,Narayani,Hill,Central,Reproductive tract infection female,92,Narayani,Hill,Central
2010/011,2067/68,Rautahat,Narayani,Terai,Central,ARI /Lower respiratory tract infection,10374,Narayani,Terai,Central
2010/011,2067/68,Rautahat,Narayani,Terai,Central,Upper respiratory Tract infection,11710,Narayani,Terai,Central
2010/011,2067/68,Rautahat,Narayani,Terai,Central,Pneumonia,7517,Narayani,Terai,Central
2010/011,2067/68,Rautahat,Narayani,Terai,Central,Server Pneumonia,425,Narayani,Terai,Central
2010/011,2067/68,Rautahat,Narayani,Terai,Central,Bronchitis,6988,Narayani,Terai,Central
2010/011,2067/68,Rautahat,Narayani,Terai,Central,Asthma,8805,Narayani,Terai,Central
2010/011,2067/68,Rautahat,Narayani,Terai,Central,Urinary Tract infection,2696,Narayani,Terai,Central
2010/011,2067/68,Rautahat,Narayani,Terai,Central,Viral Influenza,2036,Narayani,Terai,Central
2010/011,2067/68,Rautahat,Narayani,Terai,Central,Reproductive Tract Infection male,192,Narayani,Terai,Central
2010/011,2067/68,Rautahat,Narayani,Terai,Central,Reproductive tract infection female,292,Narayani,Terai,Central
2010/011,2067/68,Bara,Narayani,Terai,Central,ARI /Lower respiratory tract infection,16742,Narayani,Terai,Central
2010/011,2067/68,Bara,Narayani,Terai,Central,Upper respiratory Tract infection,16408,Narayani,Terai,Central
2010/011,2067/68,Bara,Narayani,Terai,Central,Pneumonia,6251,Narayani,Terai,Central
2010/011,2067/68,Bara,Narayani,Terai,Central,Server Pneumonia,354,Narayani,Terai,Central
2010/011,2067/68,Bara,Narayani,Terai,Central,Bronchitis,9128,Narayani,Terai,Central
2010/011,2067/68,Bara,Narayani,Terai,Central,Asthma,10105,Narayani,Terai,Central
2010/011,2067/68,Bara,Narayani,Terai,Central,Urinary Tract infection,4739,Narayani,Terai,Central
2010/011,2067/68,Bara,Narayani,Terai,Central,Viral Influenza,2212,Narayani,Terai,Central
2010/011,2067/68,Bara,Narayani,Terai,Central,Reproductive Tract Infection male,103,Narayani,Terai,Central
2010/011,2067/68,Bara,Narayani,Terai,Central,Reproductive tract infection female,388,Narayani,Terai,Central
2010/011,2067/68,Parsa,Narayani,Terai,Central,ARI /Lower respiratory tract infection,0,Narayani,Terai,Central
2010/011,2067/68,Parsa,Narayani,Terai,Central,Upper respiratory Tract infection,0,Narayani,Terai,Central
2010/011,2067/68,Parsa,Narayani,Terai,Central,Pneumonia,0,Narayani,Terai,Central
2010/011,2067/68,Parsa,Narayani,Terai,Central,Server Pneumonia,0,Narayani,Terai,Central
2010/011,2067/68,Parsa,Narayani,Terai,Central,Bronchitis,0,Narayani,Terai,Central
2010/011,2067/68,Parsa,Narayani,Terai,Central,Asthma,0,Narayani,Terai,Central
2010/011,2067/68,Parsa,Narayani,Terai,Central,Urinary Tract infection,0,Narayani,Terai,Central
2010/011,2067/68,Parsa,Narayani,Terai,Central,Viral Influenza,0,Narayani,Terai,Central
2010/011,2067/68,Parsa,Narayani,Terai,Central,Reproductive Tract Infection male,0,Narayani,Terai,Central
2010/011,2067/68,Parsa,Narayani,Terai,Central,Reproductive tract infection female,0,Narayani,Terai,Central
2010/011,2067/68,Chitawan,Narayani,Terai,Central,ARI /Lower respiratory tract infection,15552,Narayani,Terai,Central
2010/011,2067/68,Chitawan,Narayani,Terai,Central,Upper respiratory Tract infection,16963,Narayani,Terai,Central
2010/011,2067/68,Chitawan,Narayani,Terai,Central,Pneumonia,9457,Narayani,Terai,Central
2010/011,2067/68,Chitawan,Narayani,Terai,Central,Server Pneumonia,299,Narayani,Terai,Central
2010/011,2067/68,Chitawan,Narayani,Terai,Central,Bronchitis,4120,Narayani,Terai,Central
2010/011,2067/68,Chitawan,Narayani,Terai,Central,Asthma,9072,Narayani,Terai,Central
2010/011,2067/68,Chitawan,Narayani,Terai,Central,Urinary Tract infection,5296,Narayani,Terai,Central
2010/011,2067/68,Chitawan,Narayani,Terai,Central,Viral Influenza,7346,Narayani,Terai,Central
2010/011,2067/68,Chitawan,Narayani,Terai,Central,Reproductive Tract Infection male,640,Narayani,Terai,Central
2010/011,2067/68,Chitawan,Narayani,Terai,Central,Reproductive tract infection female,1006,Narayani,Terai,Central
2010/011,2067/68,Gorkha,Gandaki,Hill,Western,ARI /Lower respiratory tract infection,12663,Gandaki,Hill,Western
2010/011,2067/68,Gorkha,Gandaki,Hill,Western,Upper respiratory Tract infection,14914,Gandaki,Hill,Western
2010/011,2067/68,Gorkha,Gandaki,Hill,Western,Pneumonia,7495,Gandaki,Hill,Western
2010/011,2067/68,Gorkha,Gandaki,Hill,Western,Server Pneumonia,244,Gandaki,Hill,Western
2010/011,2067/68,Gorkha,Gandaki,Hill,Western,Bronchitis,3675,Gandaki,Hill,Western
2010/011,2067/68,Gorkha,Gandaki,Hill,Western,Asthma,4437,Gandaki,Hill,Western
2010/011,2067/68,Gorkha,Gandaki,Hill,Western,Urinary Tract infection,4193,Gandaki,Hill,Western
2010/011,2067/68,Gorkha,Gandaki,Hill,Western,Viral Influenza,6120,Gandaki,Hill,Western
2010/011,2067/68,Gorkha,Gandaki,Hill,Western,Reproductive Tract Infection male,144,Gandaki,Hill,Western
2010/011,2067/68,Gorkha,Gandaki,Hill,Western,Reproductive tract infection female,264,Gandaki,Hill,Western
2010/011,2067/68,Lamjung,Gandaki,Hill,Western,ARI /Lower respiratory tract infection,7244,Gandaki,Hill,Western
2010/011,2067/68,Lamjung,Gandaki,Hill,Western,Upper respiratory Tract infection,6546,Gandaki,Hill,Western
2010/011,2067/68,Lamjung,Gandaki,Hill,Western,Pneumonia,4086,Gandaki,Hill,Western
2010/011,2067/68,Lamjung,Gandaki,Hill,Western,Server Pneumonia,144,Gandaki,Hill,Western
2010/011,2067/68,Lamjung,Gandaki,Hill,Western,Bronchitis,3138,Gandaki,Hill,Western
2010/011,2067/68,Lamjung,Gandaki,Hill,Western,Asthma,4667,Gandaki,Hill,Western
2010/011,2067/68,Lamjung,Gandaki,Hill,Western,Urinary Tract infection,2681,Gandaki,Hill,Western
2010/011,2067/68,Lamjung,Gandaki,Hill,Western,Viral Influenza,3012,Gandaki,Hill,Western
2010/011,2067/68,Lamjung,Gandaki,Hill,Western,Reproductive Tract Infection male,28,Gandaki,Hill,Western
2010/011,2067/68,Lamjung,Gandaki,Hill,Western,Reproductive tract infection female,27,Gandaki,Hill,Western
2010/011,2067/68,Tanahu,Gandaki,Hill,Western,ARI /Lower respiratory tract infection,10454,Gandaki,Hill,Western
2010/011,2067/68,Tanahu,Gandaki,Hill,Western,Upper respiratory Tract infection,8656,Gandaki,Hill,Western
2010/011,2067/68,Tanahu,Gandaki,Hill,Western,Pneumonia,2417,Gandaki,Hill,Western
2010/011,2067/68,Tanahu,Gandaki,Hill,Western,Server Pneumonia,86,Gandaki,Hill,Western
2010/011,2067/68,Tanahu,Gandaki,Hill,Western,Bronchitis,2301,Gandaki,Hill,Western
2010/011,2067/68,Tanahu,Gandaki,Hill,Western,Asthma,3707,Gandaki,Hill,Western
2010/011,2067/68,Tanahu,Gandaki,Hill,Western,Urinary Tract infection,2650,Gandaki,Hill,Western
2010/011,2067/68,Tanahu,Gandaki,Hill,Western,Viral Influenza,2834,Gandaki,Hill,Western
2010/011,2067/68,Tanahu,Gandaki,Hill,Western,Reproductive Tract Infection male,68,Gandaki,Hill,Western
2010/011,2067/68,Tanahu,Gandaki,Hill,Western,Reproductive tract infection female,87,Gandaki,Hill,Western
2010/011,2067/68,Syangja,Gandaki,Hill,Western,ARI /Lower respiratory tract infection,22932,Gandaki,Hill,Western
2010/011,2067/68,Syangja,Gandaki,Hill,Western,Upper respiratory Tract infection,16691,Gandaki,Hill,Western
2010/011,2067/68,Syangja,Gandaki,Hill,Western,Pneumonia,5205,Gandaki,Hill,Western
2010/011,2067/68,Syangja,Gandaki,Hill,Western,Server Pneumonia,238,Gandaki,Hill,Western
2010/011,2067/68,Syangja,Gandaki,Hill,Western,Bronchitis,5640,Gandaki,Hill,Western
2010/011,2067/68,Syangja,Gandaki,Hill,Western,Asthma,7034,Gandaki,Hill,Western
2010/011,2067/68,Syangja,Gandaki,Hill,Western,Urinary Tract infection,4953,Gandaki,Hill,Western
2010/011,2067/68,Syangja,Gandaki,Hill,Western,Viral Influenza,3510,Gandaki,Hill,Western
2010/011,2067/68,Syangja,Gandaki,Hill,Western,Reproductive Tract Infection male,94,Gandaki,Hill,Western
2010/011,2067/68,Syangja,Gandaki,Hill,Western,Reproductive tract infection female,265,Gandaki,Hill,Western
2010/011,2067/68,Kaski,Gandaki,Hill,Western,ARI /Lower respiratory tract infection,25316,Gandaki,Hill,Western
2010/011,2067/68,Kaski,Gandaki,Hill,Western,Upper respiratory Tract infection,22342,Gandaki,Hill,Western
2010/011,2067/68,Kaski,Gandaki,Hill,Western,Pneumonia,4655,Gandaki,Hill,Western
2010/011,2067/68,Kaski,Gandaki,Hill,Western,Server Pneumonia,208,Gandaki,Hill,Western
2010/011,2067/68,Kaski,Gandaki,Hill,Western,Bronchitis,5468,Gandaki,Hill,Western
2010/011,2067/68,Kaski,Gandaki,Hill,Western,Asthma,6290,Gandaki,Hill,Western
2010/011,2067/68,Kaski,Gandaki,Hill,Western,Urinary Tract infection,4537,Gandaki,Hill,Western
2010/011,2067/68,Kaski,Gandaki,Hill,Western,Viral Influenza,4972,Gandaki,Hill,Western
2010/011,2067/68,Kaski,Gandaki,Hill,Western,Reproductive Tract Infection male,218,Gandaki,Hill,Western
2010/011,2067/68,Kaski,Gandaki,Hill,Western,Reproductive tract infection female,290,Gandaki,Hill,Western
2010/011,2067/68,Manang,Gandaki,Mountain,Western,ARI /Lower respiratory tract infection,659,Gandaki,Mountain,Western
2010/011,2067/68,Manang,Gandaki,Mountain,Western,Upper respiratory Tract infection,645,Gandaki,Mountain,Western
2010/011,2067/68,Manang,Gandaki,Mountain,Western,Pneumonia,165,Gandaki,Mountain,Western
2010/011,2067/68,Manang,Gandaki,Mountain,Western,Server Pneumonia,2,Gandaki,Mountain,Western
2010/011,2067/68,Manang,Gandaki,Mountain,Western,Bronchitis,197,Gandaki,Mountain,Western
2010/011,2067/68,Manang,Gandaki,Mountain,Western,Asthma,142,Gandaki,Mountain,Western
2010/011,2067/68,Manang,Gandaki,Mountain,Western,Urinary Tract infection,134,Gandaki,Mountain,Western
2010/011,2067/68,Manang,Gandaki,Mountain,Western,Viral Influenza,52,Gandaki,Mountain,Western
2010/011,2067/68,Manang,Gandaki,Mountain,Western,Reproductive Tract Infection male,8,Gandaki,Mountain,Western
2010/011,2067/68,Manang,Gandaki,Mountain,Western,Reproductive tract infection female,13,Gandaki,Mountain,Western
2010/011,2067/68,Mustang,Dhawalagiri,Mountain,Western,ARI /Lower respiratory tract infection,2141,Dhawalagiri,Mountain,Western
2010/011,2067/68,Mustang,Dhawalagiri,Mountain,Western,Upper respiratory Tract infection,3350,Dhawalagiri,Mountain,Western
2010/011,2067/68,Mustang,Dhawalagiri,Mountain,Western,Pneumonia,292,Dhawalagiri,Mountain,Western
2010/011,2067/68,Mustang,Dhawalagiri,Mountain,Western,Server Pneumonia,0,Dhawalagiri,Mountain,Western
2010/011,2067/68,Mustang,Dhawalagiri,Mountain,Western,Bronchitis,63,Dhawalagiri,Mountain,Western
2010/011,2067/68,Mustang,Dhawalagiri,Mountain,Western,Asthma,121,Dhawalagiri,Mountain,Western
2010/011,2067/68,Mustang,Dhawalagiri,Mountain,Western,Urinary Tract infection,250,Dhawalagiri,Mountain,Western
2010/011,2067/68,Mustang,Dhawalagiri,Mountain,Western,Viral Influenza,244,Dhawalagiri,Mountain,Western
2010/011,2067/68,Mustang,Dhawalagiri,Mountain,Western,Reproductive Tract Infection male,0,Dhawalagiri,Mountain,Western
2010/011,2067/68,Mustang,Dhawalagiri,Mountain,Western,Reproductive tract infection female,5,Dhawalagiri,Mountain,Western
2010/011,2067/68,Myagdi,Dhawalagiri,Hill,Western,ARI /Lower respiratory tract infection,8385,Dhawalagiri,Hill,Western
2010/011,2067/68,Myagdi,Dhawalagiri,Hill,Western,Upper respiratory Tract infection,8676,Dhawalagiri,Hill,Western
2010/011,2067/68,Myagdi,Dhawalagiri,Hill,Western,Pneumonia,2296,Dhawalagiri,Hill,Western
2010/011,2067/68,Myagdi,Dhawalagiri,Hill,Western,Server Pneumonia,105,Dhawalagiri,Hill,Western
2010/011,2067/68,Myagdi,Dhawalagiri,Hill,Western,Bronchitis,1321,Dhawalagiri,Hill,Western
2010/011,2067/68,Myagdi,Dhawalagiri,Hill,Western,Asthma,1413,Dhawalagiri,Hill,Western
2010/011,2067/68,Myagdi,Dhawalagiri,Hill,Western,Urinary Tract infection,1669,Dhawalagiri,Hill,Western
2010/011,2067/68,Myagdi,Dhawalagiri,Hill,Western,Viral Influenza,3916,Dhawalagiri,Hill,Western
2010/011,2067/68,Myagdi,Dhawalagiri,Hill,Western,Reproductive Tract Infection male,39,Dhawalagiri,Hill,Western
2010/011,2067/68,Myagdi,Dhawalagiri,Hill,Western,Reproductive tract infection female,54,Dhawalagiri,Hill,Western
2010/011,2067/68,Parbat,Dhawalagiri,Hill,Western,ARI /Lower respiratory tract infection,17935,Dhawalagiri,Hill,Western
2010/011,2067/68,Parbat,Dhawalagiri,Hill,Western,Upper respiratory Tract infection,19342,Dhawalagiri,Hill,Western
2010/011,2067/68,Parbat,Dhawalagiri,Hill,Western,Pneumonia,5525,Dhawalagiri,Hill,Western
2010/011,2067/68,Parbat,Dhawalagiri,Hill,Western,Server Pneumonia,139,Dhawalagiri,Hill,Western
2010/011,2067/68,Parbat,Dhawalagiri,Hill,Western,Bronchitis,3121,Dhawalagiri,Hill,Western
2010/011,2067/68,Parbat,Dhawalagiri,Hill,Western,Asthma,3525,Dhawalagiri,Hill,Western
2010/011,2067/68,Parbat,Dhawalagiri,Hill,Western,Urinary Tract infection,2069,Dhawalagiri,Hill,Western
2010/011,2067/68,Parbat,Dhawalagiri,Hill,Western,Viral Influenza,3408,Dhawalagiri,Hill,Western
2010/011,2067/68,Parbat,Dhawalagiri,Hill,Western,Reproductive Tract Infection male,35,Dhawalagiri,Hill,Western
2010/011,2067/68,Parbat,Dhawalagiri,Hill,Western,Reproductive tract infection female,69,Dhawalagiri,Hill,Western
2010/011,2067/68,Baglung,Dhawalagiri,Hill,Western,ARI /Lower respiratory tract infection,17466,Dhawalagiri,Hill,Western
2010/011,2067/68,Baglung,Dhawalagiri,Hill,Western,Upper respiratory Tract infection,22163,Dhawalagiri,Hill,Western
2010/011,2067/68,Baglung,Dhawalagiri,Hill,Western,Pneumonia,6632,Dhawalagiri,Hill,Western
2010/011,2067/68,Baglung,Dhawalagiri,Hill,Western,Server Pneumonia,400,Dhawalagiri,Hill,Western
2010/011,2067/68,Baglung,Dhawalagiri,Hill,Western,Bronchitis,4671,Dhawalagiri,Hill,Western
2010/011,2067/68,Baglung,Dhawalagiri,Hill,Western,Asthma,2500,Dhawalagiri,Hill,Western
2010/011,2067/68,Baglung,Dhawalagiri,Hill,Western,Urinary Tract infection,4099,Dhawalagiri,Hill,Western
2010/011,2067/68,Baglung,Dhawalagiri,Hill,Western,Viral Influenza,2544,Dhawalagiri,Hill,Western
2010/011,2067/68,Baglung,Dhawalagiri,Hill,Western,Reproductive Tract Infection male,58,Dhawalagiri,Hill,Western
2010/011,2067/68,Baglung,Dhawalagiri,Hill,Western,Reproductive tract infection female,88,Dhawalagiri,Hill,Western
2010/011,2067/68,Gulmi,Lumbini,Hill,Western,ARI /Lower respiratory tract infection,26328,Lumbini,Hill,Western
2010/011,2067/68,Gulmi,Lumbini,Hill,Western,Upper respiratory Tract infection,19391,Lumbini,Hill,Western
2010/011,2067/68,Gulmi,Lumbini,Hill,Western,Pneumonia,10246,Lumbini,Hill,Western
2010/011,2067/68,Gulmi,Lumbini,Hill,Western,Server Pneumonia,519,Lumbini,Hill,Western
2010/011,2067/68,Gulmi,Lumbini,Hill,Western,Bronchitis,9200,Lumbini,Hill,Western
2010/011,2067/68,Gulmi,Lumbini,Hill,Western,Asthma,6439,Lumbini,Hill,Western
2010/011,2067/68,Gulmi,Lumbini,Hill,Western,Urinary Tract infection,7084,Lumbini,Hill,Western
2010/011,2067/68,Gulmi,Lumbini,Hill,Western,Viral Influenza,7713,Lumbini,Hill,Western
2010/011,2067/68,Gulmi,Lumbini,Hill,Western,Reproductive Tract Infection male,144,Lumbini,Hill,Western
2010/011,2067/68,Gulmi,Lumbini,Hill,Western,Reproductive tract infection female,328,Lumbini,Hill,Western
2010/011,2067/68,Palpa,Lumbini,Hill,Western,ARI /Lower respiratory tract infection,15285,Lumbini,Hill,Western
2010/011,2067/68,Palpa,Lumbini,Hill,Western,Upper respiratory Tract infection,13082,Lumbini,Hill,Western
2010/011,2067/68,Palpa,Lumbini,Hill,Western,Pneumonia,6236,Lumbini,Hill,Western
2010/011,2067/68,Palpa,Lumbini,Hill,Western,Server Pneumonia,123,Lumbini,Hill,Western
2010/011,2067/68,Palpa,Lumbini,Hill,Western,Bronchitis,6685,Lumbini,Hill,Western
2010/011,2067/68,Palpa,Lumbini,Hill,Western,Asthma,6813,Lumbini,Hill,Western
2010/011,2067/68,Palpa,Lumbini,Hill,Western,Urinary Tract infection,8072,Lumbini,Hill,Western
2010/011,2067/68,Palpa,Lumbini,Hill,Western,Viral Influenza,4094,Lumbini,Hill,Western
2010/011,2067/68,Palpa,Lumbini,Hill,Western,Reproductive Tract Infection male,60,Lumbini,Hill,Western
2010/011,2067/68,Palpa,Lumbini,Hill,Western,Reproductive tract infection female,104,Lumbini,Hill,Western
2010/011,2067/68,Nawalparasi,Lumbini,Terai,Western,ARI /Lower respiratory tract infection,22699,Lumbini,Terai,Western
2010/011,2067/68,Nawalparasi,Lumbini,Terai,Western,Upper respiratory Tract infection,25136,Lumbini,Terai,Western
2010/011,2067/68,Nawalparasi,Lumbini,Terai,Western,Pneumonia,10309,Lumbini,Terai,Western
2010/011,2067/68,Nawalparasi,Lumbini,Terai,Western,Server Pneumonia,209,Lumbini,Terai,Western
2010/011,2067/68,Nawalparasi,Lumbini,Terai,Western,Bronchitis,5083,Lumbini,Terai,Western
2010/011,2067/68,Nawalparasi,Lumbini,Terai,Western,Asthma,7379,Lumbini,Terai,Western
2010/011,2067/68,Nawalparasi,Lumbini,Terai,Western,Urinary Tract infection,4429,Lumbini,Terai,Western
2010/011,2067/68,Nawalparasi,Lumbini,Terai,Western,Viral Influenza,1964,Lumbini,Terai,Western
2010/011,2067/68,Nawalparasi,Lumbini,Terai,Western,Reproductive Tract Infection male,71,Lumbini,Terai,Western
2010/011,2067/68,Nawalparasi,Lumbini,Terai,Western,Reproductive tract infection female,119,Lumbini,Terai,Western
2010/011,2067/68,Rupandehi,Lumbini,Terai,Western,ARI /Lower respiratory tract infection,0,Lumbini,Terai,Western
2010/011,2067/68,Rupandehi,Lumbini,Terai,Western,Upper respiratory Tract infection,0,Lumbini,Terai,Western
2010/011,2067/68,Rupandehi,Lumbini,Terai,Western,Pneumonia,0,Lumbini,Terai,Western
2010/011,2067/68,Rupandehi,Lumbini,Terai,Western,Server Pneumonia,0,Lumbini,Terai,Western
2010/011,2067/68,Rupandehi,Lumbini,Terai,Western,Bronchitis,0,Lumbini,Terai,Western
2010/011,2067/68,Rupandehi,Lumbini,Terai,Western,Asthma,0,Lumbini,Terai,Western
2010/011,2067/68,Rupandehi,Lumbini,Terai,Western,Urinary Tract infection,0,Lumbini,Terai,Western
2010/011,2067/68,Rupandehi,Lumbini,Terai,Western,Viral Influenza,0,Lumbini,Terai,Western
2010/011,2067/68,Rupandehi,Lumbini,Terai,Western,Reproductive Tract Infection male,0,Lumbini,Terai,Western
2010/011,2067/68,Rupandehi,Lumbini,Terai,Western,Reproductive tract infection female,0,Lumbini,Terai,Western
2010/011,2067/68,Kapilbastu,Lumbini,Terai,Western,ARI /Lower respiratory tract infection,15969,Lumbini,Terai,Western
2010/011,2067/68,Kapilbastu,Lumbini,Terai,Western,Upper respiratory Tract infection,20758,Lumbini,Terai,Western
2010/011,2067/68,Kapilbastu,Lumbini,Terai,Western,Pneumonia,8081,Lumbini,Terai,Western
